genesymbol,Padj_maxP_BIO2195127_CHX_vs_U1_mut1_100_CHX,dPSI_BIO2195127_CHX_vs_U1_mut1_100_CHX,Padj_maxP_BIO2195127_CHX_vs_U1_mut1_500_CHX,dPSI_BIO2195127_CHX_vs_U1_mut1_500_CHX,Padj_maxP_BIO2195127_CHX_vs_U1_mut2_100_CHX,dPSI_BIO2195127_CHX_vs_U1_mut2_100_CHX,Padj_maxP_BIO2195127_CHX_vs_U1_mut2_500_CHX,dPSI_BIO2195127_CHX_vs_U1_mut2_500_CHX,Padj_maxP_BIO2195127_CHX_vs_U1_WT_100_CHX,dPSI_BIO2195127_CHX_vs_U1_WT_100_CHX,Padj_maxP_BIO2195127_CHX_vs_U1_WT_500_CHX,dPSI_BIO2195127_CHX_vs_U1_WT_500_CHX,Padj_maxP_BIO2195127_EtOH_vs_U1_mut1_100_EtOH,dPSI_BIO2195127_EtOH_vs_U1_mut1_100_EtOH,Padj_maxP_BIO2195127_EtOH_vs_U1_mut1_500_EtOH,dPSI_BIO2195127_EtOH_vs_U1_mut1_500_EtOH,Padj_maxP_BIO2195127_EtOH_vs_U1_mut2_100_EtOH,dPSI_BIO2195127_EtOH_vs_U1_mut2_100_EtOH,Padj_maxP_BIO2195127_EtOH_vs_U1_mut2_500_EtOH,dPSI_BIO2195127_EtOH_vs_U1_mut2_500_EtOH,Padj_maxP_BIO2195127_EtOH_vs_U1_WT_100_EtOH,dPSI_BIO2195127_EtOH_vs_U1_WT_100_EtOH,Padj_maxP_BIO2195127_EtOH_vs_U1_WT_500_EtOH,dPSI_BIO2195127_EtOH_vs_U1_WT_500_EtOH,Padj_maxP_BIO2197294_CHX_vs_U1_mut1_100_CHX,dPSI_BIO2197294_CHX_vs_U1_mut1_100_CHX,Padj_maxP_BIO2197294_CHX_vs_U1_mut1_500_CHX,dPSI_BIO2197294_CHX_vs_U1_mut1_500_CHX,Padj_maxP_BIO2197294_CHX_vs_U1_mut2_100_CHX,dPSI_BIO2197294_CHX_vs_U1_mut2_100_CHX,Padj_maxP_BIO2197294_CHX_vs_U1_mut2_500_CHX,dPSI_BIO2197294_CHX_vs_U1_mut2_500_CHX,Padj_maxP_BIO2197294_CHX_vs_U1_WT_100_CHX,dPSI_BIO2197294_CHX_vs_U1_WT_100_CHX,Padj_maxP_BIO2197294_CHX_vs_U1_WT_500_CHX,dPSI_BIO2197294_CHX_vs_U1_WT_500_CHX,Padj_maxP_BIO2197294_EtOH_vs_U1_mut1_100_EtOH,dPSI_BIO2197294_EtOH_vs_U1_mut1_100_EtOH,Padj_maxP_BIO2197294_EtOH_vs_U1_mut1_500_EtOH,dPSI_BIO2197294_EtOH_vs_U1_mut1_500_EtOH,Padj_maxP_BIO2197294_EtOH_vs_U1_mut2_100_EtOH,dPSI_BIO2197294_EtOH_vs_U1_mut2_100_EtOH,Padj_maxP_BIO2197294_EtOH_vs_U1_mut2_500_EtOH,dPSI_BIO2197294_EtOH_vs_U1_mut2_500_EtOH,Padj_maxP_BIO2197294_EtOH_vs_U1_WT_100_EtOH,dPSI_BIO2197294_EtOH_vs_U1_WT_100_EtOH,Padj_maxP_BIO2197294_EtOH_vs_U1_WT_500_EtOH,dPSI_BIO2197294_EtOH_vs_U1_WT_500_EtOH,Padj_maxP_Branaplam_CHX_vs_U1_mut1_100_CHX,dPSI_Branaplam_CHX_vs_U1_mut1_100_CHX,Padj_maxP_Branaplam_CHX_vs_U1_mut1_500_CHX,dPSI_Branaplam_CHX_vs_U1_mut1_500_CHX,Padj_maxP_Branaplam_CHX_vs_U1_mut2_100_CHX,dPSI_Branaplam_CHX_vs_U1_mut2_100_CHX,Padj_maxP_Branaplam_CHX_vs_U1_mut2_500_CHX,dPSI_Branaplam_CHX_vs_U1_mut2_500_CHX,Padj_maxP_Branaplam_CHX_vs_U1_WT_100_CHX,dPSI_Branaplam_CHX_vs_U1_WT_100_CHX,Padj_maxP_Branaplam_CHX_vs_U1_WT_500_CHX,dPSI_Branaplam_CHX_vs_U1_WT_500_CHX,Padj_maxP_Branaplam_EtOH_vs_U1_mut1_100_EtOH,dPSI_Branaplam_EtOH_vs_U1_mut1_100_EtOH,Padj_maxP_Branaplam_EtOH_vs_U1_mut1_500_EtOH,dPSI_Branaplam_EtOH_vs_U1_mut1_500_EtOH,Padj_maxP_Branaplam_EtOH_vs_U1_mut2_100_EtOH,dPSI_Branaplam_EtOH_vs_U1_mut2_100_EtOH,Padj_maxP_Branaplam_EtOH_vs_U1_mut2_500_EtOH,dPSI_Branaplam_EtOH_vs_U1_mut2_500_EtOH,Padj_maxP_Branaplam_EtOH_vs_U1_WT_100_EtOH,dPSI_Branaplam_EtOH_vs_U1_WT_100_EtOH,Padj_maxP_Branaplam_EtOH_vs_U1_WT_500_EtOH,dPSI_Branaplam_EtOH_vs_U1_WT_500_EtOH,Padj_maxP_U1_mut1_100_CHX_vs_U1_WT_100_CHX,dPSI_U1_mut1_100_CHX_vs_U1_WT_100_CHX,Padj_maxP_U1_mut1_100_CHX_vs_U1_WT_100_EtOH,dPSI_U1_mut1_100_CHX_vs_U1_WT_100_EtOH,Padj_maxP_U1_mut1_100_EtOH_vs_U1_WT_100_EtOH,dPSI_U1_mut1_100_EtOH_vs_U1_WT_100_EtOH,Padj_maxP_U1_mut1_500_CHX_vs_U1_WT_500_CHX,dPSI_U1_mut1_500_CHX_vs_U1_WT_500_CHX,Padj_maxP_U1_mut1_500_CHX_vs_U1_WT_500_EtOH,dPSI_U1_mut1_500_CHX_vs_U1_WT_500_EtOH,Padj_maxP_U1_mut1_500_EtOH_vs_U1_WT_500_EtOH,dPSI_U1_mut1_500_EtOH_vs_U1_WT_500_EtOH,Padj_maxP_U1_mut2_100_CHX_vs_U1_WT_100_CHX,dPSI_U1_mut2_100_CHX_vs_U1_WT_100_CHX,Padj_maxP_U1_mut2_100_CHX_vs_U1_WT_100_EtOH,dPSI_U1_mut2_100_CHX_vs_U1_WT_100_EtOH,Padj_maxP_U1_mut2_100_EtOH_vs_U1_WT_100_EtOH,dPSI_U1_mut2_100_EtOH_vs_U1_WT_100_EtOH,Padj_maxP_U1_mut2_500_CHX_vs_U1_WT_500_CHX,dPSI_U1_mut2_500_CHX_vs_U1_WT_500_CHX,Padj_maxP_U1_mut2_500_CHX_vs_U1_WT_500_EtOH,dPSI_U1_mut2_500_CHX_vs_U1_WT_500_EtOH,Padj_maxP_U1_mut2_500_EtOH_vs_U1_WT_500_EtOH,dPSI_U1_mut2_500_EtOH_vs_U1_WT_500_EtOH,Padj_maxP_U1_WT_500_BIO2197294_vs_BIO2197294_EtOH,dPSI_U1_WT_500_BIO2197294_vs_BIO2197294_EtOH,Padj_maxP_U1_WT_500_BIO2197294_vs_U1_WT_500_EtOH,dPSI_U1_WT_500_BIO2197294_vs_U1_WT_500_EtOH,Padj_maxP_U1_WT_500_Branaplam_vs_Branaplam_EtOH,dPSI_U1_WT_500_Branaplam_vs_Branaplam_EtOH,Padj_maxP_U1_WT_500_Branaplam_vs_U1_WT_500_EtOH,dPSI_U1_WT_500_Branaplam_vs_U1_WT_500_EtOH
MAK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000399732175258025,0.271048743561307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000329832982401708,0.325844843119078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAN1A2,NA,NA,NA,NA,2.01004113688799e-05,-0.250574130301309,NA,NA,2.26543628505022e-06,-0.261330361508424,1.52653158223112e-06,-0.269560568148654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.15808472030297e-07,-0.297495650311639,4.38633029450448e-07,-0.289412644446263,7.24946369551524e-08,-0.308286839816452,7.3427279678789e-08,-0.316036230220796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63306098076215e-06,-0.313857411807209,4.57421296367354e-08,-0.316704162954428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAN2A1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000143003534673724,-0.332721972447903,NA,NA,NA,NA,1.31231561714246e-05,-0.276331325012569,NA,NA,NA,NA,3.4566258381049e-05,-0.358700271375083,NA,NA,NA,NA,2.26778287248405e-05,-0.319048902592293,NA,NA,0.00469826945550871,-0.312002719039226,0.0166704680292661,-0.273791409043595,NA,NA,NA,NA
MAN2C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33027561165585e-05,-0.258162717808474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MANBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56328315785341e-06,-0.344739210062029,NA,NA,NA,NA,1.58108372336245e-05,-0.285954668822188,NA,NA,NA,NA,1.65151817156855e-05,-0.477246614366769,NA,NA,NA,NA,2.16950663570837e-05,-0.310952315015224,NA,NA,0.0452837619530657,-0.277693398675016,NA,NA,NA,NA,NA,NA
MAP3K15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000392891127359559,-0.31834565234597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000397499845149407,-0.297522522773572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.96858489103941e-05,-0.375285169052932,NA,NA,0.0181753424403415,0.251057579935813,0.000124309843122154,-0.253195567465909,NA,NA,NA,NA,6.78101565519612e-05,0.257901559187863,NA,NA,NA,NA,1.35901701690059e-07,0.329892330684918,NA,NA,0.0129927661255683,-0.431610470881833,0.0156122800655802,-0.436483257013645,NA,NA,NA,NA
MAP3K3,NA,NA,2.24436688130806e-05,0.380833052637013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15304553618498e-05,0.381704253276726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20510566003072e-06,0.380848136048016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67450197939013e-06,-0.386517659759328,2.09367127367878e-06,-0.385135536627927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARCHF7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64864047420399e-11,-0.274222229914298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARCHF8,NA,NA,6.16652670237907e-05,0.563698584056166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.05190802390248e-06,0.428624326746152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.02293340953612e-05,0.546846631116881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45863802193086e-05,0.387267381121621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.79302951234873e-05,0.538496439781252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01815682630884e-05,0.393002659915387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000243773763563262,0.296248653883498,2.95378247365934e-06,0.303886223471576,9.0351456679745e-06,0.267284838876866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAST1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00061205830362477,-0.276456596110554,NA,NA,NA,NA,7.92644595742137e-05,-0.446260416838696,NA,NA,NA,NA,0.000253343039577216,-0.328084969780523,NA,NA,NA,NA,0.000119818232119213,-0.369696820694997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MATR3,NA,NA,NA,NA,NA,NA,0.00122504380332295,0.426137039754798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0271223209319918,0.413347308648048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00330176385348917,0.500562613506866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000911698777438993,0.411495459772294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000855191213690095,0.419579624845595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0260617089002627,0.383220999867406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.25375798690405e-05,0.348723769208197,5.00752994360567e-09,0.380896804954807,3.42773402044589e-05,0.306402611651548,NA,NA,NA,NA,NA,NA,NA,NA
MAX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0242536613360199,0.255004177566361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MBIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84760832483018e-10,-0.268196234470369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MBNL2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000415839190990141,-0.260814885208306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MBTPS1,NA,NA,8.62450337404954e-06,0.294565638394364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36075000789685e-06,0.308900542469119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.14183857226106e-07,0.31368270180199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.93071797094997e-10,-0.311311385964497,1.09689599405166e-10,-0.347043533776168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCEE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00102234656337762,0.305869387024508,NA,NA,NA,NA,0.000495749463786089,0.378877983232927,NA,NA,NA,NA,0.00164889696880538,0.356822726699731,NA,NA,NA,NA,0.00244306567915764,0.40315233656026,NA,NA,0.0109268930366943,0.405239254918085,0.0473847742386045,0.307521630939519,NA,NA,NA,NA
MCIDAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000391427881513628,0.280787619578852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCOLN2,NA,NA,NA,NA,NA,NA,0.00204236258762028,0.293378833515538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0216571869175311,0.271522529353448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0282668602386545,0.269388912704971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCOLN3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00107004055938683,-0.390154964216128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00150736920336181,-0.348474679179658,NA,NA,NA,NA,0.000445634557774917,-0.317303464395118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MECOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102012939163637,0.288035627953713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MECP2,NA,NA,1.65607241153501e-09,-0.34429116252416,NA,NA,NA,NA,NA,NA,NA,NA,0.0268130858923329,-0.268489986688886,6.3735232951083e-07,0.341234909691804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000117852860471092,0.30810264595816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0117853469096438,0.555129791831986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6806114194798e-06,0.278992934416993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00028994347120526,0.63914001224934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00109139200802137,-0.266491190101719,NA,NA,1.2318614804125e-06,0.320813913401753,0.000413846297361711,0.419902386453839,0.000399566737850362,0.556978604033988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MED23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00427030040865651,0.265615330267888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MED27,NA,NA,NA,NA,NA,NA,1.68422488402332e-05,0.291677013316947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.70762972300208e-05,0.300529042405654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000176107383060551,0.303695791600706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95792236085277e-05,-0.286341955851077,1.59042657942533e-05,-0.276769218268368,0.000962942082336427,-0.294616119824163,NA,NA,NA,NA,NA,NA,NA,NA
MEF2D,NA,NA,NA,NA,NA,NA,5.19026215268927e-06,0.377962094692948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00832263759644764,0.285603813045686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76590341311275e-05,0.353106469121392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08149362265545e-06,0.365839736841225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00653228266470791,0.304991347051299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17180010262662e-06,0.268232735046865,0.0154723293274627,0.321677847628222,0.00333803813595124,-0.296777139892801,NA,NA,NA,NA,NA,NA,NA,NA
MEGF11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00124383309997545,0.299289835573627,NA,NA,NA,NA,0.0253147657712787,0.298495605849242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MELTF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0151516213186839,-0.258671567849634,NA,NA,0.0027120508236107,-0.25386165316787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
METTL16,NA,NA,0.00313000503506285,0.416163262825362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00663133203879777,0.361899425301342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0147119764431199,0.410873033360385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000104548552571015,-0.306687655439702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
METTL22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17277262847461e-07,0.412225592887823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15787576497825e-06,0.380301882687792,NA,NA,NA,NA,1.63798170350529e-07,0.446769712673656,NA,NA,0.00813757578051085,0.377961393514738,0.00677795757331405,0.39491245843382,NA,NA,NA,NA
