,minpadj_maxPdPSI_LMI070_01x,dPSI_LMI070_01x,Algorithem.x,minpadj_maxPdPSI_LMI070_03x,dPSI_LMI070_03x,Algorithem.y,minpadj_maxPdPSI_LMI070_10x,dPSI_LMI070_10x,Algorithem.x,minpadj_maxPdPSI_RG7916_01x,dPSI_RG7916_01x,Algorithem.y,minpadj_maxPdPSI_RG7916_03x,dPSI_RG7916_03x,Algorithem.x,minpadj_maxPdPSI_RG7916_10x,dPSI_RG7916_10x,Algorithem.y
SYNE3,0.910775926,0.015237026,leafcutter,0.457350128,0.02831591,leafcutter,0.521400585,0.02778789,leafcutter,0.969055614,0.015820567,leafcutter,0.845767778,0.027789801,leafcutter,0.936239642,0.016889267,leafcutter
SYNGAP1,0.758595045,0.050177592,leafcutter,0.633058292,0.057341602,leafcutter,0.305927333,0.130626325,leafcutter,0.874437339,0.076714172,leafcutter,0.845767778,0.120486997,leafcutter,0.447969255,-0.192,rmats
SYNGR1,0.302763117,0.034,rmats,0.68219864,0.030307298,leafcutter,0.692864061,0.023547535,leafcutter,0.874437339,0.016224577,leafcutter,0.999382977,0.012931349,leafcutter,0.943704883,0.029705955,leafcutter
SYNGR2,0.937994809,-0.106,rmats,,,,0.627979281,-0.08,rmats,,,,,,,,,
SYNJ2,0.412627728,0.087142748,leafcutter,0.076458819,0.023726098,leafcutter,0.648455298,0.04336326,leafcutter,0.874437339,0.081114947,leafcutter,0.995116714,0.018131123,leafcutter,0.001721118,0.297118306,leafcutter
SYNJ2BP,0.998289642,0.014576032,majiq,0.99950276,0.011215834,majiq,0.995750033,-0.014428613,majiq,0.830702907,0.030871908,majiq,0.960608682,0.001606575,majiq,0.99393778,-0.011419683,majiq
SYNJ2BP-COX16,0.95876114,0.03137433,leafcutter,0.925647238,0.038024701,leafcutter,0.327666272,-0.06,rmats,0.798638778,0.038179714,majiq,0.97418206,0.062452151,leafcutter,0.975803305,0.035767158,leafcutter
SYNPO2,0.997265589,-0.00448903,majiq,,,,0.992688521,-0.001217592,majiq,0.999844191,-0.006592574,majiq,0.999153859,-0.004699794,majiq,0.99987033,-0.006932864,majiq
SYNRG,0.763252478,0.033825609,leafcutter,0.80887997,0.051098246,leafcutter,0.821854631,0.076433498,leafcutter,0.874437339,0.112154423,leafcutter,0.845767778,0.125250059,leafcutter,0.801539309,0.073464356,leafcutter
SYPL1,0.863655185,0.020076778,leafcutter,1,1.88E-06,majiq,0.906599802,0.00912332,leafcutter,0.917088394,0.00887372,leafcutter,0.999999917,1.60E-05,majiq,0.965792942,0.008459265,leafcutter
SYPL2,0.999998726,0.002674281,leafcutter,0.873067577,0.075700708,leafcutter,0.940959539,0.045553968,leafcutter,0.874437339,0.07714329,leafcutter,0.999382977,0.021163341,leafcutter,0.975803305,0.027377704,leafcutter
SYS1,0.841513878,0.034825674,leafcutter,0.995333134,0.009188007,leafcutter,0.971043959,0.022906792,leafcutter,0.985422405,0.055475422,leafcutter,0.999382977,0.007647501,leafcutter,0.996868442,-0.000632717,majiq
SYS1-DBNDD2,0.999490712,-0.023504137,majiq,0.94650543,0.147,rmats,0.998767685,-0.013894546,majiq,0.999997354,0.00397938,majiq,0.999549156,-0.028876002,majiq,0.684296037,0.048941336,leafcutter
SYT11,0.895494411,0.029384845,leafcutter,0.957413703,0.009117944,leafcutter,0.933659397,0.014571828,leafcutter,0.999748692,0.018310023,majiq,0.995737098,0.013141451,leafcutter,0.957930867,0.020044058,leafcutter
SYT14,0.595462698,0.082,rmats,0.822168479,0.387,rmats,,,,,,,,,,,,
SYTL2,0.399939016,0.134,rmats,0.000125256,0.281,rmats,0.00055047,0.481,rmats,0.402785055,0.042,rmats,0.859809224,0.04,rmats,0.917754295,0.026228573,leafcutter
SYTL4,0.631244725,-0.158,rmats,0.505362888,0.421,rmats,0.95618963,-0.077,rmats,0.34219379,-0.246,rmats,,,,,,
SYVN1,0.553669829,-0.02,rmats,0.275854166,-0.057,rmats,0.597126833,0.016031572,leafcutter,0.915100715,0.087500694,leafcutter,0.900662827,0.089509858,leafcutter,0.305238624,-0.08,rmats
SZRD1,0.854423675,0.044552349,leafcutter,0.950314718,0.026560492,leafcutter,0.937023149,0.020280026,leafcutter,0.999703053,-0.003280959,majiq,0.845767778,0.040764724,leafcutter,0.492855063,0.061500977,leafcutter
SZT2,0.655266086,-0.032,rmats,0.121675244,-0.043,rmats,0.199454821,-0.037,rmats,0.997666578,-0.010037001,majiq,0.987634196,0.091275928,leafcutter,0.982384096,0.069009539,leafcutter
TAB1,0.164953497,0.044363463,leafcutter,0.806554984,0.01627737,leafcutter,0.872628758,0.017028943,leafcutter,0.999864396,-0.000884019,majiq,0.95790648,0.016021833,leafcutter,0.871023312,0.020081776,leafcutter
TAB2,0.959039965,0.07043724,leafcutter,0.480444488,0.182127491,leafcutter,0.816774066,0.016579175,leafcutter,0.918713971,0.035275882,leafcutter,0.995116714,0.056141393,leafcutter,0.929446143,0.11892446,leafcutter
TAB3,0.717430512,0.025,rmats,0.642365301,0.123,rmats,0.897200805,0.06273236,leafcutter,0.91172919,0.07076799,leafcutter,0.937536341,0.061627814,leafcutter,0.486631918,0.084,rmats
TACC1,0.763252478,0.047327538,leafcutter,0.720460016,0.044287979,leafcutter,0.889902965,0.053911408,leafcutter,0.874437339,0.141923029,leafcutter,0.845767778,0.122673628,leafcutter,0.653694632,0.059686206,leafcutter
TACC2,0.998506306,0.100412312,leafcutter,0.007439276,0.259,rmats,0.999843575,0.004394529,majiq,0.776513714,-0.157,rmats,0.999936465,0.004441158,majiq,0.023626223,0.247,rmats
TACC3,0.999891561,-0.000146244,majiq,0.999945288,0.00055832,majiq,0.999301929,-0.019426561,majiq,0.99887216,-0.004688658,majiq,0.999388958,-0.004757763,majiq,0.998107868,-0.00402109,majiq
TACO1,0.982075007,0.012764309,leafcutter,0.737889825,-0.011,rmats,0.117741243,-0.015,rmats,0.990895017,0.017893938,leafcutter,0.999382977,0.000160288,leafcutter,0.965821938,0.010956213,leafcutter
TADA2A,0.131353356,0.083999799,leafcutter,0.755464948,0.092747808,leafcutter,0.314101952,0.092,rmats,0.248272563,0.107,rmats,0.19272755,0.107,rmats,0.200492459,0.107,rmats
TADA2B,0.999816963,-0.011209296,majiq,0.999996707,-0.010480032,majiq,,,,0.999686976,-0.010436725,majiq,0.999584582,-0.010249435,majiq,,,
TADA3,0.908105239,0.004646894,leafcutter,0.7884517,0.008216241,leafcutter,1,1.75E-06,majiq,0.933683935,0.007563287,leafcutter,1,-1.21E-06,majiq,0.999999997,4.13E-06,majiq
TAF1,0.867632389,0.115704225,leafcutter,0.627499057,-0.079,rmats,0.839948186,0.040091237,leafcutter,0.874437339,0.080861271,leafcutter,0.889427261,0.049163899,leafcutter,0.957930867,0.029521306,leafcutter
TAF10,0.763252478,0.011782219,leafcutter,0.97176625,0.001770864,leafcutter,0.882372083,0.005188028,leafcutter,0.874437339,0.01012689,leafcutter,0.925456627,0.008481327,leafcutter,0.982828348,0.002285914,leafcutter
TAF11,0.749318225,0.111,rmats,0.999999988,-0.000300009,majiq,0.999995952,0.000257362,majiq,0.999861806,-0.000209947,majiq,0.999993864,-0.000247095,majiq,0.999998589,0.000259631,majiq
TAF12,0.763252478,0.009398486,leafcutter,1,-0.001991202,majiq,0.928649389,0.004288202,leafcutter,0.949244411,0.013029545,leafcutter,0.999382977,0.000960498,leafcutter,0.982384096,0.002990563,leafcutter
TAF13,0.775058667,0.022122961,leafcutter,1,9.45E-07,majiq,0.999985071,0.000133285,majiq,0.874437339,0.010540982,leafcutter,0.999999608,2.17E-05,majiq,0.999999096,-2.52E-05,majiq
TAF15,0.43653999,-0.018,rmats,0.024530172,-0.033,rmats,0.532434289,0.032,rmats,0.874437339,0.057443995,leafcutter,0.999382977,0.00317903,leafcutter,0.962167788,0.005911703,leafcutter
TAF1A,0.439179574,-0.128,rmats,0.140860966,-0.193,rmats,0.999835858,0.00033824,majiq,0.999423633,0.135480289,leafcutter,0.999981578,0.000414065,majiq,,,
TAF1B,0.76397769,0.060916416,leafcutter,0.925895175,0.020028641,leafcutter,0.905246425,0.070445704,leafcutter,0.9018469,0.030145305,leafcutter,0.845767778,0.083021387,leafcutter,0.957930867,0.076247207,leafcutter
TAF1C,0.217478394,0.045,rmats,0.137510415,-0.095,rmats,0.369888851,0.240826111,leafcutter,0.874437339,0.071192856,leafcutter,0.569650135,-0.138,rmats,0.333427913,0.11,rmats
TAF1D,0.708025563,-0.142,rmats,0.561414758,-0.061,rmats,0.348280555,-0.067,rmats,0.892865872,-0.053,rmats,0.977415218,0.009125189,leafcutter,0.566665359,-0.064,rmats
TAF2,0,0.52,rmats,0,0.733,rmats,0,0.791,rmats,0.917088394,0.076891233,leafcutter,0.18293937,0.076504012,leafcutter,0.002545141,0.188,rmats
TAF5L,0.763252478,0.068601594,leafcutter,0.05911783,0.123925955,leafcutter,0.000333593,0.090074467,leafcutter,0.998209495,0.000585707,majiq,0.845767778,0.043187011,leafcutter,0.968646852,0.003077805,majiq
TAF6,0.763252478,0.050071067,leafcutter,0.733648197,-0.017,rmats,0.610838374,0.063,rmats,0.874437339,0.05598597,leafcutter,0.169373126,-0.118,rmats,0.605535646,-0.02,rmats
TAF6L,0.995166445,-0.030187912,majiq,0.999961105,-0.023756756,majiq,0.994189878,-0.031520881,majiq,0.941779228,0.100094394,leafcutter,0.995126767,-0.030983787,majiq,0.900303985,0.015965317,majiq
TAF7,1,-6.52E-06,majiq,1,2.61E-06,majiq,0.999999999,1.36E-05,majiq,0.999999998,1.70E-05,majiq,1,4.99E-06,majiq,0.999999992,3.84E-05,majiq
TAF8,0.763252478,0.028523764,leafcutter,0.918671334,0.014608262,leafcutter,0.896404529,0.014159894,leafcutter,0.874437339,0.028524436,leafcutter,0.474872711,0.037,rmats,0.78193357,0.077566155,leafcutter
TAF9,0.652651013,0.063667586,leafcutter,0.359655512,0.071345246,leafcutter,0.705788697,0.038912281,leafcutter,0.874437339,0.033585843,leafcutter,0.999382977,0.008474581,leafcutter,0.909686699,0.038090723,leafcutter
TAF9B,0.999980994,-0.001372439,majiq,0.999999999,-0.000707572,majiq,0.999957923,0.000120016,majiq,0.999949736,-0.004632186,majiq,0.999976899,-0.003190265,majiq,0.999871088,-0.01063457,majiq
TAGLN,0.817565129,0.001960127,leafcutter,1,7.77E-16,majiq,1,7.77E-16,majiq,1,7.77E-16,majiq,1,7.77E-16,majiq,1,7.77E-16,majiq
TAGLN2,0.991591788,0.001225872,leafcutter,1,7.75E-16,majiq,1,-2.23E-07,majiq,1,-1.48E-06,majiq,1,7.77E-16,majiq,1,0.000227081,majiq
TALDO1,0.981957521,0.004987039,leafcutter,0.979352277,0.001670265,leafcutter,0.948469266,0.003196911,leafcutter,0.917088394,0.01035298,leafcutter,0.877232813,0.010961817,leafcutter,0.994117119,0.00131469,leafcutter
TAMM41,0.998651377,-0.024860628,majiq,0.999696627,-0.037155629,majiq,,,,0.996123613,0.042725769,majiq,0.99666285,-0.011390104,majiq,0.814014293,0.28,rmats
TANC1,0.925290462,0.037398109,leafcutter,0.790260175,0.048127359,leafcutter,0.52834048,0.192835653,leafcutter,0.993968172,-0.00610218,majiq,0.845767778,0.233662923,leafcutter,0.706880836,0.128949593,leafcutter
TANC2,0.763252478,0.176625324,leafcutter,0.699361735,0.132,rmats,0.999073724,-0.028625673,majiq,0.918713971,0.116590085,leafcutter,0.995116714,0.026341692,leafcutter,0.762571788,0.068,rmats
TANGO2,0.737901625,0.074,rmats,0.33698146,0.107,rmats,0.326756248,-0.157,rmats,0.996690737,-0.02388677,majiq,0.869879773,0.083987889,leafcutter,0.542805311,0.09,rmats
TANGO6,0.99998171,-0.000138934,majiq,0.99999931,-0.000133079,majiq,0.999906236,-0.000432215,majiq,0.99992844,-0.000439519,majiq,0.999967182,-0.000454008,majiq,0.999973153,-0.000135241,majiq
TANK,0.927509764,0.051640919,leafcutter,0.706368741,0.035957132,leafcutter,0.848215799,0.017726879,leafcutter,0.874437339,0.051665652,leafcutter,0.956889192,0.012751888,leafcutter,0.000114053,0.119800036,leafcutter
TAOK1,0.877462333,0.016345376,leafcutter,0.999999652,0.002770566,majiq,0.998885944,-0.032346077,majiq,0.999993774,-0.003908383,majiq,0.858739238,0.028921943,leafcutter,0.999954453,-0.00302628,majiq
TAOK2,0.781771516,0.0789078,leafcutter,0.948721714,0.025679176,leafcutter,0.741193038,0.019628642,leafcutter,0.874437339,0.096423756,leafcutter,0.919127275,0.056933501,leafcutter,0.917754295,0.04497504,leafcutter
TAOK3,0.714346499,0.075469891,leafcutter,0.776603363,0.035859756,leafcutter,0.753922456,0.062418765,leafcutter,0.874437339,0.15204753,leafcutter,0.851098643,0.040879235,leafcutter,0.78193357,0.059145049,leafcutter
TAP1,0.999999976,-3.93E-06,majiq,0.528232277,0.008,rmats,0.53239427,0.008,rmats,0.999999049,4.38E-05,majiq,0.999999812,2.69E-05,majiq,0.9999997,-2.39E-05,majiq
TAP2,0.999999907,-0.000418004,majiq,1,-4.93E-06,majiq,0.999999959,3.60E-07,majiq,0.999995561,-2.63E-05,majiq,0.999981272,3.55E-05,majiq,0.99999922,2.65E-08,majiq
TAPBP,0.749318225,-0.046,rmats,0.743102025,-0.038,rmats,0.99885061,-0.031451955,majiq,0.952847903,0.037793787,leafcutter,0.999849245,-0.008051079,majiq,0.99382982,-0.00088454,majiq
TAPBPL,0.820871149,0.027,rmats,0.88735012,0.013086821,leafcutter,0.997162163,0.001267854,leafcutter,0.874437339,0.042615062,leafcutter,0.957691376,0.027,rmats,0.957930867,0.030211925,leafcutter
TAPT1,0.767696116,0.064242496,leafcutter,0.408604047,0.12930082,leafcutter,0.999815869,0.013895382,majiq,,,,0.969076271,0.110891677,leafcutter,0.957930867,0.088151891,leafcutter
TARBP1,0.424351836,0.154,rmats,0.011259794,0.129149385,leafcutter,2.17E-08,0.576,rmats,0.957808706,0.084847274,leafcutter,0.005946559,0.189,rmats,0.002554139,0.46,rmats
TARBP2,0.337720904,0.084,rmats,0.869535076,0.027392301,leafcutter,0.289529281,0.08,rmats,0.003788458,0.267,rmats,0.877232813,0.050134141,leafcutter,0.926109184,0.065966726,leafcutter
TARDBP,0.811818604,0.003463992,leafcutter,0.916189523,0.014,rmats,0.133306599,-0.149,rmats,0.016385714,-0.262,rmats,0.296833108,0.283,rmats,0.099012958,-0.205,rmats
TARS,0.97920393,0.028450189,leafcutter,1,1.41E-08,majiq,0.999999999,5.06E-07,majiq,0.999999996,8.70E-07,majiq,1,-4.76E-07,majiq,1,5.77E-08,majiq
TARS2,0.874590825,0.040175238,leafcutter,0.906728024,0.078062176,leafcutter,0.321896284,0.160823281,leafcutter,0.939185537,0.099826913,leafcutter,0.877232813,0.099944322,leafcutter,0.942303836,0.043538422,leafcutter
TARSL2,0.698908539,0.129446228,leafcutter,0.826863254,0.033677595,leafcutter,0.810345992,0.087290739,leafcutter,0.923706169,0.052242511,leafcutter,0.896333172,0.112668159,leafcutter,0.678444717,0.141848052,leafcutter
TASP1,0.484563609,-0.111,rmats,,,,,,,,,,,,,,,
TATDN1,0.154670807,-0.332,rmats,0.69448823,-0.074,rmats,0.041336579,-0.368,rmats,0.999564526,-0.016912239,majiq,0.238898018,-0.284,rmats,0.792001296,0.045,rmats
TATDN2,0.627547769,0.126870066,leafcutter,0.017362883,0.186739924,leafcutter,0.740288282,-0.062,rmats,0.874437339,0.083614102,leafcutter,0.801782128,0.108018118,leafcutter,0.75083465,0.09755589,leafcutter
TATDN3,0.241243689,0.298,rmats,0.852695532,0.028800817,leafcutter,0.634763739,-0.023,rmats,0.940796579,0.090045513,leafcutter,0.8077185,-0.149,rmats,0.989030918,0.058012434,leafcutter
TAX1BP1,0.756246409,0.008045562,leafcutter,0.098451021,0.037,rmats,0.160410087,0.053033832,leafcutter,0.878874344,0.034909021,leafcutter,0.937691494,0.034236763,leafcutter,0.957930867,0.013064388,leafcutter
TAX1BP3,0.999998726,0.001507386,leafcutter,1,5.31E-05,majiq,1,4.94E-07,majiq,0.94041292,0.016081889,leafcutter,1,8.65E-07,majiq,1,-0.000595628,majiq
TAZ,0.70814545,0.203,rmats,0.157308114,-0.272,rmats,0.253442873,0.196,rmats,0.063127381,0.176,rmats,0.858860947,-0.132,rmats,0.018743295,0.186,rmats
TBC1D1,0.79676335,0.100009189,leafcutter,8.06E-06,-0.667,rmats,0.069964191,0.064,rmats,0.032715746,-0.42,rmats,0.168793185,-0.413,rmats,0.607180728,0.151989649,leafcutter
TBC1D10A,0.97920393,0.060381379,leafcutter,0.437377269,0.047,rmats,0.672401487,0.094553852,leafcutter,0.999411718,-0.009019851,majiq,0.999905467,-0.010160561,majiq,0.698805351,0.127440984,leafcutter
TBC1D10B,0.859134166,0.010565955,leafcutter,0.989594872,0.004694293,leafcutter,0.28646106,0.094369784,leafcutter,0.91172919,0.065775355,leafcutter,0.999382977,0.028699708,leafcutter,0.513127864,0.101768116,leafcutter
TBC1D12,0.817565129,0.097286153,leafcutter,0.090827094,0.225099627,leafcutter,0.90337197,0.087743525,leafcutter,0.956833284,0.046062169,leafcutter,0.845767778,0.198219133,leafcutter,0.957930867,0.080042937,leafcutter
TBC1D13,0.85214815,0.028598138,leafcutter,0.753092059,0.027206582,leafcutter,0.971043959,0.004133628,leafcutter,0.997687458,-0.002889821,majiq,0.973310874,0.015841482,leafcutter,0.830493456,0.023855789,leafcutter
TBC1D14,0.754524426,0.065,rmats,0.788974311,0.075165089,leafcutter,0.605984889,0.019336017,leafcutter,0.579887894,0.104,rmats,0.765741515,0.112,rmats,0.917387394,0.074261959,leafcutter
TBC1D15,0.043548331,0.268,rmats,0.119060902,0.201,rmats,0.505251501,0.088280255,leafcutter,0.056626364,0.231,rmats,0.057918881,0.497,rmats,0.719857233,0.079191898,leafcutter
TBC1D16,0.035961326,-0.087,rmats,0.972042097,0.040354777,leafcutter,0.843957368,0.116235358,leafcutter,0.12616243,-0.063,rmats,0.999382977,0.017372684,leafcutter,0.995783075,0.024780067,leafcutter
TBC1D17,0.75838606,0.021429567,leafcutter,0.881259076,0.009015521,leafcutter,0.831914712,0.011636967,leafcutter,0.983234169,0.027641735,leafcutter,0.922693902,0.015282386,leafcutter,0.8398979,0.052077727,leafcutter
TBC1D19,0.935747076,0.027649143,leafcutter,0.678185134,0.035864604,leafcutter,0.905368308,0.040945597,leafcutter,0.874437339,0.110304742,leafcutter,0.937691494,0.060795134,leafcutter,0.994117119,0.014182138,leafcutter
TBC1D2,1.91E-05,0.221,rmats,0.949685816,0.006491436,leafcutter,0.812912352,0.01528722,leafcutter,0.874437339,0.024507361,leafcutter,0.845767778,0.024507483,leafcutter,0.634856851,0.024507728,leafcutter
TBC1D20,0.998262622,0.003917968,leafcutter,0.807205459,0.011180172,leafcutter,0.792587227,0.014579191,leafcutter,0.814846212,0.019,rmats,0.97418206,0.011892588,leafcutter,0.966565088,0.006175893,leafcutter
TBC1D22A,0.892202307,0.018964246,leafcutter,0.909622142,0.009405232,leafcutter,0.98084871,0.007387463,leafcutter,0.917088394,0.017457525,leafcutter,0.987919093,0.02679782,leafcutter,0.975803305,0.011544835,leafcutter
TBC1D22B,0.091425684,-0.121,rmats,0.881649374,0.069085127,leafcutter,0.949038853,0.058328797,leafcutter,0.998953002,0.021239452,majiq,0.995116714,0.065188624,leafcutter,0.982828348,0.056573867,leafcutter
TBC1D23,0.117417567,-0.043,rmats,0.003702074,-0.062,rmats,0.016610918,-0.049,rmats,0.362838598,-0.039,rmats,0.845767778,0.020307302,leafcutter,0.146608383,0.039451926,leafcutter
TBC1D24,0.857247119,0.017433036,leafcutter,0.972723063,0.017496479,leafcutter,0.970342736,0.046928413,leafcutter,0.898555659,0.011603198,leafcutter,0.869591124,0.148,rmats,0.926109184,0.082660825,leafcutter
TBC1D25,0.84269729,-0.019,rmats,0.812452293,-0.019,rmats,0.417460765,0.106,rmats,0.652121102,-0.023,rmats,0.987919093,0.043185444,leafcutter,0.644526049,-0.03,rmats
TBC1D2B,0.79914181,0.008222599,leafcutter,0.749942246,0.022808811,leafcutter,0.677334873,0.02535916,leafcutter,0.99396776,0.034167832,leafcutter,0.973310874,0.013730704,leafcutter,0.993634524,0.00238634,leafcutter
TBC1D3,0.999983928,-8.43E-05,majiq,0.002737276,0.233872361,leafcutter,0.032177088,0.237629184,leafcutter,0.999973347,-7.94E-05,majiq,0.52081029,0.032,rmats,0.999894536,-0.011711792,majiq
TBC1D31,,,,,,,,,,,,,,,,0.226673164,-0.124,rmats
TBC1D3B,,,,0.999999745,-0.002753704,majiq,0.999734901,-0.02117678,majiq,0.99998712,-0.002475999,majiq,0.999585138,-0.018436418,majiq,,,
TBC1D4,0.99998912,-0.002113922,majiq,0.999998227,-0.002037963,majiq,0.999976793,-0.002110989,majiq,0.999225562,0.00178977,majiq,0.980989422,0.025065465,leafcutter,0.928250233,0.068216546,leafcutter
TBC1D5,0.016800612,0.497,rmats,0.0239508,0.096369712,leafcutter,0.040464835,0.051146737,leafcutter,0.028713786,0.205,rmats,0.316642692,-0.338,rmats,0.013583817,0.215,rmats
TBC1D7,0.754187823,0.033,rmats,0.44679783,-0.321,rmats,0.099346153,-0.47,rmats,0.076325071,-0.293,rmats,0.937691494,0.062700277,leafcutter,0.951763494,-0.213,rmats
TBC1D8,0.992940627,0.009664879,leafcutter,0.769396175,0.104,rmats,0.930612439,0.009681353,leafcutter,0.91427992,0.033957298,leafcutter,0.995116714,0.016129886,leafcutter,0.7938006,-0.058,rmats
TBC1D8B,0.763252478,0.058277493,leafcutter,0.862246744,0.039215116,leafcutter,0.261942912,-0.087,rmats,0.999735444,-0.021437149,majiq,0.999993925,-0.001125933,majiq,0.863196674,-0.076,rmats
TBC1D9,0.999999613,-3.16E-05,majiq,0.999998995,-0.017642502,majiq,0.99999957,0.000441588,majiq,0.99999425,-2.58E-05,majiq,0.99999972,0.000372469,majiq,0.999998398,-2.95E-05,majiq
TBC1D9B,0.850024062,0.039143218,leafcutter,0.80927086,0.009073387,leafcutter,0.954262369,0.00623574,leafcutter,0.874437339,0.054082958,leafcutter,0.995116714,0.014773755,leafcutter,0.945230831,0.007363497,leafcutter
TBCA,4.36E-08,0.080715805,leafcutter,3.21E-08,0.168504934,leafcutter,6.55E-05,0.182052131,leafcutter,0.917088394,0.026938754,leafcutter,1,8.02E-08,majiq,1,2.11E-06,majiq
TBCB,0.993057594,0.008379559,leafcutter,0.928148536,0.006099436,leafcutter,0.981747176,0.001339582,leafcutter,0.917088394,0.012542609,leafcutter,0.999382977,0.005235469,leafcutter,0.975803305,0.009638874,leafcutter
TBCCD1,0.763252478,0.072091569,leafcutter,0.866885628,0.117049698,leafcutter,0.683020502,0.074947795,leafcutter,0.999436821,-0.029861501,majiq,0.986728745,0.109487135,leafcutter,0.835364815,0.03179948,leafcutter
TBCD,0.763252478,0.021564283,leafcutter,0.253580586,0.016,rmats,0.114921803,0.018,rmats,0.874437339,0.043129508,leafcutter,0.140011019,0.071,rmats,0.490895056,0.014,rmats
TBCE,0.507427445,0.014,rmats,0.142575694,-0.13,rmats,0.291632816,0.016,rmats,0.105941327,0.026,rmats,0.176867445,-0.081,rmats,0.696998078,0.033,rmats
TBCEL,0.483744151,-0.056,rmats,0.009314793,-0.171,rmats,0.119401741,-0.101,rmats,0.984870779,0.026386029,leafcutter,0.172884795,-0.12,rmats,0.8155617,0.110602148,leafcutter
TBCK,0.297140443,0.025377079,leafcutter,0.296843299,0.036,rmats,0.223854252,0.039,rmats,0.431114932,0.053,rmats,0.594593503,0.036,rmats,0.089968939,0.043627673,leafcutter
TBK1,0.888634617,0.013254261,leafcutter,0.909622142,0.01474429,leafcutter,0.821729981,0.021910029,leafcutter,0.874437339,0.013486673,leafcutter,0.999382977,0.007268844,leafcutter,0.999658745,4.73E-05,majiq
TBKBP1,0.87843933,0.030990257,leafcutter,0.856285906,0.030596378,leafcutter,0.827989921,0.025186025,leafcutter,0.996862567,0.018075019,leafcutter,0.987919093,0.018437631,leafcutter,0.906710797,0.031589535,leafcutter
TBL1X,0.763252478,0.103141631,leafcutter,0.684524866,-0.142,rmats,0.970890022,0.03488088,leafcutter,0.949244411,0.063151911,leafcutter,0.938347044,0.067061141,leafcutter,0.359840424,0.149223221,leafcutter
TBL1XR1,0.962692864,0.027151757,leafcutter,0.588341431,-0.106,rmats,0.97455498,0.042033758,leafcutter,0.936803359,0.050909836,leafcutter,0.262145467,-0.061,rmats,0.957930867,0.026620325,leafcutter
TBL2,0.824764844,0.022442821,leafcutter,0.769027245,0.024065544,leafcutter,0.630003198,-0.035,rmats,0.957463848,0.032406593,leafcutter,0.978010951,0.013762576,leafcutter,0.776150083,-0.021,rmats
TBL3,0.784077615,0.030954111,leafcutter,0.989594872,0.008763826,leafcutter,0.510567523,0.023468248,leafcutter,0.976919812,0.013128957,leafcutter,0.966728867,0.016516284,leafcutter,0.938984423,0.013789902,leafcutter
TBP,0.763252478,0.028116529,leafcutter,0.999999898,0.005373388,majiq,0.947244476,0.01139091,leafcutter,0.99991101,-0.004027231,majiq,0.999649682,-0.004967016,majiq,0.999857169,0.004937567,majiq
TBPL1,0.961248172,0.098129708,leafcutter,0.63209483,-0.122,rmats,0.848665808,0.05898565,leafcutter,0.996674243,-0.031361232,majiq,0.995116714,0.056839542,leafcutter,0.957930867,0.128348458,leafcutter
TBRG1,0.930707344,0.025977617,leafcutter,0.882829795,0.08099505,leafcutter,0.610575967,0.030475809,leafcutter,0.959751557,0.020295433,leafcutter,0.990397709,0.023851035,leafcutter,0.516373555,0.051968354,leafcutter
TBRG4,0.631782517,0.055456078,leafcutter,0.71830814,0.040487516,leafcutter,0.509345381,0.04016288,leafcutter,0.874437339,0.013994383,leafcutter,0.329565588,0.064,rmats,0.943704883,0.022908471,leafcutter
TBX1,0.999954392,-0.001926953,majiq,0.999922269,0.001437033,majiq,,,,,,,0.993921733,-0.000368954,majiq,0.994652764,0.000513798,majiq
TBX15,0.942761357,0.023516372,leafcutter,0.603758303,0.059004193,leafcutter,0.725803031,0.035679995,leafcutter,0.999944261,-0.02319579,majiq,0.887726829,0.04101454,leafcutter,0.915528883,0.028539001,leafcutter
TBX18,0.714346499,0.028840033,leafcutter,0.759124036,0.014538749,leafcutter,0.959808198,0.003632161,leafcutter,0.988909437,0.006808807,leafcutter,0.854348788,0.020513687,leafcutter,0.92283193,0.01954739,leafcutter
TBX3,0.861214429,0.060424992,leafcutter,0.063825106,-0.091,rmats,0.765781253,0.066691033,leafcutter,0.904822349,0.076081202,leafcutter,0.90335308,0.060942605,leafcutter,0.955213417,0.020802127,leafcutter
TBX5,0.96710339,0.048981458,leafcutter,0.798881515,0.031541494,leafcutter,0.999644891,0.01029836,majiq,0.999550428,0.015539654,majiq,0.999465673,-0.009536949,majiq,0.906710797,0.028109885,leafcutter
TBXAS1,,,,0.449773236,0.25,rmats,,,,,,,0.894008618,0.245,rmats,,,
TCAF1,0.598480344,0.074520788,leafcutter,0.461315089,0.065010604,leafcutter,0.569751986,0.051828495,leafcutter,0.904822349,0.051793616,leafcutter,0.845767778,0.058624464,leafcutter,0.927980224,0.035287218,leafcutter
TCAIM,0.91004784,0.064465452,leafcutter,0.987961987,0.006083225,leafcutter,0.849212945,0.051270123,leafcutter,0.999936954,0.004597868,majiq,0.946707686,0.062397762,leafcutter,0.999927682,0.004598058,majiq
TCEA1,0.817565129,0.035160283,leafcutter,0.693812221,0.012,rmats,0.897436858,0.038489606,leafcutter,0.917088394,0.016129405,leafcutter,0.951786255,0.050745342,leafcutter,0.97121077,0.029532501,leafcutter
