,1st_exp_iPSC.0573.10x,1st_exp_iPSC.0573.3x,1st_exp_iPSC.0692.10x,1st_exp_iPSC.0692.3x,1st_exp_iPSC.0884.10x,1st_exp_iPSC.0884.3x,1st_exp_iPSC.5497.10x,1st_exp_iPSC.5497.3x,1st_exp_iPSC.5644.10x,1st_exp_iPSC.5644.3x,1st_exp_iPSC.6152.10x,1st_exp_iPSC.6152.3x,1st_exp_iPSC.6770.10x,1st_exp_iPSC.6770.3x,1st_exp_iPSC.9634.10x,1st_exp_iPSC.9634.3x,1st_exp_iPSC.9811.10x,1st_exp_iPSC.9811.3x,1st_exp_NGN2.0573.10x,1st_exp_NGN2.0573.3x,1st_exp_NGN2.0692.10x,1st_exp_NGN2.0692.3x,1st_exp_NGN2.0884.10x,1st_exp_NGN2.0884.3x,1st_exp_NGN2.5497.10x,1st_exp_NGN2.5497.3x,1st_exp_NGN2.5644.10x,1st_exp_NGN2.5644.3x,1st_exp_NGN2.6152.10x,1st_exp_NGN2.6152.3x,1st_exp_NGN2.6770.10x,1st_exp_NGN2.6770.3x,1st_exp_NGN2.9634.10x,1st_exp_NGN2.9634.3x,1st_exp_NGN2.9811.10x,1st_exp_NGN2.9811.3x,2nd_exp_iPSC.4088.10x,2nd_exp_iPSC.4088.3x,2nd_exp_iPSC.4090.10x,2nd_exp_iPSC.4090.3x,2nd_exp_iPSC.4714.10x,2nd_exp_iPSC.4714.3x,2nd_exp_iPSC.4741.10x,2nd_exp_iPSC.4741.3x,2nd_exp_iPSC.4748.10x,2nd_exp_iPSC.4748.3x,2nd_exp_iPSC.5420.10x,2nd_exp_iPSC.5420.3x,2nd_exp_iPSC.6152.10x,2nd_exp_iPSC.6152.3x,2nd_exp_iPSC.6527.10x,2nd_exp_iPSC.6527.3x,2nd_exp_iPSC.6866.10x,2nd_exp_iPSC.6866.3x,2nd_exp_iPSC.6960.10x,2nd_exp_iPSC.6960.3x,2nd_exp_iPSC.9701.10x,2nd_exp_iPSC.9701.3x,2nd_exp_NGN2.4088.10x,2nd_exp_NGN2.4088.3x,2nd_exp_NGN2.4090.10x,2nd_exp_NGN2.4090.3x,2nd_exp_NGN2.4714.10x,2nd_exp_NGN2.4714.3x,2nd_exp_NGN2.4741.10x,2nd_exp_NGN2.4741.3x,2nd_exp_NGN2.4748.10x,2nd_exp_NGN2.4748.3x,2nd_exp_NGN2.5420.10x,2nd_exp_NGN2.5420.3x,2nd_exp_NGN2.6152.10x,2nd_exp_NGN2.6152.3x,2nd_exp_NGN2.6527.10x,2nd_exp_NGN2.6527.3x,2nd_exp_NGN2.6866.10x,2nd_exp_NGN2.6866.3x,2nd_exp_NGN2.6960.10x,2nd_exp_NGN2.6960.3x,2nd_exp_NGN2.9701.10x,2nd_exp_NGN2.9701.3x
ZNF777,0,0,0,0,0.673488009848721,0,0,0,0,0,0,0,0,0,0.495592043677378,0.417882609042391,0,0.381095125948999,0,0,0,0,0.41989411872528,0,0,0,0,0,0,0,0,0.25307237208199,0.4823902390127,0.394896169041394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEPTIN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0,0,0,0.603706804431828,0,0.611786441634935,0,0.940603686261444,0.568699999503051,0,0,0,0,0,0,0,0,0.478456328359353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC1,0,0,0,0,0.89048944704428,0,0,0,0,0,0,0,0,0,0.990664472606533,0.88137532325835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729375517919195,0,0,0,0,0,0,0,0,0,0,0,0,0
STRADB,0.307193368178401,0,0.278777968630164,0,0.467,0.288576295471615,0,0,0,0,0,0,0,0,0.278356551511451,0,0,0,0.338283764043817,0,0.294836626329032,0,0.631,0.294235970658844,0,0,0,0,0,0,0,0,0.298192302726772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF548,0,0,0,0,0.42936861660615,0,0,0,0,0,0,0,0,0,0.514484797131847,0,0,0,0,0,0.28823052453233,0,0.266040784032294,0,0,0,0.279732983055739,0,0,0,0.403207849031319,0,0.563,0.425543458059546,0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBCA,0,0,0,0,0.73783996497388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58822823619586,0.357096512765612,0.250251659173462,0,0.298767618989586,0.251420541664813,0,0,0.438440595975874,0,0,0,0,0,0.543118738366609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP004608.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509,0.453,0,0.386,0,0,0,0.509,0,0,0,0,0.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387,0,0,0.322,0,0,0,0,0,0,0,0.386,0,0,0,0,0,0,0
AL390879.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726478823213977,0.674172141531611,0,0.65663415969835,0,0.726336986880009,0,0,0,0,0,0,0,0,0,0,0,0.668400944907818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY5,0.392,0.346,0.458,0.322,0,0.394,0,0,0.322,0,0,0,0,0,0.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCLAF3,0,0,0.323803820265314,0,0.395,0,0,0,0,0,0,0,0,0,0.462071676751596,0.287197467905556,0.339292068904834,0,0.262726953751852,0,0.32604864725356,0,0.469206865329836,0,0,0,0,0,0,0,0,0,0,0,0.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250575091494483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC38A1,0,0,0,0,0.479025931806004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719247892897124,0.325443550174204,0.934443163488774,0.595395140623614,0,0,0.393660998016769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF253,0,0,0,0,0.59484226142571,0,0,0,0,0,0,0,0,0,0.394773776039578,0,0,0,0.574784579750616,0,0.511843575520829,0,0.49,0.463727499191052,0,0,0,0,0,0,0,0,0.414623393245912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTPBP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0.314,0.329,0,0.358,0.332,0,0,0.337,0,0,0,0.318,0,0.354,0.362,0.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO3,0.260102657210088,0,0.29734194687384,0,0.342485302476506,0.270293143524698,0,0,0.290818820302658,0,0,0,0,0,0.358200554132031,0.351333413022708,0.332177736112726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311887620560021,0,0.307471380444501,0,0.30784852627929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPS5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451886743197462,0,0,0,0.516033405952021,0,0.651336676745122,0.411880923601872,0.519757519280632,0,0,0,0.432776957465789,0,0,0,0,0,0.421994263933893,0,0,0
USP25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678080361327996,0.291464436865888,0,0,0,0,0.427830534934992,0,0.341,0,0,0,0,0,0,0,0,0,0.766428792397472,0.507996465570764,0.392502566657608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMPDH1,0,0,0,0,0.37546524554625,0,0,0,0,0,0,0,0,0,0.357948838805607,0,0,0,0.33,0.296800831298678,0.419,0,0.62,0.367,0,0,0,0,0,0,0.280188760735969,0,0.355893522649005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR6A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386022772470087,0,0.296244542628562,0,0,0,0.348761417569661,0.254463836421754,0,0,0.420660612226617,0.30257808658304,0.458251231527012,0.459635240851813,0.47073740263881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRYL,0,0,0.311,0.351,0,0,0,0,0.40756963599161,0,0,0,0.789,0.451330720401712,0.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37333453943315,0.375641523624569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUBP3,0,0,0,0,0.517,0,0,0,0,0,0,0,0,0,0.657,0.346,0,0,0.260610134684809,0,0.256140367002078,0,0.34953287572364,0,0,0,0,0,0,0,0,0,0.411,0.308,0.287970619879187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM149B1,0,0.443453799209963,0,0.382,0,0,0,0,0.629502932712108,0,0,0,0.312,0,0.452,0.44,0.309,0.421797488038384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBWD4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33278272623129,0,0.595332582881783,0.256535639101978,0.583906538713524,0.39073893956915,0,0,0.343314761671669,0,0,0,0.264544285366454,0,0.311723071222228,0,0.306342540161071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTTY14,0,0,0.659391144259721,0.530446286681849,0,0,0,0,0,0.443716073506911,0,0,0,0,0.581588139157873,0.591056087155821,0.578213055610915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYCR1,0.280603790003083,0,0.283987429980706,0,0,0,0,0,0,0,0,0,0.305153437741995,0,0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303561404456185,0.29442997758685,0,0,0,0,0,0,0,0,0,0,0.333361261370695,0.315234927848133,0,0.323802795435863,0,0.313327892309526,0.327695305103605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NT5C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588220643778497,0.683426067060889,0,0,0.315277700427222,0,0,0,0.471840860494476,0,0,0,0,0,0,0,0,0,0.361645820479412,0.326909383191887,0.273332284502076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349328960507427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRB10,0,0,0.348,0,0.425,0.291450108096725,0,0,0.254831693822522,0,0,0,0,0,0.468,0.464043208869057,0.386,0,0,0,0,0,0.408862087528325,0,0,0,0,0,0,0,0,0,0.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSC1,0,0,0.46,0,0.342,0,0,0,0,0,0,0,0,0,0.65,0.472,0,0,0,0,0,0,0.748004326204263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339,0,0,0,0,0,0,0,0,0.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAP2,0,0,0.364,0,0.396,0.362,0,0,0.321,0,0,0,0,0,0.812,0.498,0,0,0.301756105811553,0,0,0,0.304422419530348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNHG17,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433,0,0,0,0.352,0,0,0.321,0.42,0,0,0,0,0.327,0,0,0,0,0,0.254997075743291,0,0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319,0,0,0,0,0,0.319,0,0,0,0
MAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418,0.307,0,0,0,0,0.456876325494177,0,0.331939526702542,0,0,0,0.28264457388092,0,0,0,0.371776154402079,0,0.568129130069057,0.260893757884565,0.34548753532139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD9,0,0,0.41,0,0.364,0,0,0,0,0,0,0,0,0,0.562,0.361,0.481,0,0,0,0.596,0,0,0,0,0,0,0,0,0,0,0,0.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OXCT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.489283220710505,0,0,0,0,0.279041304130789,0,0,0,0,0,0,0,0,0,0.282327753948508,0,0.856317551244359,0.629786415950174,0.471825535145645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,0.383344510370886,0,0,0.382705359043327,0.258593046750391,0.328,0,0.631,0.3,0,0,0.342755087262754,0,0,0,0,0,0.385573533671383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPS31,0,0,0,0,0.777528203840924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618464872528174,0,0.471555696186965,0,0.972567885347501,0.495421256934254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC020915.3,0.389000168277845,0.355339274361487,0.44003727841644,0,0.528885325883391,0.379152649768166,0,0,0,0,0,0,0,0,0.428046566707323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43205485503019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382545948213116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FASTKD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758975066570883,0.369696873170422,0,0,0,0,0,0,0,0,0,0,0.860877258482183,0.484815573969821,0.568212845471722,0.28890010732645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN25,0,0,0,0,0.394556140203371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557143206480296,0,0.556699551552392,0,0.956864290578691,0.410721690782166,0,0,0,0,0,0,0,0,0.447077396049948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BICDL1,0,0,0,0,0.635,0,0,0,0,0,0,0,0,0,0.483,0,0,0,0,0,0.704401091551405,0,0.749023789717386,0.36363621971192,0,0,0.387379778120687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIRREL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46145782633615,0,0,0,0.388715509562938,0.252632301664449,0.328366829580691,0,0.545711645445202,0.342786039078029,0,0,0,0,0,0,0,0,0.259448342955273,0.434592218628576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302346524081009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKTR,0,0,0,0,0.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401,0,0,0.42,0,0.38,0,0,0,0,0,0,0,0.4,0.373,0.327,0,0,0,0,0,0,0,0,0.342,0,0,0,0,0,0,0,0.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLOCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344399787054582,0.256536339709611,0,0,0.362334936361838,0,0.535786983248387,0,0.799699791781945,0.511915261068672,0,0,0,0,0,0,0,0,0.491487889751602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP4R4,0.252358723667172,0,0.38075396623789,0,0,0,0,0,0.316772854674729,0,0,0,0.360370016423115,0,0.498196730914966,0.502373479188451,0.331566474541378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65449685585282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HACL1,0.437977656222379,0,0.377131389689689,0,0.617530720360745,0.272021763307383,0,0,0.250584577871364,0,0,0,0,0,0.565962048093002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337385803502701,0,0,0,0,0,0.422373574432752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C9orf78,0,0,0.276121151011292,0,0.276805372272167,0.26095819526683,0,0,0,0,0,0,0,0,0,0,0,0,0.286991872793772,0.288942279806091,0.356656588055361,0.305612082430378,0.313915686246228,0.339550777233358,0,0,0,0,0,0,0,0,0.305067020311748,0.25808853117357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPHP3,0,0,0.353,0,0.38,0.43757237143286,0,0,0.32,0,0,0,0.5,0,0.464,0.468,0.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIN3,0,0,0,0,0.700754762395631,0,0,0,0,0,0,0,0,0,0.379179128517506,0,0,0,0.407006638697251,0,0.493393785648882,0,0.87728004329609,0.401750249691106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMB1,0,0,0,0,0.390052017405013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698412196710834,0,0.723970811352673,0,0.306,0.632511214694554,0,0,0,0,0,0,0,0,0.50715328191043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF317,0.407455395109652,0,0.382,0,0.557552949586386,0.306,0,0,0,0,0,0,0,0,0.374,0.411250045225771,0.420358820440219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392767682525362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNTTIP1,0,0,0,0,0.48311484449811,0,0,0,0,0,0,0,0,0,0.331261679029113,0,0,0,0,0,0.370966558234337,0,0.892652312369191,0.563318398270841,0,0,0,0,0,0,0,0,0.605638782705702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00630,0,0,0.389837832898942,0,0,0,0,0,0,0,0,0,0,0,0.340194259953417,0,0,0,0,0,0.593876339605863,0,0,0.289068066692498,0,0,0.251513143555125,0,0,0,0,0,0.267790611320912,0.38,0.295362347471092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425360027297796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDAC8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652,0.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663,0.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNK,0,0,0,0,0.282999988695175,0,0,0,0,0,0,0,0,0,0.538754469010771,0.361248284016304,0,0,0,0,0.275248896120883,0,0.40622574381973,0.303162043543413,0,0,0,0,0,0,0.333959312594754,0,0.405435464844112,0.302712776561607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf21,0,0,0,0,0.37294260667177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374039410908196,0,0.53203305211738,0,0.767193978410866,0.4512407954429,0,0,0.267046248023834,0,0,0,0,0,0.437281625916618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIGNL1,0,0,0.384412616441064,0,0.371,0,0,0,0.369,0,0,0,0.357,0,0.368,0.332,0.385,0.361,0,0,0,0,0,0,0,0,0.262783731893881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCTD20,0,0,0,0,0,0,0,0,0.250499269756442,0,0,0,0.391726092569815,0,0.324,0.318,0.451423360062154,0.2887678961974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317,0.509046559178017,0.320042936293829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPIRE1,0.401401676744399,0,0.255944576262593,0.302088836009634,0.388674649282613,0.271498338921269,0,0,0.271196770089777,0,0,0,0.271361550195602,0,0.428470938594051,0.301378752812222,0.266011517680306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEAK7,0,0,0,0,0.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324738142056477,0,0.350029705783624,0.380351445976708,0.568,0.406986024112295,0.411558958428707,0,0.384975798914477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHURC1,0.532281885339428,0.418172743958673,0,0,0.891529432374528,0.648949645094739,0,0,0,0,0,0,0,0,0.661000168603342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB3,0,0,0.514,0,0,0,0,0,0,0,0.439,0,0,0,0.692,0.502,0.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0,0,0,0,0,0,0,0,0,0,0,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMYND8,0,0,0,0,0.406,0.293059452265307,0,0,0,0,0,0,0,0,0.367,0,0,0,0.596494155947806,0,0.311,0,0.488,0.348,0,0,0,0,0,0,0,0,0.333222849444601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUZ12P1,0,0,0.399084616482174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577,0.425,0.514,0,0,0,0.337,0,0,0,0.581,0.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
