"","dPSI_iPSC_2060884.1000nM"
"STRN4",0.628
"ZNF730",0.625898654935993
"ADGRL1",0.622578646723158
"VWDE",0.620737778034012
"PNISR",0.619871986851956
"TDGF1",0.618884548496153
"ZMIZ2",0.615
"SNAI3",0.612503007436102
"TRAF3",0.608667801412373
"CRYBG3",0.606124453598514
"FGD4",0.599
"RAP1A",0.599
"ZNF618",0.591
"TASP1",0.58861476566236
"SETDB2",0.584711659675634
"OR2A20P",0.58
"WDR90",0.58
"XRN2",0.579236617954343
"ARHGAP1",0.578498022477901
"SSBP1",0.576715901077321
"URGCP",0.573570114667083
"SCO1",0.572
"AC009533.1",0.564111900800616
"DNM1L",0.564
"BECN1",0.563339710756219
"PTPN18",0.559788291757245
"CLASP2",0.555119376900061
"NOD1",0.555
"CLK4",0.551
"GLCE",0.548356513078914
"APLP2",0.546
"CEP170",0.546
"CYTH2",0.542264157966918
"ZNF10",0.54112156846606
"UBE2D3",0.540943256722036
"PLCH1",0.539983775264034
"NUP58",0.538
"SNHG5",0.533
"TMEM50B",0.533
"ZMYM2",0.533
"OGT",0.527
"LINC00678",0.525174500939249
"NECAB2",0.521412255048559
"PELI1",0.518659248270237
"FOXM1",0.515
"DLGAP4",0.514
"ERRFI1",0.513712570127689
"DLG5",0.512445079224836
"RARS1",0.512184852717161
"ZNF138",0.505942145581936
"SH3YL1",0.503
"MYCBP2",0.502
"CHD9",0.5
"ARHGEF5",0.494916647701077
"RNF144A",0.494583331839784
"THADA",0.494491431952461
"CENPI",0.492140260639608
"TXLNGY",0.49
"MDM4",0.488
"UBN1",0.482
"TPTEP2",0.481310961228629
"PPP1R12B",0.478652142932059
"FAM162A",0.478
"SNX24",0.477539071764612
"TASOR2",0.477
"BIRC6",0.476
"GRAMD2B",0.476
"UBP1",0.476
"RERE",0.475861288545249
"IVD",0.475162970425516
"DDX18",0.474
"AHI1",0.472048517503329
"GGCT",0.472
"SLC25A17",0.472
"MADD",0.471
"PSMD13",0.468
"ZNF350",0.463990494018425
"PTPRZ1",0.463
"EML1",0.462344261897034
"ZNF66",0.462
"CD47",0.461
"ATG2B",0.45765841863102
"RPL17",0.456557482175921
"UBN2",0.453
"CPSF7",0.452
"TNFRSF12A",0.451850711014896
"HIKESHI",0.449
"CLN3",0.448
"TNRC6A",0.447
"FNIP2",0.446
"ZNF530",0.446
"PIGN",0.444356046516021
"TRAIP",0.444
"TMEM263",0.443
"RSRC2",0.439
"ZNF585B",0.438341814708429
"SUN1",0.438
"CCDC160",0.437945753175196
"NPHP3",0.43757237143286
"NIPA1",0.435630718394264
"DENND1A",0.435477210786067
"CDON",0.435
"ABCC5",0.434
"NR2F1-AS1",0.43085793998139
"SREBF1",0.430664665653419
"LRIG2",0.427409845583035
"IL6ST",0.426655028597535
"PPP3CA",0.426045960281924
"APTX",0.426
"ZNF226",0.42573014464534
"ZNF783",0.425517200312445
"TRIM4",0.42502499255962
"KIF21A",0.42448954659681
"EXOSC10",0.424
"OCLN",0.423439814671614
"POLDIP3",0.423
"AFMID",0.422
"TET1",0.420316258394457
"TLN2",0.419833180535034
"KCNT2",0.419707360035811
"CMTM8",0.418424290616435
"MLH3",0.416
"RGS3",0.415752214437283
"FAM174A",0.415
"MIA-RAB4B",0.415
"OCLNP1",0.414723435510213
"CEP72",0.414698644310262
"RFESD",0.414328802769105
"XPO1",0.414
"RELB",0.413980702134295
"ZNF211",0.413849151353349
"RAN",0.413
"LTBP4",0.412
"PLEKHG2",0.412
"FGFR2",0.411677159759242
"MFF",0.411321398030752
"CEP162",0.409272824464009
"GK5",0.40808055051519
"ANK2",0.407972819908125
"SKP1",0.407039561831939
"ZBTB34",0.406496587867603
"SF3B1",0.406
"ZKSCAN7",0.406
"DMPK",0.405523094909866
"DDX42",0.405244217168166
"PHIP",0.405000598406671
"RPGR",0.405
"ZFAND1",0.405
"TCF4",0.404342104932237
"MDN1",0.40269783494163
"PLSCR3",0.402392077864964
"CARD8",0.402
"NOP16",0.402
"SOBP",0.402
"TBRG1",0.401
"IRF7",0.397514837307714
"TRIM16L",0.397
"RCC1",0.396819460286904
"NEURL4",0.396
"LPCAT4",0.395708384210298
"APIP",0.394911083244198
"ADCY5",0.394
"MRPL39",0.394
"TJP2",0.393787115889978
"MATK",0.393237860149704
"SENP6",0.391877138197654
"TMED7-TICAM2",0.391409351551048
"AC118549.1",0.391
"CAMSAP3",0.390454739934399
"ELP4",0.39036910455515
"MTA1",0.39
"GATD3A",0.388346387065255
"STRIP1",0.388
"TMEM231",0.387808733638591
"SOCS6",0.386244621030217
"PPIE",0.386
"SYNE4",0.386
"DLG1",0.385
"CNOT1",0.383
"MARCHF8",0.382718487337135
"ARMCX6",0.382
"PRUNE1",0.382
"RAB3IP",0.381
"SH3BP1",0.381
"KIF3A",0.38
"MACF1",0.38
"AC020915.3",0.379152649768166
"SF3B3",0.377257746021406
"SYNGAP1",0.374
"PMS2P10",0.373161829859647
"AC046185.1",0.372
"ELMO2",0.372
"FAM219B",0.372
"AHSA2P",0.371
"AKAP9",0.371
"NCOA6",0.37
"RCOR3",0.369930067566613
"EWSR1",0.369
"DENND5A",0.368
"HMGA2",0.367859152155874
"CTNS",0.367254565960598
"AKR1A1",0.367
"CHROMR",0.367
"IMPA1",0.367
"DHX57",0.366
"SNX14",0.366
"AL358113.1",0.365926751226589
"SUPT20H",0.365641632822282
"PPHLN1",0.365
"GPSM2",0.364991355533198
"HARS1",0.364
"BCOR",0.363
"CAP2",0.362
"TIA1",0.362
"LINC00960",0.361071882135685
"FAM13B",0.360841060227267
"SLC25A36",0.36
"MARK2",0.358
"LINC01224",0.356
"ZNF26",0.356
"CDK10",0.355
"TMEM41A",0.355
"ZNF263",0.354
"ANK3",0.35306617564275
"PDXDC1",0.353
"PPIP5K1",0.352281633901537
"DYRK4",0.352
"IMMP1L",0.352
"MANBAL",0.352
"TARBP1",0.352
"LRRC8B",0.351862525479165
"LRP8",0.351
"SETD5",0.351
"TULP1",0.351
"SH3D21",0.350937401707952
"NASP",0.349
"SAR1A",0.347836675205619
"NAXD",0.347
"ECHDC2",0.346611094457221
"L3MBTL3",0.346
"HERPUD1",0.345
"HMGXB4",0.344024953564133
"PAK1",0.344
"RNH1",0.344
"ABCD4",0.343
"ADAM23",0.342
"ADARB1",0.342
"CLCN6",0.342
"FERMT2",0.341
"CLEC16A",0.34
"INTU",0.34
"PRPF39",0.339997344905953
"XRRA1",0.339792363359585
"VDAC2",0.339627552710945
"PRELID3B",0.339
"SNHG14",0.339
"SYNRG",0.339
"TENT2",0.338
"FAM156A",0.337275059859166
"EME1",0.337
"TAZ",0.337
"EXOSC2",0.336
"HMGN1",0.335
"WNK3",0.334520138383956
"AC026412.1",0.334
"KIAA1191",0.333
"UNC13A",0.333
"HIP1",0.332779864170633
"APBB2",0.332026513110502
"ZCCHC10",0.332
"LUC7L",0.331
"PPIL3",0.331
"GRID2",0.330189463137575
"CMSS1",0.33
"SNHG1",0.33
"CENPA",0.329
"SKA2",0.329
"TRIM16",0.329
"CDAN1",0.328372096161767
"FAAP20",0.327
"STARD3",0.327
"GAPVD1",0.326467736762744
"CHD2",0.326354472066099
"ANKRD13D",0.326
"LSM14B",0.326
"MARCHF6",0.325
"TSPAN17",0.325
"WNK1",0.325
"ADD1",0.324943812599383
"CCDC84",0.323
"SLC37A4",0.323
"ERBIN",0.322958492651411
"ZNF268",0.322
"ARHGAP12",0.321
"SLC30A6",0.321
"ZMYM5",0.321
"THAP8",0.320946216581118
"NLN",0.320935724057877
"CLINT1",0.32
"CRYBG2",0.32
"NCOA1",0.32
"DYRK1A",0.319
"CSNK1D",0.318
"DNMT3B",0.318
"FLOT1",0.318
"TNRC6C",0.318
"CIRBP",0.317
"KIAA0753",0.317
"NPEPPS",0.317
"RCE1",0.317
"INO80",0.316
"SH3BP2",0.316
"PMS1",0.315712765470464
"TJAP1",0.315
"TRAF4",0.315
"RMND5B",0.314714336627614
"ZBTB8OS",0.314
"ZNF202",0.314
"TRAFD1",0.313877184670731
"SRRM1",0.313
"AL392172.1",0.312
"ARHGAP32",0.311072671179211
"CLASP1",0.311
"HARS2",0.311
"ZSCAN26",0.31
"TPT1-AS1",0.309057062464831
"FASTK",0.309
"LIPG",0.309
"NTM",0.309
"POGZ",0.309
"RAPGEF1",0.30860737033244
"TMEM218",0.308
"ASCC3",0.307759214575127
"EFHC1",0.307
"LINC00667",0.306646720213831
"SERGEF",0.306478396245974
"MGAT4B",0.306
"ZNF317",0.306
"RRM2",0.305706335037251
"ADA",0.305
"GALE",0.305
"ATAT1",0.304716802415277
"TANGO2",0.304224029924649
"DZANK1",0.303
"ITGA3",0.303
"SLC43A3",0.302802168582558
"RRP8",0.302292602226538
"GK",0.302
"MAN1B1",0.302
"PPRC1",0.302
"STRN3",0.302
"ZNF542P",0.301941707765956
"ZNF185",0.30180679771666
"STRADA",0.301045573426522
"SGCE",0.301
"POLB",0.300249901452179
"DDX27",0.3
"ITGA7",0.3
"ZNF195",0.3
"RRNAD1",0.299183067714113
"GGA1",0.298891901333275
"RAB4B",0.298280157834262
"CACNB1",0.298105068760594
"MKNK1",0.297780466495976
"EP300",0.297681813929107
"PRUNE2",0.297375660983784
"RRN3P2",0.296549396566123
"ZFP90",0.29557463694818
"PIFO",0.294078404699091
"UBAC2",0.293323683308397
"NSD3",0.293187089269437
"ZMYND8",0.293059452265307
"GRB10",0.291450108096725
"LRRN1",0.290117836267322
"TCF20",0.289445524418286
"STRADB",0.288576295471615
"LHFPL2",0.288216681576429
"NBEA",0.285617412511171
"OSBPL1A",0.284355743434195
"ARID1A",0.283858395867195
"MRPL45",0.283821192495867
"PSTK",0.283183710661099
"SNX4",0.281214536455558
"PEX5",0.280892164098675
"ZNF212",0.28065226382507
"IL17RB",0.280475322299743
"CLIP1",0.279840520919923
"MON2",0.278708720251178
"SLC44A2",0.277969769244757
"MYO5A",0.277744270888149
"ANO1",0.277180742246662
"LRRC8D",0.276871732205618
"MCF2L",0.276666036821455
"CBARP",0.276629376862087
"ENPP5",0.276629310558059
"MYNN",0.275694480836617
"AP2A2",0.274760023657875
"BBX",0.273306451757358
"SERP2",0.273061446154341
"NBPF9",0.272555565538071
"HACL1",0.272021763307383
"SPIRE1",0.271498338921269
"AGO3",0.270293143524698
"PHACTR4",0.267169518371737
"MSANTD2",0.267158256364744
"FAM161A",0.267114071108502
"STK32C",0.267064544466809
"SPEG",0.266431470875741
"RAB23",0.266223155389443
"EFEMP1",0.26615662679461
"HERC1",0.265447257857727
"INPP4A",0.264823484359991
"AKAP8L",0.264806657040634
"RPF2",0.264196787292188
"PUM1",0.263548353940585
"EXO1",0.263427197949182
"STIM2",0.263369128959684
"ZNF177",0.263182635500333
"SYT14",0.262300741539299
"GRB7",0.261901397232442
"NRXN2",0.261214678326228
"DEPDC5",0.261167007675572
"C9orf78",0.26095819526683
"OCRL",0.260252770537343
"ZNF827",0.259775214727621
"MANEA",0.259564679036364
"ADAM22",0.259294185526314
"PRDM11",0.259036553129299
"ODF2L",0.258068389904527
"PLEKHA1",0.258054368184023
"PARP6",0.255449123950028
"CSPP1",0.255385631131041
"ARNT",0.25508275705714
"ANAPC1P1",0.253558791401695
"DELE1",0.253434662359536
"CEP44",0.252902669497569
"ZNF559",0.252041188641396
"TUT4",0.25160871173191
"ESPL1",0.251370743991168
"SKP2",0.250642685105752
"ST6GALNAC4",0.250241937622734
