"","dPSI_NGN2_2060573.3uM"
"AVL9",0.299049967306102
"IMPDH1",0.296800831298678
"SPATS2",0.293651870737382
"GARS1-DT",0.290960889483297
"C9orf78",0.288942279806091
"CCNT2",0.287083445233453
"VAV2",0.286216368362231
"CCDC74B",0.28129621084612
"UVRAG",0.281046797650917
"ANKRD36C",0.280596233698185
"SPIRE2",0.278468291465225
"PIK3R1",0.276393766501204
"PCID2",0.275199369459249
"PARN",0.271647257828293
"PRRG1",0.271081438127691
"PLPPR1",0.269409139224816
"AC104009.1",0.267102490249292
"CPLX2",0.266574977775904
"CEP41",0.264583154665041
"VPS13A",0.263862025482527
"DIPK1B",0.263772038895789
"GABRB1",0.260816140846778
"KIAA1109",0.258593046750391
"KIF26B",0.254949543644507
"FAM174C",0.254236383508681
"MAP6",0.25411726157207
"CD47",0.253682913361128
"PTPRO",0.253357209250703
"KIRREL1",0.252632301664449
"DUS4L-BCAP29",0.25184617945852
"CDH18",0.251398741800343
"ITPK1",0.25037109849234
