"","dPSI_NGN2_2136770.300nM"
"PRICKLE1",0.531314440683123
"CLASP2",0.53095291372497
"LMF1",0.529543653572182
"DLGAP4",0.527
"ERCC8",0.527
"CYB5B",0.526802569874904
"CACNA1C",0.524901524648107
"SETX",0.521984264580089
"SLC7A6",0.52
"INO80E",0.517
"ENAH",0.516707783876399
"EXOC6B",0.515
"SULF1",0.512614778013821
"MYT1",0.511
"WSB1",0.504
"CACNB4",0.503
"CTTNBP2",0.498841334503488
"ENOX1",0.496687318373567
"PMS1",0.496
"SREK1",0.496
"FHOD3",0.482911937762222
"TARBP1",0.482627317033077
"DCAF17",0.478756145814402
"SKP1",0.477
"WDR17",0.477
"NLGN1",0.475978200430999
"ARMH3",0.474362769294846
"MED13L",0.474052029923049
"ELMO2",0.473
"GXYLT1",0.471926169107996
"SPIDR",0.469659152105982
"RCC1",0.468051492919558
"LYRM1",0.461
"TENT2",0.458026387330909
"NUTM2A-AS1",0.457
"VDAC3",0.450487552722041
"IVD",0.450249614916214
"GABRB2",0.45022034141306
"FAAP20",0.446
"EIF2D",0.441
"ZNF783",0.435776929218082
"KIF3A",0.434775368926969
"VWDE",0.432703964619656
"ZNF804A",0.432402588005084
"LMBRD2",0.43122945614438
"KCNT2",0.430952883571399
"SCO1",0.43086988717669
"GARNL3",0.429187263207095
"STXBP5L",0.426489047458357
"BEND6",0.426
"SERGEF",0.423
"CHN2",0.422192145698668
"SUPT20H",0.418014796265846
"GRIA1",0.417609688675275
"SLC25A17",0.417
"CLN3",0.414
"PRPF31",0.413890745107495
"AC138894.1",0.412
"GPHN",0.411268885833324
"SNHG14",0.411
"VPS29",0.410753026387409
"CCDC18-AS1",0.41
"CHD9",0.407
"ADAMTS10",0.40411751833556
"SPDL1",0.403034732057926
"ADAMTS19",0.402538750452478
"PNISR",0.401093504358829
"STRN4",0.4
"TET1",0.399694324333776
"ADGRL1",0.399367760463273
"PTPRT",0.398786132718697
"VAV2",0.397909751788028
"ZMIZ2",0.395
"RPS10",0.393993154321787
"HIKESHI",0.391
"LARS2",0.389
"KLHL1",0.388174171495802
"FAM66D",0.386854243634916
"GNAQ",0.386702427879139
"CHORDC1",0.385
"RUNDC3B",0.384
"FGD4",0.378
"FAM124A",0.37759209306912
"TMEM50B",0.377158611724439
"PRUNE2",0.377
"PDE3B",0.37590490960792
"FRYL",0.375641523624569
"ZNF10",0.3748662064647
"PPP1R26",0.374395688147775
"CACNA1H",0.374
"DDX42",0.372766633080183
"MTERF3",0.372681307082231
"MYCBP2",0.37
"FGF12",0.368899192084562
"AGPS",0.361832985866992
"ZNF618",0.36
"DNAJC27",0.357514733571464
"MACROD2",0.35493908094713
"MCAM",0.353914118493042
"SNHG16",0.353911847189557
"DPH1",0.353451898985213
"PPHLN1",0.353
"SH3YL1",0.353
"SNHG15",0.348
"WNK1",0.344904640081848
"ZNF767P",0.343
"PPIP5K2",0.342259426669279
"FNIP2",0.339381287043364
"BLMH",0.338351618060562
"ADAM17",0.337
"TSPAN7",0.337
"CREBZF",0.336
"ANXA6",0.334738749401414
"C14orf132",0.333
"CPLX2",0.329564143889894
"DDX50",0.327967390465983
"SNHG17",0.327
"EXTL2",0.326731797972685
"STRN3",0.326
"MRPL22",0.325
"NUP58",0.325
"FAM161A",0.31934706288053
"MDN1",0.317743213643148
"MATK",0.316722878009609
"LNPK",0.314571264732269
"CEP295",0.314461666509571
"SF3B1",0.314
"GGCT",0.313
"RAB2B",0.312860911996581
"SAR1A",0.31279853164713
"SUZ12P1",0.309
"SPRYD7",0.307848351844093
"EFHC1",0.306
"CSTF3",0.304311407485476
"KLHL4",0.304
"LARS1",0.304
"TP53INP1",0.304
"COG3",0.303411490075196
"WNK3",0.302904080364896
"NR6A1",0.30257808658304
"CLK4",0.3
"UBAP2L",0.294137481133822
"OSBPL5",0.29373813037138
"MAP6",0.287741038763633
"VPS13A",0.278558246310638
"P4HA2",0.274307889977757
"DOCK3",0.272791420643846
"LUC7L3",0.268634129951649
"AL157778.1",0.2674658130692
"FBL",0.267041612207387
"ULK1",0.265150414684369
"CLTC",0.264319570887232
"NFKB1",0.263712327743639
"CTNS",0.262388160776889
"PHACTR1",0.261162697858276
"AKAP9",0.259906047578748
"BICRA",0.258087572863101
"WASHC4",0.255012578809221
"VSTM2L",0.254252104537505
"ZNF777",0.25307237208199
"ERRFI1",0.252553850777688
"IFT57",0.252321132120345
"PIK3CD",0.250973894851136
"EDRF1",0.25035448483443
