"","dPSI_NGN2_2070692.1680nM"
"IGF2BP3",0.339362659981858
"MFF",0.339
"MRPL39",0.339
"AL157778.1",0.338
"PRPF31",0.337282929195477
"THRAP3",0.331
"MYO6",0.32966686382769
"EXD2",0.328551120046908
"NQO2",0.328114383708523
"MARCHF6",0.327
"SLC38A1",0.325443550174204
"SLC35A5",0.324823275893843
"TTC7B",0.324732285422076
"KIF21A",0.32269496744413
"FBL",0.322659529045513
"FGF9",0.322175735237625
"RERE",0.320196759052814
"KLHL4",0.319
"SREK1",0.319
"C10orf82",0.318
"SLC7A6",0.318
"ZNF530",0.318
"NELFA",0.317318628152647
"DCUN1D4",0.317
"PCID2",0.316417929688861
"THADA",0.316
"VDAC2",0.315284135056388
"PTPRD",0.312308658178014
"MYCBP2",0.312
"KANSL3",0.311314784968271
"CACNB4",0.311
"GRM1",0.311
"KCNC1",0.311
"RBCK1",0.310523515811042
"SH3YL1",0.309
"HDAC2-AS2",0.308511765649767
"GGCT",0.308
"NPEPPS",0.307
"SPEG",0.307
"ASNS",0.306025828381056
"CEP170",0.306
"C9orf78",0.305612082430378
"JAZF1",0.30472117331634
"SLC25A19",0.303296474508452
"CLK4",0.301
"PTPRZ1",0.301
"AC104009.1",0.300738498891097
"NME4",0.3
"PIK3R1",0.2964215652205
"AVL9",0.294930791405268
"ZNF10",0.294726619352992
"EPM2A",0.294645834883773
"UBAP2L",0.294357552505023
"GPR155",0.292154261282081
"CNTN1",0.29154503965781
"RPF2",0.291211212848104
"WNK3",0.290456969056893
"PIGU",0.290090884134918
"DUS4L-BCAP29",0.287566373808908
"CEP41",0.283945585742482
"SBF2",0.283261723963671
"PTPRO",0.280275424825458
"TMEM214",0.276845196308515
"SNX4",0.272811701901971
"CD47",0.268027262565706
"VPS41",0.267283151263624
"ANK2",0.266953044567224
"APAF1",0.265799914065935
"CHPT1",0.26516510052704
"UPF3A",0.264643377710764
"MTMR3",0.264485875693503
"ATF6",0.263780368173598
"SRGAP1",0.260909564338533
"AIMP1",0.260866799495942
"MARCHF8",0.259037065112425
"ZNF334",0.258977444642971
"ZDHHC8P1",0.258703993303717
"CBWD4P",0.256535639101978
"SAFB",0.254288689096677
"NRXN1",0.251521178614546
