,dPSI_U1_WT_500_CHX_vs_U1_WT_500_EtOH
RBMX,0.25217356345212
RCBTB2,0.343902867605484
RELCH,-0.364156332679422
RHBDD2,-0.410121195643465
RIC8B,-0.297360273425616
RIOK3,0.33785619911175
RMND5B,0.28130227317939
RPS10,0.283574294227274
RPS6KA4,0.290452314800824
RPS6KB1,-0.274969401332965
RRAGB,-0.580134330911615
RSRC2,-0.347801728438555
RSRP1,-0.46443885423653
S100PBP,-0.301320793966006
SAAL1,-0.282644792572091
SAP30L,-0.29342501961356
SBDSP1,-0.261592023704497
SCAI,-0.265069131708084
SCAND2P,0.263933065148698
SDCCAG8,-0.25756591051285
SDHAP1,0.328847493517777
SDHAP3,-0.510807154545484
SELENOO,-0.3077841282252
SEMA6C,-0.514573409538076
SENP7,-0.282575447987837
SF3B3,-0.329848095338058
SFMBT2,0.355123016512017
SIAE,-0.348950505743854
SIPA1L1,0.269782394792227
SLC15A4,0.282921272607682
SLC1A3,-0.326008229216278
SLC25A43,0.36984623284241
SLC35A3,-0.422397301457518
SLC36A4,-0.418308212424136
SLC38A6,-0.359183939003863
SLC38A7,-0.262601839272766
SLC6A6,0.28431396026419
SLC7A6,-0.410075449768102
SLC7A6OS,0.434246472815922
SLX1A.SULT1A3,0.356111893281559
SLX1B.SULT1A4,0.36760549527148
SMC6,-0.299636112322772
SMNDC1,-0.263334980616268
SMPD2,0.260999377825637
SMYD4,-0.265407299027626
SNHG20,0.286135039667148
SNRNP48,0.304740856617883
SNX14,-0.268465532414488
SNX27,-0.304927141714142
SPATA13,0.294847014353979
SPATA20,0.322054311324361
SPATA5L1,0.422611867684844
SPIN2B,0.253980132294685
SREK1,-0.323594385441692
SRSF4,-0.372609194226473
SRSF6,-0.301805445188091
ST7L,-0.314378753403607
STAG3L4,-0.299878227407482
STARD5,0.339978148613207
STAT2,-0.319615564750801
STK16,0.301423608560783
SUPT3H,-0.257730184136409
SUZ12P1,0.310800213976229
TAF1,-0.316481384523333
TARS3,-0.32556253624339
TBCK,0.273515745229188
TBX18,-0.260929668102644
TCERG1,-0.325836642572063
TCF25,-0.324582210789973
TET1,-0.267734191554276
THUMPD2,0.263250509234257
TMEM222,-0.383727807650494
TMEM237,-0.273994775817307
TMEM39B,-0.30943328096805
TOE1,0.256091977258253
TOGARAM1,-0.286311869544469
TOMM20,-0.251288017257069
TPCN1,-0.44149455125962
TRAPPC2,-0.277908156165351
TRIM3,0.260736622504072
TRIT1,0.25514421584509
TRMT11,-0.450764949828942
TRMT44,0.279668175979231
TRNAU1AP,-0.334715919830827
TRNT1,-0.32323923482359
TSC22D2,-0.324377028404073
TSPYL2,0.521522357502381
TTC38,-0.380422388465006
TTC39C,-0.386000945598843
TTC8,-0.290982301297537
TTC9C,-0.35934539388753
TTF1,0.262029585976219
TTLL7,-0.31509302728894
TUBG2,0.32798811970333
TUBGCP4,0.277414700834485
TUBGCP5,0.279384046265568
TULP4,-0.330883771779003
TUT7,0.276956045101041
TXNDC16,-0.444396453317931
UBE2Q2P1,0.267844187785304
UBE3B,-0.268923082791045
UBP1,-0.256688779494611
UBR2,-0.250894442675202
UBR3,-0.287780525513896
UBR5,-0.265980175284837
UBXN2B,-0.296067261709431
UGGT2,-0.278963084735752
UHRF2,-0.272255106717304
USP15,-0.293410305858371
UTP14A,-0.332100788393012
UTP18,-0.29481444535355
VCPKMT,0.318293238026411
VEGFC,0.324767568133838
VIPR1,0.27338175606631
VPS11,-0.274658323374312
VPS36,-0.332934366442093
VWDE,-0.333352833095148
WARS2.AS1,-0.312310785846815
WASHC4,-0.453898860861013
WDFY3.AS2,-0.270152869570294
WDR27,-0.379892703392925
WHAMM,0.272631505032895
XPA,-0.354039489173655
Z98745.2,0.326885813606102
ZBTB41,-0.273843050326393
ZDHHC17,-0.372927415104811
ZDHHC6,-0.266649235120895
ZFAT,-0.33954418079922
ZFP41,-0.266279913342271
ZGPAT,0.288513966847453
ZHX3,-0.300544006922654
ZKSCAN5,0.28189484204691
ZNF197,-0.324496112482767
ZNF202,0.310202117366358
ZNF226,0.371275370242645
ZNF276,0.272596533365776
ZNF282,-0.281777732924114
ZNF286A,0.319901299402974
ZNF324B,0.324059515246574
ZNF35,-0.278007294546062
ZNF429,0.276639682071571
ZNF529,0.313702487551168
ZNF530,-0.399728251727036
ZNF577,0.368765694804888
ZNF707,-0.25313537829032
ZNF711,0.291551796946142
ZNF783,0.418779205290983
ZNF837,0.346669626015153
