""	"iPSC.5420.10x"	"iPSC.5420.3x"	"NGN2.5420.10x"	"NGN2.5420.3x"
"CAPN10"	0	0	1	0
"CCDC18-AS1"	0	0	1	0
"CCDC180"	0	0	1	0
"CCDC77"	0	0	0	1
"CCDC78"	0	0	0	1
"CCHCR1"	0	0	1	0
"CCNK"	0	0	0	1
"CDK12"	0	0	0	1
"CENPI"	1	0	0	0
"CEP162"	1	0	0	0
"CERS5"	0	0	1	0
"CFAP298-TCP10L"	0	0	0	1
"CHRM2"	0	0	1	0
"CHROMR"	0	0	0	1
"CIP2A"	1	0	0	0
"CLK4"	0	0	1	0
"CLVS1"	0	0	0	1
"COL7A1"	0	0	1	0
"COPS7B"	0	0	1	0
"CROCC"	0	0	0	1
"CSTF3"	0	0	1	0
"DDX42"	0	0	1	0
"DENND4A"	0	0	1	0
"DENND5A"	1	0	0	0
"DMAC2L"	0	0	1	0
"DOCK7"	0	0	0	1
"DPY30"	0	0	1	0
"ELMO2"	0	0	1	0
"ENOX1"	0	0	1	0
"ERCC8"	0	0	1	0
"ERRFI1"	0	0	1	0
"F11R"	0	0	0	1
"FAM162A"	1	0	0	0
"FAM174A"	0	0	1	0
"FAM221A"	0	0	1	0
"FBXL16"	0	0	1	0
"FGD4"	0	0	1	0
"FNIP2"	0	0	1	0
"FOXM1"	1	0	0	0
"GALT"	0	0	1	0
"GCFC2"	0	0	1	0
"GLRA3"	0	0	1	0
"GNAQ"	0	0	1	0
"GOLGA8A"	0	0	1	0
"GOLGA8B"	0	0	1	0
"GPHN"	0	0	1	0
"GPSM2"	1	0	0	0
"GRAMD1B"	0	0	0	1
"GRHL1"	0	0	0	1
"GSTCD"	0	0	0	1
"GXYLT1"	0	0	1	0
"HACL1"	1	0	0	0
"HAPLN3"	0	1	0	0
"HAUS3"	0	0	0	1
"HHLA3"	0	0	0	1
"HMCN2"	0	0	0	1
"HMGA2"	1	0	0	0
"IFT27"	0	1	0	0
"INO80E"	0	0	1	0
"INPP5J"	0	0	1	0
"INTS3"	1	0	0	0
"INTU"	0	1	0	0
"KIAA1549L"	0	1	0	0
"LARS1"	0	0	0	1
"LINC00662"	0	1	0	0
"LINC00678"	1	0	0	0
"LINC00862"	1	0	0	0
"LINC01011"	0	0	1	0
"LINC01184"	0	0	0	1
"LRIG2"	0	0	1	0
"LY6G5B"	0	0	1	0
"MACROD2"	0	0	1	0
"MAN1A2"	1	0	0	0
"MANBA"	0	0	1	0
"MAP4K3-DT"	0	0	1	0
"MAP6"	0	0	1	0
"MAPK10"	0	0	1	0
"MAST4"	0	0	0	1
"MEMO1"	0	0	1	0
"MFSD14C"	1	0	0	0
"MICAL1"	0	0	1	0
"MMS22L"	1	0	0	0
"MRPL39"	1	0	0	0
"MSL3"	0	0	1	0
"MYT1L"	0	0	1	0
"NCAPD3"	0	0	0	1
"NDUFAF7"	0	0	0	1
"NEIL2"	0	0	0	1
"NKAIN2"	0	0	1	0
"NME4"	0	0	0	1
"NME9"	0	0	0	1
"NQO2"	0	0	1	0
"NR1H3"	1	0	0	0
"NRXN3"	0	0	0	1
"OCLN"	1	0	0	0
"OCLNP1"	1	0	0	0
"ODR4"	1	0	0	0
"PAXBP1"	0	0	1	0
"PCDH10"	0	0	1	0
"PFDN5"	0	1	0	0
"PIGB"	0	0	0	1
"PLCH1"	1	0	0	0
"PPP4C"	0	0	0	1
"PRH1"	0	0	0	1
"PRKG1"	0	0	1	0
"PSMD11"	0	0	0	1
"PSME2"	0	0	0	1
"PWWP2A"	0	0	0	1
"QKI"	0	0	0	1
"RAB15"	0	0	1	0
"RAB2B"	1	0	0	0
"RAB36"	0	0	1	0
"RAP1A"	1	0	0	0
"RAPGEF1"	0	0	1	0
"RBBP8"	0	0	1	0
"RBCK1"	0	0	1	0
"RCC1"	1	0	0	0
"RECK"	0	0	0	1
"REX1BD"	1	0	0	0
"RGS11"	0	0	1	0
"RPL22L1"	0	0	0	1
"SEC31B"	0	0	1	0
"SERGEF"	0	0	1	0
"SLC25A17"	0	0	1	0
"SLC25A19"	0	0	0	1
"SLC2A11"	0	0	1	0
"SLC45A4"	0	1	0	0
"SLC50A1"	0	0	1	0
"SNAPC5"	0	1	0	0
"SNHG14"	1	0	0	0
"SNHG17"	0	0	0	1
"SNX32"	0	0	0	1
"SNX7"	0	0	1	0
"SPIDR"	1	0	0	0
"SPRYD7"	0	0	1	0
"STEAP2"	0	1	0	0
"STK19"	0	0	1	0
"STXBP1"	0	1	0	0
"SYTL2"	0	1	0	0
"TAF1"	0	0	1	0
"TASOR2"	1	0	0	0
"TCF4"	1	0	0	0
"TET1"	0	0	1	0
"TFR2"	0	0	0	1
"THUMPD3-AS1"	0	0	0	1
"TM2D1"	0	0	0	1
"TMEM147"	0	0	0	1
"TMEM50B"	0	0	1	0
"TMEM91"	0	0	1	0
"TMSB15B-AS1"	0	0	0	1
"TOX4"	0	0	0	1
"TP53INP1"	0	0	1	0
"TPCN2"	1	0	0	0
"TPT1-AS1"	0	0	0	1
"TPTEP2"	1	0	0	0
"TRIM37"	1	0	0	0
"TRIM69"	0	0	0	1
"TSC2"	0	0	1	0
"TSNARE1"	0	0	0	1
"TSPAN4"	0	0	0	1
"TSPAN7"	0	0	1	0
"TTLL3"	0	0	1	0
"UBE2Q2P1"	0	0	0	1
"USP9Y"	0	0	1	0
"VPS13B"	0	0	0	1
"WDR20"	0	0	0	1
"WDR90"	0	0	1	0
"WHAMM"	0	0	0	1
"YPEL5"	0	0	1	0
"ZC3H12B"	0	0	0	1
"ZDHHC11"	1	0	0	0
"ZFP69B"	1	0	0	0
"ZMIZ2"	0	0	1	0
"ZNF28"	0	0	0	1
"ZNF468"	0	0	0	1
"ZNF680"	1	0	0	0
"ZNF691"	0	0	0	1
"ZSCAN26"	0	0	0	1
