""	"iPSC.4088.10x"	"iPSC.4088.3x"	"NGN2.4088.10x"	"NGN2.4088.3x"
"RAB2B"	1	0	0	0
"RARS1"	0	0	1	0
"RASGRP2"	0	0	1	0
"RCOR3"	1	0	0	0
"RPAIN"	1	0	0	0
"RSPH4A"	0	0	0	1
"RSRC2"	0	0	1	0
"SCO1"	0	0	1	0
"SEC31B"	0	0	1	0
"SERGEF"	0	0	1	0
"SHMT2"	1	0	0	0
"SLC25A17"	0	0	1	0
"SNHG17"	0	1	0	0
"SNHG5"	1	0	0	0
"SPRYD7"	0	0	1	0
"SSBP1"	0	0	1	0
"SYTL2"	1	0	0	0
"TANGO2"	0	1	0	0
"TARBP1"	0	0	1	0
"TASOR2"	1	0	0	0
"TCF4"	1	0	0	0
"TMEM231"	1	0	0	0
"TMEM50B"	0	0	1	0
"TMEM91"	0	0	1	0
"TNIP1"	0	0	1	0
"TNRC6A"	1	0	0	0
"TOX4"	0	0	0	1
"TSPAN4"	0	0	1	0
"TTN-AS1"	0	0	1	0
"TXLNGY"	1	0	0	0
"UROD"	0	0	1	0
"WNK3"	0	0	1	0
"ZBTB41"	0	0	1	0
"ZDHHC13"	1	0	0	0
"ZMIZ2"	0	0	1	0
"ZNF10"	0	0	1	0
"ZNF160"	0	0	1	0
"ZNF23"	0	0	0	1
"ZNF43"	1	0	0	0
"ZNF66"	1	0	0	0
"ZNF680"	1	0	0	0
"ZNF767P"	0	0	1	0
