""	"iPSC.6866.10x"	"iPSC.6866.3x"	"NGN2.6866.10x"	"NGN2.6866.3x"
"PLCD1"	0	0	0	1
"PLCH1"	1	0	0	0
"PMS2P10"	0	1	0	0
"POLR2J3"	1	0	0	0
"PPIA"	1	0	0	0
"PRKACB"	1	0	0	0
"PRR15"	0	1	0	0
"PTPRG-AS1"	1	0	0	0
"PTPRT"	0	0	1	0
"PYCR1"	1	0	0	0
"RAB23"	1	0	0	0
"RAP1A"	1	0	0	0
"RASGRP2"	1	0	0	0
"RBP4"	0	0	0	1
"RCOR3"	1	0	0	0
"RERE"	1	0	0	0
"RHOF"	0	0	1	0
"RIPOR2"	1	0	0	0
"RNF144A"	1	0	0	0
"RSRP1"	1	0	0	0
"SCLY"	1	0	0	0
"SCO1"	0	0	1	0
"SETDB2"	1	0	0	0
"SGCE"	1	0	0	0
"SHMT2"	1	0	0	0
"SIRT2"	0	1	0	0
"SMYD2"	1	0	0	0
"SNAP91"	0	0	1	0
"SNHG17"	0	0	0	1
"SNHG29"	1	0	0	0
"SNHG5"	1	0	0	0
"SNX24"	1	0	0	0
"SOCS6"	1	0	0	0
"SPIDR"	1	0	0	0
"SPRYD7"	0	0	1	0
"SSBP1"	1	0	0	0
"STK10"	0	0	1	0
"STK19"	1	0	0	0
"SUPT20H"	1	0	0	0
"SYT14"	1	0	0	0
"SYTL2"	1	0	0	0
"TACC1"	1	0	0	0
"TASOR2"	1	0	0	0
"TASP1"	1	0	0	0
"TAZ"	1	0	0	0
"TBC1D25"	1	0	0	0
"THOP1"	1	0	0	0
"TJP2"	1	0	0	0
"TMEM116"	0	0	1	0
"TNRC6A"	1	0	0	0
"TP53INP1"	0	0	1	0
"TPTEP2"	1	0	0	0
"TRAPPC13"	0	0	0	1
"TRIM27"	0	0	0	1
"TRIM37"	1	0	0	0
"TSPAN4"	0	0	0	1
"TTN-AS1"	0	0	0	1
"TXLNGY"	1	0	0	0
"UBAC2"	1	0	0	0
"UBN1"	1	0	0	0
"USP43"	1	0	0	0
"UVRAG"	1	0	0	0
"WDR17"	0	0	0	1
"WDR90"	0	0	1	0
"WNK3"	0	0	1	0
"ZBTB41"	0	0	1	0
"ZHX2"	0	0	0	1
"ZNF138"	1	0	0	0
"ZNF268"	1	0	0	0
"ZNF350"	1	0	0	0
"ZNF43"	1	0	0	0
"ZNF519"	1	0	0	0
"ZNF66"	1	0	0	0
"ZNF680"	1	0	0	0
"ZNF718"	0	0	0	1
