""	"iPSC.4714.10x"	"iPSC.4714.3x"	"NGN2.4714.10x"	"NGN2.4714.3x"
"KLHL1"	0	0	1	1
"LIMCH1"	0	0	1	1
"LRIG2"	0	0	1	1
"MAN1B1"	1	0	1	0
"MAP6"	0	0	1	1
"MAST4"	0	0	1	1
"MELTF"	0	0	1	1
"NAV2"	1	1	0	0
"NKAIN2"	0	0	1	1
"PITPNB"	0	0	1	1
"PNISR"	1	0	1	0
"PRKACB"	1	0	1	0
"RAB2B"	1	0	1	0
"RAP1A"	1	0	1	0
"RBBP8"	1	0	1	0
"RCC1"	1	0	1	0
"SERGEF"	0	0	1	1
"SETX"	0	0	1	1
"SF3B3"	1	0	1	0
"SH3YL1"	1	0	1	0
"SPIDR"	1	0	1	0
"STOX2"	1	0	1	0
"STRN4"	1	0	1	0
"STXBP5L"	0	0	1	1
"TAF1"	0	0	1	1
"TNFRSF25"	0	0	1	1
"TRIM65"	0	0	1	1
"TSPAN7"	1	0	1	0
"USP9Y"	0	0	1	1
"WDR17"	0	0	1	1
"WDR90"	0	0	1	1
"WNK1"	1	0	1	0
"ZMIZ2"	1	0	1	0
"ABCC8"	0	0	1	0
"ABCE1"	1	0	0	0
"AC007614.1"	0	0	0	1
"AC008581.2"	0	0	1	0
"AC009533.1"	1	0	0	0
"AC022433.1"	0	0	1	0
"AC068547.1"	0	0	1	0
"ACAD11"	0	0	1	0
"ADAL"	1	0	0	0
"ADAM23"	1	0	0	0
"ADAMTS19"	1	0	0	0
"ADCY5"	1	0	0	0
"AGGF1"	0	0	1	0
"AGPS"	0	0	1	0
"AHI1"	1	0	0	0
"AKAP9"	0	0	1	0
"ALDH3A2"	1	0	0	0
"ANKHD1"	1	0	0	0
"ANKHD1-EIF4EBP3"	1	0	0	0
"ANKRD13C"	0	0	1	0
"ANKRD18CP"	1	0	0	0
"ANXA11"	1	0	0	0
"AP2M1"	0	0	1	0
"APBB2"	1	0	0	0
"APIP"	0	0	1	0
"APPL2"	0	0	1	0
"ARMH3"	0	0	1	0
"ASAP2"	1	0	0	0
"ASNS"	0	0	1	0
"ATG2B"	0	0	1	0
"ATP8A2"	0	0	1	0
"AVL9"	1	0	0	0
"BLMH"	0	0	1	0
"BTBD10"	0	0	1	0
"CACNA1H"	0	0	1	0
"CACNA2D1"	1	0	0	0
"CACNB4"	0	0	1	0
"CARD8"	0	1	0	0
"CASTOR1"	0	0	1	0
"CBWD6"	1	0	0	0
"CCHCR1"	0	0	1	0
"CDCA4"	0	0	1	0
"CDH18"	0	0	1	0
"CDK5RAP1"	0	0	0	1
"CENPI"	1	0	0	0
"CEP162"	1	0	0	0
"CEP170"	0	0	1	0
"CHRM2"	0	0	1	0
"CIZ1"	1	0	0	0
"CLK4"	0	0	1	0
"CNIH3"	0	0	1	0
"CNOT1"	0	0	1	0
"CNTN1"	0	0	1	0
"COPS7B"	0	0	1	0
"CRYM"	1	0	0	0
"CSMD1"	0	0	1	0
"CSTF3"	0	0	1	0
"CYTH2"	0	0	1	0
"DDX42"	0	0	1	0
"DENND4A"	0	0	1	0
"DIAPH3"	1	0	0	0
"DLGAP1"	1	0	0	0
"DNAJC27"	0	0	1	0
"DNASE1L1"	1	0	0	0
"DOCK3"	0	0	1	0
"DOCK7"	0	0	1	0
"DPY30"	0	0	1	0
"EGLN1"	0	1	0	0
"EIF2D"	0	0	1	0
"ELMO2"	0	0	1	0
"ELP4"	0	0	1	0
"ERCC8"	0	0	1	0
"ERVK13-1"	0	0	0	1
"FAM13B"	1	0	0	0
"FAM221A"	0	0	0	1
"FBL"	0	0	1	0
"FBN2"	1	0	0	0
"FBXL16"	0	0	1	0
"FGD4"	0	0	1	0
"FKBP1B"	1	0	0	0
"FLVCR2"	1	0	0	0
"FNIP2"	0	0	1	0
"FOXM1"	1	0	0	0
"GABRB2"	0	0	1	0
"GANC"	1	0	0	0
"GAPVD1"	0	0	1	0
"GARNL3"	0	0	1	0
"GDPGP1"	0	0	1	0
"GGCT"	1	0	0	0
"GLRA3"	0	0	1	0
"GNAQ"	0	0	1	0
"GOLT1B"	1	0	0	0
"GPHN"	0	0	1	0
"GRAMD2B"	1	0	0	0
"GRIA1"	0	0	1	0
"HERC4"	1	0	0	0
"HLTF"	0	0	1	0
"HMCN2"	0	0	1	0
"IFFO1"	1	0	0	0
"IFT27"	1	0	0	0
"IFT81"	1	0	0	0
"INO80E"	0	0	1	0
"IVD"	0	0	1	0
"JARID2"	0	0	1	0
"KDSR"	0	0	1	0
"KIZ"	1	0	0	0
"KTN1-AS1"	1	0	0	0
"L3MBTL2"	0	0	1	0
"LINC00649"	1	0	0	0
"LINC00667"	0	1	0	0
"LINC00678"	1	0	0	0
"LINC00963"	0	0	1	0
"LMAN2L"	0	0	1	0
"LRRCC1"	1	0	0	0
"LRRN2"	1	0	0	0
"LUC7L3"	0	0	1	0
"LYRM4"	0	0	1	0
"MACROD2"	0	0	1	0
"MAN1A2"	0	0	1	0
"MAOA"	1	0	0	0
"MATK"	1	0	0	0
"MDN1"	0	0	1	0
"MEMO1"	0	0	1	0
"METTL4"	1	0	0	0
"MMS19"	0	0	1	0
"MMS22L"	1	0	0	0
"MRPL16"	0	0	1	0
"MRPL39"	0	0	1	0
"MRPS5"	0	0	1	0
"MSL3"	0	0	1	0
"MYO5A"	0	0	1	0
"MYT1L"	0	0	1	0
"NAA40"	1	0	0	0
"NACA"	0	1	0	0
"NELFA"	0	0	1	0
"NLGN1"	0	0	1	0
"NLN"	0	0	1	0
"NREP"	0	1	0	0
"NSMF"	0	0	0	1
"NSUN4"	0	0	1	0
"OCLN"	1	0	0	0
"ORM2"	1	0	0	0
"PCBP2"	1	0	0	0
"PCDH10"	0	0	1	0
"PCDH9"	0	0	1	0
"PDIA5"	1	0	0	0
"PHB2"	1	0	0	0
"PLCH1"	1	0	0	0
"PMS1"	0	0	1	0
"PMS2P10"	1	0	0	0
"PPHLN1"	0	0	1	0
"PRKG1"	0	0	1	0
"PTPRT"	0	0	1	0
"PYCR1"	1	0	0	0
"RAD21"	0	0	1	0
"RAPGEF1"	0	0	1	0
"RARS1"	0	0	1	0
"RASGRP2"	0	0	1	0
"RCOR3"	0	0	1	0
"RIPOR2"	0	0	0	1
"SCO1"	0	0	1	0
"SEC22A"	1	0	0	0
"SELENOP"	1	0	0	0
"SGK1"	0	0	1	0
"SHMT2"	1	0	0	0
"SKOR2"	0	0	1	0
"SLC41A3"	0	0	1	0
"SMC5"	0	0	1	0
"SNHG5"	1	0	0	0
"SNX4"	1	0	0	0
"SPRYD7"	0	0	1	0
"SSBP1"	0	0	1	0
"STRN"	0	0	1	0
"SUPT20H"	0	0	1	0
"SYT14"	1	0	0	0
"SYTL2"	1	0	0	0
"TANGO2"	1	0	0	0
"TCF4"	1	0	0	0
"THSD7B"	0	0	1	0
"TJP2"	1	0	0	0
"TMEM116"	1	0	0	0
"TMEM214"	1	0	0	0
"TNIP1"	0	0	1	0
"TNRC6A"	1	0	0	0
"TP53INP1"	0	0	1	0
"TPT1-AS1"	1	0	0	0
"TRDMT1"	1	0	0	0
"TRIM4"	1	0	0	0
"TSPAN4"	0	0	0	1
"TTN-AS1"	0	0	0	1
"VSTM2L"	0	0	1	0
"WDFY3-AS2"	0	0	1	0
"WDR91"	0	0	1	0
"WNK3"	0	0	1	0
"YPEL5"	0	0	1	0
"ZBTB41"	0	0	1	0
"ZDHHC11"	0	0	1	0
"ZDHHC17"	0	0	1	0
"ZMYM2"	1	0	0	0
"ZNF37BP"	1	0	0	0
"ZNF655"	0	0	1	0
"ZNF680"	1	0	0	0
"ZNF730"	1	0	0	0
