""	"iPSC.9701.10x"	"iPSC.9701.3x"	"NGN2.9701.10x"	"NGN2.9701.3x"
"MAEA"	0	0	0	1
"MAN1A2"	1	0	0	0
"MATK"	1	0	0	0
"MELTF"	0	0	1	0
"MEMO1"	0	0	1	0
"MMS22L"	1	0	0	0
"NDRG4"	0	0	0	1
"NKAIN2"	0	0	1	0
"OGT"	1	0	0	0
"PCBP1-AS1"	1	0	0	0
"PCDH10"	0	0	1	0
"PHIP"	0	0	1	0
"PITPNB"	0	0	1	0
"PRKG1"	0	0	1	0
"PXMP4"	0	1	0	0
"RAP1A"	0	0	1	0
"RAPGEF1"	0	0	1	0
"RASGRP2"	0	0	1	0
"RBBP8"	0	0	1	0
"RCC1"	1	0	0	0
"SCO1"	0	0	1	0
"SEMA3A"	0	0	0	1
"SERGEF"	1	0	0	0
"SETX"	0	0	1	0
"SLC25A17"	0	0	1	0
"SLC7A6"	0	0	1	0
"SMN2"	1	0	0	0
"SPIDR"	1	0	0	0
"SSR2"	0	0	1	0
"STOX2"	1	0	0	0
"STRN"	0	0	1	0
"STRN4"	0	0	1	0
"STXBP5L"	0	0	1	0
"SYNE4"	0	0	0	1
"SYT14"	1	0	0	0
"TAF1"	0	0	1	0
"TCF4"	1	0	0	0
"TET1"	0	0	1	0
"THSD7B"	0	0	1	0
"TMEM214"	1	0	0	0
"TMEM50B"	0	0	1	0
"TNRC6A"	1	0	0	0
"TP53INP1"	0	0	1	0
"TRIM65"	0	0	1	0
"TSPAN7"	0	0	1	0
"TXNL1"	0	0	0	1
"UBP1"	1	0	0	0
"ULK2"	0	1	0	0
"USP9Y"	0	0	1	0
"WDR17"	0	0	1	0
"ZMYM2"	1	0	0	0
"ZMYM6"	0	0	1	0
"ZNF490"	0	1	0	0
"ZNF618"	0	0	1	0
"ZNF66"	1	0	0	0
"ZNF680"	1	0	0	0
