"","dPSI_NGN2_2060884.3700nM"
"NAP1L1",0.32425893596027
"GOLGA4",0.324230019202603
"ALOX15P1",0.324072717863491
"LRCH4",0.324
"FAM104A",0.323563824796668
"INTS14",0.323
"PLEKHM1",0.323
"SCN3A",0.323
"TPP1",0.323
"AC019205.1",0.322
"MCFD2",0.321
"PEA15",0.321
"SUGT1",0.321
"RGPD3",0.320913669088381
"SYT14",0.320284433222488
"ARHGAP32",0.32
"HMGN1",0.32
"AZIN2",0.319
"PAQR3",0.319
"PCBP4",0.319
"TMEM255A",0.319
"MYO5A",0.318948581358705
"NSUN4",0.318
"PTPRD",0.318
"PRPSAP2",0.317
"SCLT1",0.317
"TRA2A",0.317
"ZNF789",0.317
"KLHL29",0.316933808024095
"ANOS2P",0.316637894472626
"TTLL11",0.316376723198077
"CNTN4",0.316173501857657
"POGZ",0.316061217036523
"AP2A2",0.316
"CDC40",0.316
"MYCBP2",0.316
"PCDH9",0.316
"SNHG1",0.316
"URGCP",0.316
"FNIP2",0.315978467224823
"AC002470.2",0.315
"MTCL1",0.315
"IFNAR2",0.314913394083759
"NT5M",0.314491513685939
"NUP62",0.314
"TNRC6A",0.314
"TSC2",0.314
"C9orf78",0.313915686246228
"TGS1",0.313483436866458
"LRSAM1",0.313
"METTL22",0.313
"TRMT1",0.313
"KCNIP1",0.312144043099326
"WASHC2C",0.312065551291558
"DACH2",0.312
"FAM207A",0.312
"MIR124-2HG",0.312
"RCOR3",0.312
"AL049697.1",0.311916566051822
"ASB13",0.311748658627051
"BICRA",0.311385486243538
"RALGDS",0.311008383173924
"ANKRD13C",0.311
"GGCT",0.311
"SLC41A3",0.311
"SUPT7L",0.311
"ANO8",0.31
"COPS8",0.31
"GARNL3",0.31
"POMZP3",0.309518000198153
"SETD5",0.309
"ST6GAL2",0.308763394333176
"MCCC1",0.308
"MTIF3",0.308
"NME4",0.308
"ANK3",0.307861763290726
"DEDD",0.307533309119061
"CDK5RAP2",0.307
"DYRK1A",0.307
"MDH1B",0.307
"CLNS1A",0.306696691310327
"KHDC1",0.306459009604897
"ADAM23",0.306
"PSMB1",0.306
"RNF130",0.306
"SF3B3",0.306
"SGCE",0.306
"TTLL7",0.306
"ACBD5",0.305703209919643
"QKI",0.305157235618365
"ANKHD1",0.305
"MAP4",0.305
"PKP4",0.305
"THUMPD3-AS1",0.305
"CAP2",0.304422419530348
"PI4KB",0.304
"TOMM34",0.304
"KCTD2",0.3032398964776
"ANK1",0.303
"COPS7B",0.303
"LARP1B",0.303
"SF3B1",0.303
"STRN4",0.303
"TMX3",0.303
"NAV3",0.302166796985839
"AKR1C2",0.302
"CDKL2",0.302
"CRELD2",0.302
"GRM1",0.302
"SLIT2",0.302
"ANKDD1A",0.301858308530747
"SORBS2",0.301206249958688
"CLK4",0.301
"MAN2A1",0.300371902182217
"AP1S2",0.3
"GATD1",0.3
"PTPRZ1",0.3
"MAGI2-AS3",0.299092607030569
"UQCRC2",0.298972644935644
"AXIN2",0.298859966568571
"TBCA",0.298767618989586
"LMF1",0.298679208344472
"PHLDB1",0.298202547784673
"KLF8",0.297669965629817
"MAPRE2",0.297367118774818
"FBXO31",0.297318846309937
"TLN2",0.297198639915439
"FNBP4",0.296630302192836
"CYP2R1",0.296552300305099
"LLPH",0.296355583632016
"NR6A1",0.296244542628562
"VIRMA",0.295205404283827
"MASTL",0.294894991227335
"MTHFSD",0.29474119204295
"ZFR",0.294428927564395
"DET1",0.29355247635652
"C2orf15",0.292887178352465
"AP5S1",0.292557518077143
"CUL2",0.291254719376216
"ANKRD42",0.290783742923439
"STXBP1",0.290484355727041
"AC104009.1",0.290438751144204
"FOXD3-AS1",0.290014450404839
"PTPRS",0.289234598158052
"ANKMY1",0.289222915018903
"MIR4435-2HG",0.289104672722403
"FAIM",0.287101740983021
"LRP8",0.287045552571352
"LRRC27",0.285956024429702
"MACF1",0.285796745281309
"FAM122B",0.285303252890475
"RPS9",0.285140956900108
"RBCK1",0.285127790875109
"KHDRBS2",0.28480638226856
"CAMK2G",0.283324974129856
"TTN-AS1",0.28199177847162
"KIF1B",0.281563367442673
"UPF3A",0.280712701241519
"ZNF675",0.280514131600298
"LINC01572",0.28050282798059
"COA1",0.279994311814414
"OGG1",0.27941899548184
"AC093752.1",0.279401814414223
"EIF2AK1",0.278263484282639
"MRPL45",0.278251232202036
"CENPU",0.278042554581439
"ZNF334",0.27783407049593
"KLHL2",0.277812592688518
"TERF1",0.277471544243685
"THAP6",0.276972564613566
"PCMTD2",0.276631960946953
"IGSF21",0.276505676271524
"TRIOBP",0.275805564207968
"ENC1",0.275331005396184
"RPS27L",0.273509185521112
"HDDC2",0.273455697048955
"LONP2",0.272809208053782
"PKD2",0.272515959276346
"RABEPK",0.272353250071101
"CEP95",0.271742283300672
"EFCAB2",0.271132798973247
"FAM168B",0.270427099156529
"TMEM131",0.270082243331675
"DGKB",0.26945681711388
"KNSTRN",0.269007050123205
"CNNM2",0.268938155647452
"SLC20A2",0.268725423052065
"AMY2B",0.268154757381259
"KCTD7",0.267865725667663
"MEMO1",0.267656046073177
"CELF3",0.266743386529038
"PPP6C",0.266335342605172
"BPTF",0.266249882603805
"TTC39C",0.266228711944442
"ZNF548",0.266040784032294
"AC092683.1",0.265625404412185
"SKA2",0.265363881348805
"IKBKB",0.265028445703353
"ALDH6A1",0.264505119837967
"NTNG1",0.263993526237411
"PAAF1",0.263857152293037
"FANCC",0.263092564215812
"MANF",0.262708829373798
"LITAF",0.26259528790526
"TTPAL",0.262213899603811
"ZNF320",0.262178712467363
"PHC2",0.261555485351481
"EIF1AD",0.260539484398319
"CAMTA1",0.260355185515486
"RGPD8",0.260188868844807
"STAG2",0.258934016086839
"ANAPC10",0.258833067516648
"AMZ2",0.258466000369275
"RSPRY1",0.258136025876343
"ABLIM2",0.257857790767743
"ZBTB25",0.257515690395499
"KLHL28",0.257483418408977
"HECTD2",0.257413737515999
"CABYR",0.25687109082126
"TMEM50A",0.256534097453484
"ZBTB9",0.256428243468191
"ETV1",0.255515890165932
"BCL9L",0.255150563135916
"SDHAP1",0.254971770770841
"RBFOX1",0.254818962922442
"PPIP5K1",0.25429947172558
"OSCP1",0.253874776147811
"NELL1",0.253816644654807
"CDH18",0.253673427559124
"TACC1",0.253515074902854
"TBC1D30",0.253260676236895
"FKTN",0.25255246390212
"OGDH",0.252455906074923
"AMBRA1",0.252306671440272
"AP3B2",0.252295144815699
"RBFOX2",0.251875353174056
"TPT1-AS1",0.251779479031329
"CELSR3",0.251744463065513
"GAPVD1",0.25131810311186
"VPS35L",0.251214558404378
"ARID1B",0.25121019800295
"ATN1",0.250759668513947
"PKN2",0.250084846416703
