"","dPSI_iPSC_2060884.3700nM"
"VAV2",0.576111791334645
"ZMYM2",0.576
"PLEKHA1",0.569030000786892
"MMS19",0.568122928241578
"RGS3",0.567777240968343
"AP2A2",0.567
"CENPK",0.565
"AL358113.1",0.564738703838883
"RBSN",0.563
"ABHD13",0.562377715857238
"ADAM22",0.562
"GALNT11",0.561
"SNHG5",0.561
"TMEM50B",0.559
"PRPF39",0.557907373604711
"ZNF317",0.557552949586386
"TRIM27",0.557
"CMSS1",0.556
"PRKACB",0.555670173328281
"CCNH",0.553356274883111
"PPIP5K2",0.553178769380443
"DAAM1",0.552696380546741
"DNM1L",0.552
"MADD",0.552
"MDM4",0.552
"PTPRZ1",0.55
"MKLN1-AS",0.545569512960477
"ATP8A1",0.545
"SIPA1L1",0.544822314555032
"STK16",0.543
"PDXDC1",0.542
"NQO2",0.541
"AC011468.2",0.54054163597721
"NMRK1",0.540399001553351
"PIP5KL1",0.539711504638414
"NOP16",0.538
"PDLIM5",0.535
"CNOT1",0.534
"LRRC6",0.533804131536899
"IL6ST",0.532
"CRMP1",0.531289560500742
"CPSF7",0.531
"NPEPPS",0.53
"ARHGAP12",0.529
"AC020915.3",0.528885325883391
"ACIN1",0.527773973119375
"ZMIZ2",0.527
"ZNF585B",0.52619898869308
"DLG1",0.523
"FGFR2",0.522664458945248
"BCHE",0.522
"TASOR2",0.522
"UBN1",0.522
"M6PR",0.521930401232709
"SLC7A6",0.521
"ADCY3",0.52
"CCDC84",0.52
"BRD1",0.519
"MYO5A",0.518
"FUBP3",0.517
"ZFAND1",0.517
"SPPL2B",0.516893565039705
"SUN1",0.516
"USP42",0.515086827309144
"STRIP1",0.515
"NSRP1",0.514742336628442
"GULP1",0.514
"CLYBL",0.513954354148227
"UBE2L3",0.513438612297682
"UBAC2",0.513401552033843
"GDF11",0.512727909234682
"INO80",0.512
"KDSR",0.512
"MATK",0.510518925284731
"PRKDC",0.508484855162838
"FAM3A",0.50825649348514
"WNK1",0.508
"STIM2",0.507970467809729
"GTF2H2C",0.507691518046302
"ITGA7",0.507
"LINC01145",0.506676140611677
"EP300",0.506426544503891
"GLA",0.506
"TAF5L",0.506
"XPO1",0.506
"TAMM41",0.505862084886579
"NEDD4",0.505399004215735
"FAM126B",0.505213454869854
"PIK3R1",0.504379588905763
"LRRC8B",0.503623126932045
"SNHG21",0.501169350741439
"ARFGEF3",0.501104667866217
"LARP7",0.501
"SNHG16",0.5
"SLC44A2",0.499
"BX470111.1",0.498915399686658
"FAM220A",0.498694280301037
"PPOX",0.498
"PMS1",0.496
"BSDC1",0.495613122627681
"MARCHF8",0.494
"R3HDM2",0.493
"NFKB2",0.492825624617284
"POLDIP3",0.492
"ZNF530",0.492
"DPH6",0.491350570097221
"PPP1R12B",0.491293968962265
"ITPK1",0.489425998047417
"STX16-NPEPL1",0.488317642763625
"OGT",0.488
"PROSER1",0.488
"CPT1A",0.486021834721476
"MTIF2",0.485881058244677
"CARD8",0.485
"PLEKHA6",0.484580281533209
"ADAL",0.484
"AKR1A1",0.484
"UGT8",0.484
"USP45",0.484
"DNTTIP1",0.48311484449811
"GGCT",0.483
"TSPAN7",0.482
"AMT",0.481
"TARBP1",0.481
"MED13",0.48
"FP565260.1",0.479760148179556
"SLC38A1",0.479025931806004
"EML1",0.478
"ZNF598",0.476019273410803
"KAT6B",0.476
"SCO1",0.476
"FAM168B",0.475905643121813
"AC074091.2",0.475653374928835
"PAPOLA",0.474
"SLC25A16",0.473880881815864
"SYNE4",0.473
"CUL3",0.472212766359802
"PMS2P10",0.471857713851616
"PRMT9",0.470596919349801
"CEP41",0.470585414031149
"EEF1A1",0.469254384701443
"AXIN1",0.468
"SPIDR",0.468
"FARP1",0.467691308695093
"KIAA0753",0.467
"MYCBP2",0.467
"STRADB",0.467
"VILL",0.467
"RPS10",0.465998184485637
"ZNF665",0.465481619620239
"PHACTR2",0.465
"IFT80",0.464020160248853
"CDKAL1",0.464
"NSD3",0.462
"SUPT20H",0.461228936299809
"ASCC3",0.461018679608373
"LRSAM1",0.460549562435431
"PLEKHH3",0.460331274509908
"AC055811.2",0.459253422960767
"CCDC24",0.457
"COPS7B",0.457
"MACF1",0.457
"SMPD4BP",0.457
"TIA1",0.457
"SEPTIN7P2",0.456728497054966
"CD46",0.456
"DPM1",0.456
"USP9Y",0.455
"AC008581.2",0.454631969609915
"EGLN1",0.454
"MGAT5B",0.453
"PABPC1",0.453
"STAT2",0.45273508064836
"KHDRBS2",0.452676768247713
"B4GALNT3",0.452
"GRAMD2B",0.452
"MARCHF6",0.452
"AGGF1",0.451311078316472
"CENPI",0.450333611767111
"AC092718.3",0.450234097552245
"SNHG14",0.45
"GNG12",0.449886410913861
"SMARCA2",0.449360170400905
"IQCK",0.449
"TNFRSF12A",0.448630573520727
"UCHL1",0.448582388917465
"HLTF",0.448
"ELMOD2",0.447058790618879
"WDR11",0.447
"STK11IP",0.44655456143966
"EFCAB7",0.446508203014903
"SKP2",0.446284452182434
"PSMD13",0.446
"ZNF202",0.446
"CHD1L",0.445
"ING3",0.444267121596996
"SNX7",0.443243868702147
"TRDN",0.442632911557796
"BSCL2",0.442
"SMC5",0.441
"CD99L2",0.44
"CLEC16A",0.44
"CLN3",0.44
"DCAF17",0.439
"DDX58",0.438636929641442
"TRIM4",0.438468291797484
"EWSR1",0.438
"NUBP2",0.438
"SSBP1",0.438
"WNK3",0.437568893861676
"LSM14B",0.437
"UPP1",0.437
"FAIM",0.436930270078751
"TTC7B",0.434472195731146
"PLCB4",0.434286435475325
"HMGN1",0.434086156753844
"WDR90",0.434
"SREK1",0.433
"BICD1",0.432675848109829
"KIF1B",0.432427171782779
"BUB1",0.432400915238775
"SLC9A7",0.432256038363644
"ERC1",0.432097734565969
"ZNF43",0.431370937677925
"UBN2",0.431201529763147
"DZIP1",0.431
"LINC00960",0.430501937868305
"LINC02387",0.430293823125575
"PTCD2",0.430121970473165
"ADAMTS19",0.43
"CENPE",0.43
"CYBC1",0.43
"MARK2",0.43
"NCOA6",0.43
"ZNF548",0.42936861660615
"SNTG2",0.429292490731438
"ATG5",0.429
"GSTCD",0.429
"TET1",0.42822250109291
"AHSA2P",0.428
"SPIN3",0.427449134714838
"HUS1",0.427319882171075
"FLOT1",0.427
"NTM",0.427
"APTX",0.426
"CDK10",0.426
"GRB10",0.425
"RRNAD1",0.424880351242006
"GRID2",0.424188549408048
"ARHGEF16",0.424089358847446
"AC138894.1",0.424
"CAMKMT",0.423753139717588
"GOLGA2P10",0.423242145043836
"AP002784.1",0.422310606157623
"AC009412.1",0.422132463360732
"GLB1L3",0.422
"L3MBTL3",0.422
"SREBF1",0.421390456738978
"AC104304.2",0.421349349420877
"ARMC8",0.419462942028427
"UBAP2L",0.419397168038191
"EXOSC9",0.419
"POLB",0.419
"SNX14",0.419
"ERCC8",0.418
"ULK1",0.417835633517091
"ITCH",0.417704328389479
"SF3B3",0.417
"SLC9B2",0.416735248078618
"DNMT3B",0.416
"SYT14",0.415916338996989
"LRRN1",0.41581444082929
"SULT1C4",0.415513235190378
"MIA-RAB4B",0.415
"PPIL3",0.415
"NME6",0.414586730635565
"FBXO38",0.414
"CRTC2",0.413828484713851
"CYRIB",0.413378784561548
"AFMID",0.413
"SERGEF",0.412482643150241
"OARD1",0.411
"YPEL5",0.411
"SETX",0.409443015316681
"VCPKMT",0.40838908484155
"CDC42SE1",0.408
"FAM207A",0.408
"PAK1",0.408
"PIGL",0.407736005939461
"HDHD2",0.407459292568788
"DIS3L",0.407294307988263
"FAM161A",0.406
"TECPR2",0.406
"ZMYND8",0.406
"STXBP4",0.405492010508622
"JADE2",0.405
"TTC3",0.404111172951214
"ANKRD10",0.404
"CTTNBP2",0.402923858848448
"KLHL28",0.402781334856758
"GLYR1",0.402
"LRP8",0.402
"RIF1",0.402
"SLC25A51",0.401022877805139
"CFAP410",0.401
"SEMA4A",0.401
"SYNGAP1",0.401
"TRAF2",0.400539310854981
"KIF5C",0.400134789795842
"ASAP2",0.4
"TNPO3",0.4
"KIF13A",0.399987526404788
"ANAPC10",0.399952166290906
"ZNF512",0.399579015510468
"LRRCC1",0.398089394669311
"DYRK1A",0.398
"MAGI1",0.398
"USB1",0.397
"PPM1B",0.396394020917911
"ATG4A",0.396327048260825
"CAP2",0.396
"SLX4",0.3954780866148
"BCLAF3",0.395
"RBM39",0.395
"SLC44A1",0.395
"ZSCAN25",0.394556140203371
"SGMS1",0.39367205173284
"TIMM50",0.393
"GLI4",0.392611733328607
"CREBZF",0.392611480471164
"ADAM17",0.392
"IL17RB",0.392
"RMND5B",0.392
"CCDC150",0.391752049970926
"FLCN",0.391090233468923
"ADAMTS16",0.391
"METTL22",0.391
"ZGRF1",0.390947914117211
"RCC1",0.390586575701897
"WDR91",0.390314276624201
"PSMB1",0.390052017405013
"MAN2C1",0.39
"RSRC2",0.39
"ZNF415",0.39
"NPHP4",0.389701902770715
"AC013717.1",0.389690363738516
"AC245060.7",0.389485141201798
"DDX18",0.389
"DHX57",0.389
"ZFYVE26",0.389
"ZNF75A",0.389
"GAPVD1",0.388847008107304
"SPIRE1",0.388674649282613
"CEP72",0.388133511027997
"KTN1-AS1",0.388016138578392
"PNISR",0.388001851188151
"AL157778.1",0.388
"SETD5",0.388
"ZNF519",0.388
"GPM6B",0.387370130468465
"TIMMDC1",0.387268840780196
"DPYSL3",0.387117354654371
"PARP6",0.387
"NIPSNAP2",0.386956737408786
"KPNA5",0.386739942611779
"GRB14",0.386
"FHL2",0.385516148405509
"BAZ2B",0.385
"NEURL4",0.385
"BIRC6",0.384
"P2RX5",0.384
"SIN3A",0.383793520198842
"RIC1",0.383057237446797
"MAPK9",0.383
"DTWD1",0.382183543694126
"KIF23",0.382
"LTBP4",0.382
"TC2N",0.381777048259873
"AGAP1",0.381760492602837
"ASPSCR1",0.381534754633955
"FAM193A",0.38037802203702
"TPT1-AS1",0.380281598059632
"NPHP3",0.38
"LARS2",0.379877285590892
"ATF6",0.379231852916194
"ABCD4",0.379
"AL392172.1",0.379
"DRG2",0.379
"NASP",0.379
"TNRC6C",0.379
"ZNF175",0.37867904158068
"CCNB1IP1",0.378395147420465
"LINC01128",0.378
"ZNF638",0.378
"ZNF529-AS1",0.377018901532479
"ACAP1",0.377
"LPCAT4",0.377
"TSSC4",0.377
"ARVCF",0.376983770832416
"CEP57",0.376
"TUBD1",0.376
"ZNF268",0.376
"NEMF",0.375568483233202
"IMPDH1",0.37546524554625
"KLHL7",0.375096300645776
"HYOU1",0.375
"PBX3",0.375
"TOE1",0.374272057863274
"BUD23",0.374
"NGLY1",0.374
"RTEL1",0.373957223213292
"FMNL2",0.373
"PDCD10",0.373
"C1orf21",0.37294260667177
"DOCK1",0.372710758090867
"MAP4",0.372
"FIGNL1",0.371
"CDCA4",0.370815040750974
"PPIE",0.37
"ZNF215",0.37
"ZNF518A",0.37
"PTCH1",0.36942746214683
"ABL2",0.369063749518789
"CDR2L",0.368125672768665
"KDM6A",0.368
"SALL4",0.368
"SLC33A1",0.368
"TMEM18",0.368
"TNRC6A",0.368
"FIP1L1",0.367241433267927
"ZKSCAN7",0.367
"KTN1",0.366699595594267
"HROB",0.366
"KANSL3",0.366
"CYP2S1",0.365
"PRKAB2",0.365
"QKI",0.365
"ANKRD9",0.364
"GORASP1",0.364
"SLC30A6",0.364
"ZFR",0.363310289335227
"IGF2BP3",0.363149487633469
"KIAA1191",0.363
"KMT2C",0.363
"NME4",0.363
"PEAK1",0.363
"SAFB",0.362555639669218
"BECN1",0.362
"R3HDM1",0.362
"RAN",0.362
"TRAF4",0.362
"TRIM16L",0.362
"KNL1",0.361875516447801
"CDC14B",0.361
"EXOSC10",0.361
"SENP5",0.361
"LETMD1",0.36
"TRIM16",0.36
"NF1",0.359570537400032
"DDX47",0.359
"FAAP20",0.359
"NKTR",0.359
"PCNX4",0.359
"MRPL45",0.358633577625347
"DUS4L-BCAP29",0.358175471635869
"ADA2",0.358
"AL360181.3",0.358
"EPB41L2",0.358
"HNRNPH1",0.358
"ICMT",0.358
"LINC00467",0.358
"MORF4L2",0.358
"NEPRO",0.358
"RNH1",0.358
"DIPK1B",0.357519823862328
"PCSK7",0.357
"CCNT2",0.356687346912191
"MLLT10",0.356550674709561
"TGS1",0.356209341493833
"CCDC82",0.356
"ENTPD6",0.356
"IRF7",0.356
"ULK3",0.356
"ZKSCAN3",0.356
"MKNK1",0.355929477277826
"PRPF40A",0.355928752614557
"SCMH1",0.355232947159027
"ATP11B",0.355
"TARBP2",0.355
"TAZ",0.355
"GK5",0.354
"GPATCH4",0.354
"FASTK",0.353943459326491
"FP236241.2",0.353641905724994
"DENND5A",0.353
"FAHD2A",0.353
"IL17RA",0.353
"PVT1",0.353
"SH3YL1",0.353
"TBRG1",0.353
"TRMT2B",0.353
"LRIG1",0.352733026237572
"DYNC1LI1",0.352468069082609
"DLGAP4",0.352
"EPB41",0.352
"FAT4",0.352
"AC093752.1",0.351676398827532
"CLCN6",0.351
"HERPUD1",0.351
"ZNF195",0.351
"CNOT3",0.350779576608884
"PXYLP1",0.350404158022899
"TTC28",0.350299728015319
"DERL3",0.35
"MBD1",0.35
"SKP1",0.35
"TFDP1",0.35
"RPA1",0.349772377250273
"CUZD1",0.349
"TMEM263",0.349
"RYR1",0.348047158133379
"DDX39B",0.348
"PRUNE1",0.348
"STXBP1",0.348
"CASP2",0.347800680244641
"AC245060.4",0.347784213513048
"HNRNPDL",0.347343073907787
"GNAL",0.34704266249584
"NUP62",0.347
"SLC37A4",0.347
"FLT1",0.346536879455516
"ZNF404",0.346502109160242
"OGFOD2",0.346368875526092
"DIAPH2",0.346061750088657
"ACOX1",0.346
"CASK",0.346
"DTWD2",0.34576336670226
"DNM2",0.345
"NUDCD3",0.344274444416866
"CPNE1",0.344
"DPF1",0.344
"FNIP2",0.344
"RPL7L1",0.344
"EVL",0.343683241398864
"FAM219B",0.343
"NUP214",0.343
"OLMALINC",0.343
"RFFL",0.343
"SLMAP",0.343
"ZNF687",0.343
"AGO3",0.342485302476506
"DBF4B",0.342
"HEPH",0.342
"TSC1",0.342
"KCNT2",0.341949986187771
"GLUL",0.341045702729207
"AC068205.2",0.341
"GMPR2",0.341
"INTU",0.34
"TONSL",0.34
"BANP",0.339288232434187
"FERMT2",0.339
"STK19",0.339
"SERP2",0.338509667586646
"KIF21B",0.33805383416704
"COP1",0.338
"GABBR1",0.338
"CBWD5",0.337577120539279
"RAB4B",0.337410452648995
"MIR4435-2HG",0.337
"RIPOR2",0.336565397402016
"ADD1",0.336073918308211
"PPIP5K1",0.335470355978894
"ARHGEF7",0.335
"CCDC18",0.335
"DGKZ",0.335
"MACROH2A1",0.335
"SKA3",0.335
"ENOSF1",0.334
"SLC35B1",0.334
"CPT1C",0.333
"NBR1",0.333
"SNHG1",0.333
"CTC1",0.332
"NDUFAF7",0.332
"NOD1",0.332
"PCID2",0.332
"TULP1",0.332
"ZNF266",0.332
"KIAA0930",0.331522484351046
"TMSB4Y",0.331105111272116
"TAF6",0.331080801553717
"PGAP2",0.331
"BAZ2A",0.33
"DYRK4",0.33
"NDUFAF6",0.33
"WSB1",0.33
"STRN",0.329785581249574
"AKAP8L",0.329
"MEAK7",0.329
"ROBO1",0.329
"SCARB1",0.329
"AC118549.1",0.328
"MANBAL",0.328
"SGCE",0.328
"TERT",0.328
"LRRC8D",0.327995240119261
"MLH1",0.327879099572809
"CHD2",0.327745236944661
"TXNL4B",0.327599098515934
"CEP70",0.327
"UNC13A",0.327
"SQSTM1",0.32673258652027
"TCF20",0.326340002564934
"OSBPL3",0.326288217947897
"AC010522.1",0.326
"CUL7",0.326
"RPP30",0.326
"RSPO4",0.326
"SCLT1",0.326
"ZNF559",0.326
"ZNF585A",0.325802624159811
"BCOR",0.325
"CDON",0.325
"FIRRE",0.325
"PALM2AKAP2",0.325
"SLC36A4",0.324904377162959
"XRRA1",0.324293529503323
"KCNN2",0.324065078257708
"EXO1",0.324037780473953
"GATD1",0.324
"ICAM3",0.324
"NF2",0.324
"SLC43A3",0.324
"ARHGAP27",0.323965056279148
"PHF7",0.323329695640842
"SSH2",0.323223263775218
"HDAC10",0.323179354293734
"CD40",0.323
"CYP27C1",0.323
"FRG1CP",0.323
"STK40",0.323
"PEX5",0.322808216986698
"ADARB1",0.322110539275797
"EDRF1",0.322
"KDM1B",0.322
"NBEA",0.322
"PKP4",0.322
"PRORP",0.322
"SFXN4",0.322
"ZNF518B",0.321832907989709
"ATF2",0.321
"CCDC15",0.321
"CHCHD7",0.321
"EIF4G1",0.321
"GSS",0.321
"POGZ",0.321
"PPHLN1",0.321
"PTGR1",0.321
"ZNF197",0.321
"CCNYL1",0.32
"DENND1A",0.32
"TMEM41A",0.32
"TTC31",0.32
"WASF1",0.32
"RAD52",0.319786431228944
"ELMO2",0.319
"PTPRS",0.319
"WDR62",0.319
"GCC2",0.318856096464578
"CDIP1",0.318658909832674
"SCYL2",0.318303037092784
"RSPRY1",0.318095874520925
"DDX27",0.318
"G6PC3",0.318
"GLT8D1",0.318
"IQCB1",0.318
"ODF2L",0.318
"STRN3",0.318
"TEAD2",0.318
"TRPM4",0.318
"UBE2I",0.318
"CDK18",0.31790948038271
"EPN1",0.317428307167211
"RARS2",0.317378340585839
"CTNS",0.317
"FAM133B",0.317
"FAM193B",0.317
"PPRC1",0.317
"SART3",0.317
"WDR19",0.317
"NCKAP5L",0.316386482580666
"SEPTIN11",0.316359511196616
"AC132008.2",0.316
"CNOT2",0.316
"MAT2B",0.316
"METTL23",0.316
"MGA",0.316
"SRRM1",0.316
"MBD5",0.31551256159902
"EFNA3",0.315183043887691
"CERS4",0.315
"CPPED1",0.315
"FKTN",0.315
"ZNF428",0.314580338394235
"CYP2R1",0.314174512078349
"ENTR1",0.314
"SLC25A17",0.314
"EXOC3",0.313569545293787
"TRIOBP",0.3131852835292
"OSGEPL1",0.313
"STAT6",0.313
"UTP4",0.313
"BRCC3",0.312
"COPS7A",0.312
"ETAA1",0.312
"LRRC2",0.312
"PARD3",0.312
"POM121",0.312
"TMCC1",0.311463364951382
"ZGPAT",0.311281815684064
"INPP5K",0.311018929335227
"ITPA",0.311
"MCCC1",0.311
"CDK11A",0.310877930356374
"ZNF542P",0.31033928793205
"AC114490.2",0.31
"BBX",0.31
"PCNT",0.31
"PLEKHG2",0.31
"WDR27",0.31
"ZNF384",0.31
"CBWD3",0.309911503055278
"GGA1",0.309859731535076
"ZNF605",0.309753221736301
"TRIML2",0.30949760131853
"FBXW11",0.309
"MTG1",0.309
"PPP1R37",0.309
"SFT2D2",0.309
"SLC25A36",0.309
"LGALS8",0.308903731450417
"HPS1",0.308339824699547
"ESPL1",0.308318866722063
"DPY19L3",0.308
"EYA3",0.308
"MPDZ",0.308
"PCNX2",0.308
"RUFY3",0.308
"TRMU",0.308
"TULP3",0.308
"RBM27",0.307972335360682
"IGSF3",0.307393427664933
"TRAFD1",0.30714550727241
"AKAP9",0.307
"CEP95",0.307
"HMGXB4",0.307
"PXN",0.307
"SIDT2",0.307
"SKA2",0.307
"ODF2",0.306917768219446
"PTPRN",0.306128360694527
"ALKBH3",0.306
"FAM13B",0.306
"IMPA1",0.306
"DBT",0.30589692616608
"CEP164",0.305308650607542
"ACACA",0.305
"ANKS3",0.305
"FXYD5",0.305
"HUWE1",0.305
"MRPL39",0.305
"NCSTN",0.305
"TENT2",0.305
"UNC13B",0.305
"VIPAS39",0.305
"JARID2",0.304584381815723
"UBE2Q2P2",0.304267733165351
"BAZ1A",0.304
"CNTRL",0.304
"FANCA",0.304
"TBC1D8",0.303368447489973
"ARMC6",0.303
"RABGGTB",0.303
"TTC23",0.303
"VPS29",0.303
"C14orf119",0.302651090118913
"CENPA",0.302
"PHPT1",0.302
"ATAT1",0.301
"C14orf93",0.301
"DMPK",0.301
"TRAIP",0.300873666306521
"ZNF177",0.300662895852649
"CROCC",0.30053096870984
"ARHGEF11",0.3
"ATXN2L",0.3
"CALD1",0.3
"CCNL2",0.3
"CHST6",0.3
"EME1",0.3
"GSTO2",0.3
"KIF21A",0.3
"POLQ",0.3
"SNHG17",0.3
"TBC1D22A",0.3
"IVD",0.299084603752551
"GUSBP11",0.298655502445533
"ZNF696",0.297674538928569
"ZSCAN12",0.297632351842708
"FAM86EP",0.297111842081646
"PLA2G4C",0.29683786421924
"NUDT6",0.29672835945858
"ALG13",0.296371550253424
"SNIP1",0.296209953104022
"MPST",0.29574825988951
"CPT1B",0.2955861286757
"OLFM2",0.295584733010841
"CDK11B",0.295529809454496
"LINC00458",0.295336502396735
"APOC1P1",0.294913668917278
"ZNF76",0.294906793622844
"MCF2L",0.294436386380043
"DHRS1",0.294263777070283
"CSE1L",0.294166632657562
"MYNN",0.29400087786336
"KIF3A",0.293438045881126
"PCM1",0.292689001992629
"LINC00649",0.292660358327456
"ANAPC1P1",0.292372814417455
"HPS4",0.291570456358651
"PIFO",0.291347600314735
"IGSF9B",0.291193970538922
"PCMTD2",0.291175129540505
"FRG1HP",0.290757500186047
"KIAA0232",0.290396041146977
"MIB2",0.29037808455403
"APBB2",0.290333112187859
"AC009053.2",0.289478021464539
"ACVR1B",0.289470769302395
"CPEB4",0.289245568077946
"ST7",0.289242528957532
"ARRB1",0.288713282084071
"LATS1",0.287814959136469
"MANF",0.287623648955511
