"","dPSI_NGN2_2006152.150nM"
"KIF21A",0.293459057601355
"MRPL39",0.288612129828218
"LUC7L3",0.287157288893689
"RAB2B",0.284923376707008
"HSD17B4",0.282165220845989
"VAV2",0.28002990876867
"IFT57",0.274983925163619
"NLN",0.274007537129597
"LNPK",0.272969888045874
"UBAP2L",0.269330835978301
"MDN1",0.263561588307386
"CEP57L1",0.263287289130182
"CCNT2",0.259210402193654
"FBXL16",0.258585637560674
"SH3YL1",0.2565689527518
"ERRFI1",0.254433302748216
"AVL9",0.253349179874466
