"","dPSI_NGN2_2059811.261nM"
"AC010538.1",0.510421217387668
"PPIP5K2",0.509708518829707
"ZNF169",0.50961002087777
"NUTM2A-AS1",0.507
"TAF2",0.506
"TENT2",0.505812228761852
"ELMO2",0.505
"RAP1A",0.505
"WSB1",0.501
"LINC02210",0.498160813027148
"STXBP5L",0.496789297313393
"ZNF585B",0.496285259430846
"FGD4",0.495
"ARPP21",0.492875723450767
"HPS5",0.486585569265142
"ENOX1",0.485645794013684
"SPPL2B",0.484740938065461
"MAST4",0.482819786700268
"CDC40",0.480500731833992
"LMAN2L",0.476
"FBXO7",0.475
"LUC7L3",0.47461111743324
"PPHLN1",0.473
"UBAP2L",0.472834614984331
"PRKG1",0.471489416757153
"SNHG16",0.47
"DLGAP4",0.469
"SGCZ",0.464569830940498
"PIK3CD",0.463221546118452
"STRN",0.462342136399212
"CYLD",0.460894441622561
"LARS2",0.459
"TSPAN2",0.457317001859504
"COG3",0.456
"SOS2",0.454
"DDX50",0.45259781710845
"CYTH2",0.452432396856085
"GPHN",0.452046045734077
"CDC42BPA",0.452
"AC044860.1",0.451825424651442
"FNIP2",0.451109380583074
"PITPNB",0.448374205287126
"EIF2D",0.448
"AC114490.2",0.447860697971274
"NSUN4",0.445157495154738
"TNFRSF25",0.444442435627895
"SULF1",0.442653987375909
"SERGEF",0.442
"AGPS",0.441486040568078
"FAM86B2",0.441344616850937
"GRIA1",0.441083551419691
"ZNF618",0.437
"ADGRL1",0.43616260886575
"OSBPL5",0.434038739952613
"ECM1",0.433906178632527
"NUDT22",0.433
"LNPK",0.432245508391614
"DCAF17",0.43
"C19orf47",0.429875891635091
"DOCK3",0.4297198984017
"PRPF39",0.428953614341826
"RUNDC3B",0.424
"GLRB",0.42
"STRN4",0.417
"ZMIZ2",0.415
"SREK1",0.414
"PTPRT",0.412611081372956
"CACNA1H",0.412
"BICRA",0.410523560305746
"CCDC18-AS1",0.41
"AC138894.1",0.409
"PEPD",0.409
"SLC7A6",0.409
"ERC1",0.408165870520783
"MORN1",0.404157103766172
"ABHD10",0.403458991857741
"HAUS3",0.402822180241292
"CLN3",0.402
"COPS5",0.401224259338315
"NAPA",0.401
"FER",0.400965644409414
"DYRK1A",0.4
"AKAP9",0.397601267054253
"VPS29",0.395214007423993
"PDS5B",0.393881224292059
"WASHC4",0.387564762308766
"VPS13A",0.385856344103619
"BLMH",0.385297047090553
"CHORDC1",0.385
"TP53INP1",0.384689783112626
"CDH18",0.381680908519862
"PIK3R1",0.378606613122223
"MAN1A2",0.377955284490823
"PRUNE2",0.377
"SETX",0.376961433553329
"TPGS2",0.376
"CEP164",0.375
"SKP1",0.373
"SSR1",0.37154718690957
"CHROMR",0.371
"NLGN1",0.370375137372479
"CHD9",0.37
"OTUD7A",0.368766518009786
"WDR37",0.368
"MLLT10",0.367586247294228
"CLTC",0.367243046203837
"FAM161A",0.364229038433204
"ADAM17",0.363
"PDXDC1",0.363
"KCNT2",0.36
"WNK3",0.35813245147711
"MSL3",0.358
"ANKRD13C",0.355434946272693
"MFF",0.353
"TRAPPC13",0.353
"KLHL4",0.352
"ULK1",0.350112150205732
"MMS19",0.346718116421701
"CCDC88A",0.346
"FAAP20",0.346
"SUPT20H",0.345
"DENND5A",0.344
"PARN",0.344
"ZNF767P",0.343
"VSTM2L",0.341850704023921
"EXOC6B",0.34
"LRRC37A4P",0.33611196855622
"TMEM131",0.332738065984433
"TAF1",0.332291128358976
"TRIM27",0.332
"TSPAN7",0.332
"RBCK1",0.33066197860318
"SCO1",0.33
"VIPAS39",0.32981972544581
"TMEM91",0.329
"SYN3",0.328538815227284
"TAF5L",0.327
"HMGN1",0.326
"STAG3L5P-PVRIG2P-PILRB",0.326
"RAB2B",0.325242114284202
"CMSS1",0.324790603670735
"CALU",0.324
"TTC7B",0.323442858820924
"MGRN1",0.321
"AL157778.1",0.320102805987546
"COPS7B",0.318
"ANKS1B",0.317698827827503
"SCLT1",0.317
"STRN3",0.316
"ZNF85",0.315
"KLHL1",0.312954371733988
"FAM110B",0.311
"C2CD5",0.310947729665656
"AL353743.1",0.31
"ACVR1B",0.309
"HMOX2",0.309
"YPEL5",0.309
"GGCT",0.307
"MYCBP2",0.307
"RNF130",0.307
"RERE",0.30698500104895
"TNPO3",0.306513887234819
"OBSL1",0.306
"DGCR5",0.303
"ATP7B",0.302
"MIR124-2HG",0.301
"DCUN1D4",0.3
"DNAJC27",0.298687287493231
"IGSF3",0.296287047293236
"NPEPPS",0.295576798024115
"NLN",0.294536044415704
"SPRYD7",0.294142026857956
"FAIM",0.290543156686526
"FASTKD2",0.28890010732645
"SLC46A1",0.287774344853712
"DCBLD2",0.285996473798304
"TCF12",0.280776503531073
"AC104009.1",0.280358532096546
"SGK1",0.279447098908088
"CCNT2",0.27744705535067
"TNRC6A",0.275361891452079
"VDAC2",0.273463176250415
"TMEM214",0.27094581081405
"CD47",0.268786729836708
"FAM174C",0.264287912140216
"KIF1A",0.262051674197938
"TET1",0.260228492510613
"CEP41",0.259017968714761
"FUCA1",0.257418963135962
"FBXL16",0.256897188714422
"ARMH3",0.255890300053561
"APBB2",0.255255120376425
"UNC13A",0.250961994503399
"PNISR",0.250444037916347
