,minpadj_maxPdPSI_LMI070_01x,dPSI_LMI070_01x,minpadj_maxPdPSI_LMI070_03x,dPSI_LMI070_03x,minpadj_maxPdPSI_LMI070_10x,dPSI_LMI070_10x,minpadj_maxPdPSI_RG7916_01x,dPSI_RG7916_01x,minpadj_maxPdPSI_RG7916_03x,dPSI_RG7916_03x,minpadj_maxPdPSI_RG7916_10x,dPSI_RG7916_10x
AAR2,0.930810644257206,0.0135554179663145,0.85696082504579,0.0162732788221047,0.937891862373874,-0.0161240342502328,0.8744373392279,0.0553885258014355,NA,NA,0.932052311707107,0.0294434784578785
AARS,NA,NA,0.387371372540317,0.0297820125222679,0.424305383360782,0.0291404227873462,0.918713971084962,-0.01174379855556,0.849461720279666,0.0177859884438968,0.578231680603286,0.0280170639707357
AARS2,0.825806731925007,0.0710587350308254,0.188709117886077,0.132717521394097,0.809197742653644,0.0362867850214276,0.8744373392279,0.0641165119938008,NA,NA,NA,NA
AARSD1,0.703782540265891,0.0425119086816974,0.555086550244092,0.0212183562209448,NA,NA,NA,NA,0.199084525858,0.071,NA,NA
AASDH,0.640496204172,-0.075,0.704103718027,0.108,NA,NA,0.388717715454,0.127,NA,NA,0.0117680508214,0.17
AASS,NA,NA,0.546358325468,-0.012,0.286461060322308,0.12300547380017,NA,NA,0.703360534741,-0.012,0.917754295138598,0.0286761622750981
AATF,0.759015222541959,0.014549109622869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABC12-49244600F4.3,0.116860737437,-0.246,0.826687065083319,0.0855802713935892,0.459632276939,-0.27,NA,NA,NA,NA,0.892237169502032,0.119617623974342
ABC7-42389800N19.1,0.604714441203877,0.0840417279364596,0.60262352069481,0.101115783758034,0.894209654815026,0.047197228039713,NA,NA,NA,NA,NA,NA
ABCA1,NA,NA,NA,NA,0.0208537306541,-0.143,NA,NA,NA,NA,NA,NA
ABCA2,0.77567820095,-0.013,0.50313650256,-0.015,0.761657694572,-0.028,0.652121101687,-0.012,0.0886565192538,0.036,0.752917334295253,0.0278512569428935
ABCA5,NA,NA,NA,NA,NA,NA,0.260579160759,-0.145,NA,NA,NA,NA
ABCA6,NA,NA,0.632332383794596,0.060487529136464,0.106010354023958,0.0184222814700624,NA,NA,NA,NA,0.417247345362103,0.0809794227981945
ABCA9,NA,NA,0.909823595083,0.04,NA,NA,NA,NA,NA,NA,NA,NA
ABCB10,NA,NA,NA,NA,NA,NA,0.8744373392279,0.0414635658870523,NA,NA,NA,NA
ABCB6,0.478470108491106,0.043123176027005,0.500509494785,-0.054,0.787906560650456,0.0870821750033814,0.911729190054187,0.0536408167306718,NA,NA,0.584764893499756,0.0693161880969325
ABCB7,0.852148150430249,0.0827187450693191,NA,NA,0.901072586687915,0.0724473126871684,0.8744373392279,0.062101332826224,NA,NA,NA,NA
ABCB8,0,0.576,0,0.836,0,0.836,0.506046848063,0.035,0.0229631853946,0.082,1.07170412895e-12,0.211
ABCB9,0.318517012973,0.261,0.366963579017,0.132,NA,NA,NA,NA,NA,NA,0.478251393677,-0.234
ABCC1,0.763252478186361,0.0345146424925642,0.591482153820692,0.0337590892935766,0.108687561984852,0.0612407508596528,0.8744373392279,0.0239641590863924,0.310675537636,-0.039,0.359844163927,-0.033
ABCC10,0.251729022833594,0.0823284998500938,0.581299004736,-0.054,0.632894016844191,0.0539316489311034,0.8744373392279,0.0398993312787745,NA,NA,0.67249485248952,0.0643572215138327
ABCC3,0.763252478186361,0.102284749583636,0.704984541261036,0.101964744978954,0.822315622194,-0.068,0.755705649264,-0.076,0.845767777737781,0.0647895556297134,0.201506954938094,0.145662094120582
ABCC4,0.874590824729473,0.0994631349733837,0.7129326106394,0.067572395528766,0.765720685735272,0.0265588281900031,NA,NA,0.908189676854647,0.0336158361189279,0.922359623019028,0.01471742075564
ABCC5,NA,NA,NA,NA,0.567026400261,-0.177,0.146605098422,0.086,NA,NA,0.07200764677,0.143
ABCD3,0.815172562642366,0.0252009187844451,0.864632933886119,0.0579161543872665,0.750565265288771,0.0993423389284807,NA,NA,NA,NA,0.637897062279428,0.0993325523171785
ABCD4,0.532811375953,0.11,0.288968459265,-0.035,0.127869564701,-0.027,0.669164246338,0.028,0.565153731951,0.067,0.288215890376,0.055
ABCE1,0.882347083661112,0.0108361995250261,0.671153310937589,0.0358627096528371,0.934099868531608,0.0148961300523556,0.91708839351838,0.0137288331195776,NA,NA,0.919821060444893,0.0279672915261191
ABCF1,0.767696115705646,0.0731103690937387,0.948721714083729,0.0245348789309434,0.80528662081412,0.0512053021223361,0.8744373392279,0.0816563594886252,NA,NA,0.936346333717322,0.0485877647167894
ABCF2,0.939628494850056,0.0163950820958693,NA,NA,0.915022870656729,0.0130993644239548,NA,NA,NA,NA,0.938071984053604,0.0184762871219264
ABCF3,0.842697290109,-0.016,0.55939125191807,0.0175835332307874,0.681399216483,-0.016,0.652121101687,0.021,0.42189245499,0.025,0.30773576959,-0.044
ABHD10,0.756246409083908,0.0414294516105745,0.000849497496045,0.076,4.01705823212e-08,0.122,NA,NA,0.00247900101131,0.072,9.25562656824e-14,0.223
ABHD11,0.93604285834617,0.0458799505090042,0.885726117565,0.065,0.574830355341028,0.0605141236717009,NA,NA,NA,NA,NA,NA
ABHD12,0.780458768745175,0.0251061797981055,0.833631064355068,0.0209206142286356,0.493624131608734,0.0379036793954322,0.8744373392279,0.0376316641215415,0.937691493610437,0.0287048137694246,0.144976142971862,0.0418845421650738
ABHD14A-ACY1,0.237875038451,-0.034,0.849550727672008,0.0544568566871358,0.21711385089,-0.032,0.775051870535,0.019,0.750268639884,0.011,0.2405157144,0.016
ABHD14B,NA,NA,0.389240368875,0.081,0.895514142934633,0.0167062282546653,0.741299996121,0.071,0.56706778721,0.109,0.801171076047565,0.0327175842755497
ABHD16A,0.823708087545937,0.0707625322122856,0.765824467306,0.012,0.389596343614,-0.018,NA,NA,NA,NA,0.525267721213,0.037
ABHD17A,NA,NA,0.664864540928,-0.047,NA,NA,NA,NA,NA,NA,NA,NA
ABHD18,0.42206542052,-0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABHD3,NA,NA,0.778416375135,0.19,NA,NA,NA,NA,NA,NA,NA,NA
ABHD5,0.815478562518628,0.0231929653439406,0.830727920789212,0.0189072672900266,0.372173987628913,0.03209500983527,0.91708839351838,0.0218935850358211,NA,NA,0.942739892725959,0.0199954197046383
ABI1,0.720055888880674,0.0114089778200911,0.510674414863541,0.0806680595892722,0.856130343838863,0.0427767971046409,NA,NA,NA,NA,NA,NA
ABI2,0.604829695926,0.035,0.515644956297,0.039,0.822065269745,-0.059,0.8744373392279,0.0160708915757545,NA,NA,0.8125367556,-0.041
ABI3BP,0.102231919904,0.116,0.0947877714985,-0.122,0.608258880434453,0.0745418930881941,0.032715746271,0.169,0.503235083703,0.082,0.348582964555,0.178
ABL1,0.763252478186361,0.0105705077680202,0.633785638206363,0.0678278337308528,0.802681927752957,0.0574355482023166,NA,NA,NA,NA,NA,NA
ABL2,NA,NA,0.928071440325061,0.0564624063186376,0.588918048658808,0.0333224387080176,NA,NA,NA,NA,NA,NA
ABLIM3,NA,NA,0.411237579393098,0.0265546566569721,0.781056248504376,0.0470961950490301,0.907166879388679,0.0227301879430315,0.845767777737781,0.024767221407688,0.941395563612667,0.0281336399687042
ABR,0.297140443231135,0.0908130385339398,0.714415195014035,0.0174249947950766,0.803413969248541,0.0542623712643141,0.921604298818497,0.0140091949528828,0.937691493610437,0.0218198735516034,0.932052311707107,0.0200537584090149
ABTB1,0.605710442821,-0.075,0.774569423358496,0.0753965864870896,0.109179453927,-0.108,0.8744373392279,0.0202764228625344,0.152887853862,-0.117,0.675857019700316,0.0594443771216041
AC002055.4,0.763252478186361,0.0403204220217361,0.601559332418,0.102,0.286461060322308,0.0308087967249668,0.8744373392279,0.031607714345242,NA,NA,0.928868196600378,0.0470444101557221
AC002116.8,NA,NA,NA,NA,NA,NA,NA,NA,0.794414953281,0.044,NA,NA
AC003029.1,NA,NA,NA,NA,0.237582533263,-0.074,NA,NA,NA,NA,NA,NA
AC003665.1,0.908614336602849,0.0496662336534077,0.877054757403778,0.0240958262140658,NA,NA,0.8744373392279,0.203670146711757,0.891995686275627,0.055877572537184,0.85684914822676,0.101277042880344
AC004381.6,NA,NA,NA,NA,0.431975512332,0.134,NA,NA,NA,NA,NA,NA
AC004383.4,NA,NA,0.842005992987367,0.0732563524227515,NA,NA,NA,NA,NA,NA,NA,NA
AC004696.2,0.854882113319938,0.0388834743514901,0.944306452180377,0.0468439619944555,NA,NA,NA,NA,0.916606033132827,0.0528624213133563,NA,NA
AC004945.2,0.484264253529653,0.0597781406232136,0.0827727995645091,0.102006766507217,0.136638644065564,0.0907116467556148,0.253692907989,-0.08,0.893422980799567,0.0341221842412829,0.627546820699461,0.086358108473978
AC004967.7,0.79467895039907,0.0793626457531096,0.727026553094877,0.0572722638966225,0.84687919557161,0.0405861761213929,NA,NA,0.801398943202131,0.0774636718285426,NA,NA
AC005154.6,0.888634617146491,0.0782194994862599,0.265843241184,0.12,0.279779066517,0.105,0.0122463827444,0.337,NA,NA,0.354482436183,0.118
AC005301.5,0.00378109474446,0.337,NA,NA,0.0309791646507,0.242,NA,NA,0.144932975536,0.232,0.646872536342422,0.0884663964125587
AC005301.9,NA,NA,0.932428513326,0.136,NA,NA,NA,NA,NA,NA,NA,NA
AC005332.1,0.773342090985464,0.0311248336801083,0.752912485330055,0.0308729944494386,0.838786746150361,0.0863965880251493,0.8744373392279,0.0621107700530002,0.901746642630968,0.0774017971854442,0.828753657198811,0.05520282349998
AC005562.1,NA,NA,0.562928693216,0.128,0.549614453125,0.122,NA,NA,NA,NA,0.528527498041,0.12
AC006014.7,0.00993136729949,0.264,NA,NA,NA,NA,NA,NA,0.0211494633173,0.293,NA,NA
AC007566.10,0.0918349862125,-0.091,0.0142504939724,-0.223,NA,NA,0.652918393882,-0.056,NA,NA,NA,NA
AC012146.7,NA,NA,NA,NA,NA,NA,0.8744373392279,0.166334949818608,NA,NA,NA,NA
AC013394.2,NA,NA,0.913404541709863,0.0657845791004261,0.765781253191306,0.0883738269943113,NA,NA,NA,NA,0.936346333717322,0.0706503367730079
AC016747.2,0.165571578314,0.023,6.82956975235912e-11,0.0834401020979241,0,0.089,0.884770658735132,0.0187942636762364,NA,NA,0.202864614355,-0.087
AC024560.3,NA,NA,NA,NA,0.654235179005,0.128,NA,NA,NA,NA,NA,NA
AC027612.6,0.730224932860793,0.0371210040465481,0.737139737301972,0.0290638865840396,0.940522150802248,0.0207728024779379,NA,NA,NA,NA,NA,NA
AC027763.2,0.94132378812851,0.0892653522168022,NA,NA,0.295452411776,0.159,0.8744373392279,0.102576746797247,NA,NA,NA,NA
AC040160.13,0.224155635429,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC046143.5,NA,NA,NA,NA,0.777856309838,0.185,NA,NA,0.22100935723,0.243,NA,NA
AC068491.1,0.88211555020678,0.035575349858522,NA,NA,NA,NA,0.0196717891571,0.157,0.610536165462,0.105,0.719803872747833,0.0457205094427656
AC069368.3,NA,NA,0.856285906108925,0.0123244715507683,NA,NA,NA,NA,0.842056884103964,0.0450420241357495,0.785257660049981,0.0279095190069858
AC069513.3,0.0530928531749,0.199,0.345163088741,0.22,0.348499498812,0.176,0.324453625674,-0.215,0.113593404057,0.216,0.885436594038,-0.104
AC073346.2,0.887386031095076,0.0257570800317414,0.833631064355068,0.017628350632763,0.28303392826559,0.0588655486404837,NA,NA,NA,NA,0.762849211504755,0.0434455166688161
AC084018.1,0.139525993449,-0.123,0.874942601255951,0.0854537204659462,0.422064646278109,0.195191950972838,0.91837751399334,0.0615676815004121,NA,NA,0.650088559995,-0.06
AC090937.2,NA,NA,0.945685440209055,0.0163380954183255,NA,NA,0.91708839351838,0.0452549327775057,NA,NA,NA,NA
AC092295.7,NA,NA,NA,NA,0.546118886121,0.258,NA,NA,NA,NA,NA,NA
AC093415.2,0.00399149251942,-0.199,0.310835295033,-0.238,NA,NA,0.436277161138,-0.259,0.915138304143,-0.192,NA,NA
AC093726.6,NA,NA,NA,NA,NA,NA,0.394545019582,-0.117,NA,NA,NA,NA
AC093734.11,0.43053383002,-0.318,0.182544689794,-0.315,0.872922423666,-0.226,NA,NA,0.0532486168775,-0.404,0.0631342126065,-0.43
AC093838.4,NA,NA,0.415677930184,0.051,0.61195378625,-0.076,NA,NA,NA,NA,NA,NA
AC108488.4,NA,NA,NA,NA,NA,NA,0.8744373392279,0.0278897966857746,NA,NA,NA,NA
AC116366.4,0.770160230970096,0.0765795742349424,0.76641525669304,0.0273873462277405,0.510567522955818,0.0734505832981006,NA,NA,0.854348787999851,0.0303230396140618,0.943324077753712,0.0646379336371539
AC116366.7,0.763252478186361,0.0134318582539869,0.948361920962535,0.0124518185554234,0.0796097878693248,0.0414087490408275,NA,NA,NA,NA,0.299196750242494,0.118164575082883
AC123788.3,4.14538846805e-05,0.421,NA,NA,NA,NA,0.249087656084,0.276,0.0182590538742,0.306,NA,NA
AC124789.1,0.768450066252,-0.15,0.790260175366073,0.112146343130532,0.922813142203507,0.0268692848842863,0.948724693176674,0.0487407372037852,NA,NA,0.646680574183795,0.214972529311255
AC126544.4,0.0252394786054,0.351,2.31920708087e-05,0.749,6.90587703981e-12,0.873,NA,NA,NA,NA,NA,NA
AC136007.2,0.200982563068,-0.148,0.084034470637,-0.242,0.104080144433,-0.239,1.74697276391e-05,-0.376,0.500389373843,0.02,1.18365322071e-06,-0.531
AC138969.4,0.81756512866295,0.0152304577695634,0.936955582136719,0.02468425848397,0.69549467758177,0.0136394331549004,NA,NA,NA,NA,0.932344120506,0.22
ACAA1,0.272158992254,-0.023,0.123780204799,-0.025,0.0422610047996,-0.029,0.8744373392279,0.0740010110045386,NA,NA,0.30773576959,0.055
ACAA2,NA,NA,NA,NA,NA,NA,0.918713971084962,0.0593073474036767,NA,NA,0.932052311707107,0.0140469406976798
ACACA,0.832318237638647,0.0759391750145965,0.0370677708778553,0.0648227150263916,0.890357118194218,0.0119299971646913,0.776513713868,0.084,0.858739238033243,0.0155989833406738,0.423571151979093,0.0619017607886591
ACAD10,0.415568942681103,0.0738564644703165,0.615912317995824,0.0898562423262025,0.783990522378534,0.0543630122526934,0.243854009044,-0.131,0.805819962724591,0.100549009451136,NA,NA
ACAD11,0.716815500587,0.067,0.333180198392797,0.0383573979857833,0.537488737386,-0.134,0.8744373392279,0.0142658124977465,NA,NA,0.932052311707107,0.0569866710296752
ACAD8,0.71434649878613,0.0621133811743675,0.20520527335,-0.121,0.702521065525252,0.0505319875935697,0.8744373392279,0.0194303977716734,0.937536340702475,0.0707677978979007,0.678230659748996,0.163283074237617
ACAD9,0.726497159889291,0.0192533640122104,0.675072638496,-0.017,0.810617850563491,0.012278635863774,0.8744373392279,0.0192520986295722,0.722383352226,-0.034,0.691310230111,-0.034
ACADM,0.248399985412,0.075,0.775894153659534,0.0595490652109295,0.904210264486659,0.0322788540580928,0.8744373392279,0.0115586130444391,NA,NA,0.894455675736726,0.0196004608123439
ACADSB,0.823872796972029,0.0802524864873597,NA,NA,NA,NA,0.944731902275293,0.114042696402234,0.845767777737781,0.142238598002859,NA,NA
ACADVL,0.698313825926,-0.04,0.00628529910348,-0.088,0.00308393861977,-0.092,0.806645438584,0.111,0.943439956690009,0.0118853166670899,0.845382303314,0.013
ACAP2,NA,NA,0.485294286801755,0.0251821864069278,0.908306916136004,0.0243491895211639,NA,NA,0.941637948564881,0.0174681173509198,0.746979627492033,0.0213339379440196
ACAP3,0.177434200220943,0.0590360082506164,0.252467944364943,0.023898662999058,0.344492806086088,0.0177128695698378,0.8744373392279,-0.0106730501486531,NA,NA,0.717719540518141,0.0372333866074077
ACAT1,NA,NA,0.817861079692269,0.0132333413705462,NA,NA,NA,NA,NA,NA,0.90696494858199,0.0164013149780664
ACAT2,NA,NA,NA,NA,NA,NA,0.8744373392279,0.0770763809008941,NA,NA,NA,NA
ACBD4,0.415040186693663,0.209072703796247,0.59929420009,0.029,0.755784389008,-0.161,0.435426528627,0.048,0.466552053219,0.041,0.344050706262,-0.219
ACBD5,0.520572988176308,0.176096779232204,0.635664052353173,0.109197271136871,0.317136808682923,0.146879818607747,0.91708839351838,0.067961373089808,0.845767777737781,0.0660328524801465,0.678230659748996,0.082152817776023
ACBD6,0.710974784111469,0.0615953948103479,NA,NA,NA,NA,0.939333632148302,0.0290453566570651,NA,NA,NA,NA
ACCS,3.86235146016e-05,-0.365,0.732129503396884,0.0843855143973227,0.257629386598,-0.21,0.933473246578636,0.110766378265021,NA,NA,0.540247641464,-0.153
ACD,NA,NA,0.855063934030708,0.0200791566460076,0.724471119373728,0.0306455488131578,0.8744373392279,0.0434162431261468,0.937159409671517,0.0288707256783529,NA,NA
ACE,NA,NA,0.545897679528,-0.019,0.715195077168198,0.0408136384100853,0.918713971084962,0.0489438035451919,NA,NA,0.925148561131947,0.0321513095736867
ACIN1,0.872078903002472,0.0521939175041728,0.709349695901345,0.0342367762783084,0.349301427476443,0.0793002832191463,0.8744373392279,0.0364397024722786,0.845767777737781,0.0170661732737593,NA,NA
ACLY,NA,NA,0.94564333454607,0.0165329074704187,0.869956524286168,0.0371179043850718,0.8744373392279,0.010652164076372,NA,NA,NA,NA
ACO1,0.125647388482,-0.051,0.105245540041,-0.05,0.119346126021,-0.05,0.91708839351838,0.0546505323270197,NA,NA,0.943704883483429,0.051630783388716
ACO2,0.872078903002472,0.0304683832412287,NA,NA,0.559656139855403,0.0464970013910845,0.8744373392279,0.0491393504915087,NA,NA,0.752804408517084,0.0408562951480504
ACOT13,NA,NA,NA,NA,NA,NA,0.943532590902284,0.0243963911069363,NA,NA,0.736034268869303,0.0187270662197314
ACOT2,0.911146340605976,0.020492955617233,0.663494003760546,0.0306975541201885,0.878046981405845,0.0219804994249151,NA,NA,0.901213891561357,0.0105652255674589,0.928250232974934,0.0295314070049036
ACOT7,NA,NA,NA,NA,0.896404528601142,0.0354087528456112,NA,NA,NA,NA,0.673279350813354,0.100571859171849
ACOT8,NA,NA,0.849781174690427,0.0237209514860598,0.778803209393599,0.0389420028606796,0.930368299314237,0.0381912043991843,0.887967675059,0.078,0.0785884167583,0.115
ACOT9,NA,NA,0.786509637134,0.073,0.434310057666614,0.0588775662354178,0.8744373392279,0.0130924661070522,NA,NA,0.873814613408289,0.0551663999406269
ACOX1,0.358509190745,0.023,0.632332383794596,0.0681947251278019,0.574093831044556,0.0354194155103058,0.8744373392279,0.0412653001501541,NA,NA,0.70140305016,-0.084
ACOX2,NA,NA,0.510634664304,0.067,0.946259733758481,0.0331156613432894,NA,NA,0.900432146044779,0.0541100498315953,0.932052311707107,0.0269733185082313
ACOX3,0.763252478186361,0.0665674787583729,0.67637645035373,0.0405548245518509,0.831805804982313,0.077337317786867,0.8744373392279,0.0941031678558611,NA,NA,0.607788585836151,0.091609750879222
ACP1,NA,NA,0.270371864730788,0.0660700115681646,0.594366684067941,0.0249275520808298,NA,NA,0.906724823747393,0.0461080389710355,0.751336052809393,0.0629381841718237
ACP2,0.943074945693404,0.0125142687656604,NA,NA,NA,NA,0.8744373392279,0.021631960111645,NA,NA,NA,NA
ACP6,0.876697507158,-0.137,0.396541635373,-0.175,0.0583998955351,-0.194,NA,NA,0.902181554679,-0.131,NA,NA
ACSF2,0.106744913336,0.108,0.156474112932,0.097,0.702341711359,-0.041,0.8744373392279,0.10126744874789,0.941637948564881,0.0639012424708065,0.691738207219,0.069
ACSF3,0.15629025913,0.096,0.625817606113,-0.126,0.927475178630874,0.0764356310214054,0.884770658735132,0.141493576455482,0.793966852467,0.095,0.222779640313914,0.274387181233117
ACSL1,0.763252478186361,0.0588405237367852,0.678185134474827,0.13755313282771,0.639744960997583,0.0605248501616767,0.937277980240427,0.0375569512144819,0.924147041576379,0.0857802148599394,0.938984422643019,0.0276511346113923
ACSL3,0.103802290454,-0.105,0.0214279295159,-0.129,0.659026963992827,0.10396887773552,0.8744373392279,0.0611790125502948,0.845767777737781,0.0815895787898817,NA,NA
ACSL4,0.917317687978643,0.0116307727396422,0.336271887964,0.072,0.304771310582,0.073,0.8744373392279,0.0739668133607865,0.847171274575809,0.0852699844408966,0.70577654051035,0.0798994460561351
ACSS2,0.681776914651801,0.0883898108544006,0.329403788093543,0.0272887977286559,0.906235486827664,0.0137871294527837,0.881505019985986,0.0263577260182349,NA,NA,0.645952608880202,0.0555155123450855
ACTA2,0.941369978695475,0.0480250426731427,0.633664032286413,0.0669534534933479,0.691594937294711,0.058070421675262,NA,NA,NA,NA,0.799606804381609,0.0669662145829135
ACTG1,0.857699841511,-0.038,NA,NA,NA,NA,0.123637677748,0.057,NA,NA,NA,NA
ACTL6A,0.379349281792,0.024,0.000956671490217,0.044,0.653965390593064,0.0313664120945849,0.8744373392279,0.0731540840700466,0.238898018491,-0.119,0.906710796977085,0.0232407993806644
ACTN1,0.646219663802776,0.0466461561726402,0.114503735865793,0.057917799642197,0.345610913151256,0.0443353211024129,0.8744373392279,0.0351565620506937,0.845767777737781,0.0456287627004143,0.406364667296311,0.0453234645307762
ACTR10,0.921823542332547,0.0331375367563294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACTR1A,NA,NA,0.895276293383517,0.0178580936361751,0.146888201582,-0.029,NA,NA,NA,NA,NA,NA
ACTR1B,0.855845680622416,0.0293167452337331,0.00137112832558552,0.0773242582377697,0.00628550855222173,0.0555033829621941,0.930368299314237,0.0170114990184391,NA,NA,0.653132149334,0.033
ACTR2,NA,NA,NA,NA,NA,NA,0.943124927226773,0.0237107588323126,NA,NA,NA,NA
ACTR6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.741219194582,0.054
ACTR8,0.763252478186361,0.0496679637979782,0.311820034745407,0.0366859671743716,0.70064521634476,0.0271268557471624,0.8744373392279,0.0167192693238906,NA,NA,0.939138635812944,0.0456790183690768
ACVR1,0.918960394511132,0.0239956307844304,0.895454547292143,0.0512713892759572,0.859117971070688,0.045199835665116,0.8744373392279,0.0794739193219709,0.0162663454412,-0.398,NA,NA
ACVR1B,0.79526244673517,0.090935872139156,0.0380307865764,0.074,0.404593599907,0.044,NA,NA,0.00253312045168,0.099,8.00798838928e-05,0.135
ACVRL1,NA,NA,0.826687065083319,0.0285581057128635,0.531457361267819,0.0490515019883438,0.8744373392279,0.0300874294239386,0.937691493610437,0.0148707143663294,0.926109183548499,0.02567071086316
ACY1,NA,NA,0.588976251011,0.031,NA,NA,NA,NA,NA,NA,NA,NA
ACYP1,NA,NA,0.811438095707193,0.0661030556846827,0.820024725421168,0.0423645200581221,0.72811476729,-0.057,NA,NA,0.943836590515809,0.0349239002274332
ACYP2,0.823288338313402,0.0239281990755398,0.400925500375,0.178,0.668891768571259,0.0611234302704631,NA,NA,0.877232812646765,0.0578292975902579,0.526825869203795,0.0668696289229428
ADA,0.207035999196,0.012,0.0321011917274,0.017,0.0757524189269,-0.053,NA,NA,NA,NA,0.0355846047821,0.022
ADAL,NA,NA,NA,NA,NA,NA,0.91708839351838,0.0818909434088257,NA,NA,NA,NA
ADAM10,0.00221887448867,0.033,0.000139546166057,0.038,0.000375938612813,0.037,0.744929694721,0.021,0.000414427000875,0.038,0.00229662085366,0.035
ADAM12,NA,NA,1.94389338452591e-06,0.492625049878904,2.26902748130077e-09,0.402061261516746,NA,NA,NA,NA,NA,NA
ADAM15,0.766285729303253,0.0244133337546454,0.526292112081491,0.0165101495098569,0.496736887814,-0.016,0.441272263242,-0.1,NA,NA,0.936239642455708,0.0139566810854259
ADAM17,0.331546096156471,0.0483399097119492,3.44483620638471e-05,0.196578546920615,0.0895748787705491,0.193453346128106,0.8744373392279,0.0374525998208727,0.680176927846044,0.156248947515405,0.698805351098749,0.048425834455281
ADAM23,NA,NA,0.001771005745,0.191,0.261022446818,0.134,NA,NA,NA,NA,0.919834299115435,0.0627155125878367
ADAM32,NA,NA,NA,NA,0.141072542982,-0.416,NA,NA,NA,NA,0.228453998651,-0.421
ADAM33,0.603016224031282,0.0277383443365684,0.68063206029132,0.0330374426331204,0.136638644065564,0.0738823293513878,0.908503835932221,0.0173514504934003,0.845767777737781,0.0240391181001724,0.873282686652225,0.0300123148587929
ADAM9,0.798486247965314,0.0254922146212081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADAMTS1,NA,NA,0.0137117362411,-0.02,0.0314051391613,-0.017,NA,NA,NA,NA,NA,NA
ADAMTS10,0.93268259547179,0.0622735409712727,0.0540988715075,0.226,0.0413687416233,0.256,NA,NA,0.00266032541005,0.344,0.0682720501880254,0.109692972619515
ADAMTS12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.936346333717322,0.0660709447154445
ADAMTS13,0.394882688797,0.201,0.181411818224,-0.155,0.000255244518251,-0.238,NA,NA,0.21257803213,-0.202,NA,NA
ADAMTS14,0.102796582341,0.161,NA,NA,0.0623030968229,0.179,0.0581575976913,0.216,0.0475742413685,0.216,0.0356710407311,0.216
ADAMTS2,0.805238676760795,0.0487996456732136,0.556246668333995,0.0589118192857928,0.128423700968212,0.102328137474477,NA,NA,0.845767777737781,0.0647174080740112,0.732055291064241,0.0552932933424348
ADAMTS5,NA,NA,NA,NA,NA,NA,0.8744373392279,0.0999177845713247,NA,NA,NA,NA
ADAMTS6,NA,NA,NA,NA,NA,NA,NA,NA,0.372444379021,0.113,NA,NA
ADAMTS7,NA,NA,NA,NA,NA,NA,0.136012715008,-0.176,0.052482071824,-0.28,NA,NA
ADAMTSL1,0.861214429156672,-0.0206287748364987,0.000382052729026101,0.0868683524494296,0.0816201766065562,0.0351426508233841,0.8744373392279,0.019501459680371,0.845767777737781,0.0206956772724779,0.936346333717322,0.0119250826438461
