,minpadj_maxPdPSI_LMI070_01x,dPSI_LMI070_01x,minpadj_maxPdPSI_LMI070_03x,dPSI_LMI070_03x,minpadj_maxPdPSI_LMI070_10x,dPSI_LMI070_10x,minpadj_maxPdPSI_RG7916_01x,dPSI_RG7916_01x,minpadj_maxPdPSI_RG7916_03x,dPSI_RG7916_03x,minpadj_maxPdPSI_RG7916_10x,dPSI_RG7916_10x
ABHD10,NA,NA,0.000849497496045,0.076,4.01705823212e-08,0.122,NA,NA,0.00247900101131,0.072,9.25562656824e-14,0.223
ABHD12,NA,NA,NA,NA,0.493624131608734,0.0379036793954322,NA,NA,NA,NA,0.144976142971862,0.0418845421650738
ABHD14A-ACY1,0.237875038451,-0.034,NA,NA,0.21711385089,-0.032,NA,NA,NA,NA,0.2405157144,0.016
ABHD14B,NA,NA,0.389240368875,0.081,NA,NA,NA,NA,NA,NA,NA,NA
ABHD16A,NA,NA,NA,NA,0.389596343614,-0.018,NA,NA,NA,NA,NA,NA
ABHD18,0.42206542052,-0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABHD5,NA,NA,NA,NA,0.372173987628913,0.03209500983527,NA,NA,NA,NA,NA,NA
ABI3BP,0.102231919904,0.116,0.0947877714985,-0.122,NA,NA,0.032715746271,0.169,NA,NA,0.348582964555,0.178
ABLIM3,NA,NA,0.411237579393098,0.0265546566569721,NA,NA,NA,NA,NA,NA,NA,NA
ABR,0.297140443231135,0.0908130385339398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABTB1,NA,NA,NA,NA,0.109179453927,-0.108,NA,NA,0.152887853862,-0.117,NA,NA
AC002055.4,NA,NA,NA,NA,0.286461060322308,0.0308087967249668,NA,NA,NA,NA,NA,NA
AC003029.1,NA,NA,NA,NA,0.237582533263,-0.074,NA,NA,NA,NA,NA,NA
AC004381.6,NA,NA,NA,NA,0.431975512332,0.134,NA,NA,NA,NA,NA,NA
AC004945.2,0.484264253529653,0.0597781406232136,0.0827727995645091,0.102006766507217,0.136638644065564,0.0907116467556148,0.253692907989,-0.08,NA,NA,NA,NA
AC005154.6,NA,NA,0.265843241184,0.12,0.279779066517,0.105,0.0122463827444,0.337,NA,NA,0.354482436183,0.118
AC005301.5,0.00378109474446,0.337,NA,NA,0.0309791646507,0.242,NA,NA,0.144932975536,0.232,NA,NA
AC006014.7,0.00993136729949,0.264,NA,NA,NA,NA,NA,NA,0.0211494633173,0.293,NA,NA
AC007566.10,0.0918349862125,-0.091,0.0142504939724,-0.223,NA,NA,NA,NA,NA,NA,NA,NA
AC012146.7,NA,NA,NA,NA,NA,NA,0.867625828198484,0.161398330104955,NA,NA,NA,NA
AC016747.2,0.165571578314,0.023,6.82956975235912e-11,0.0834401020979241,0,0.089,NA,NA,NA,NA,0.202864614355,-0.087
AC027763.2,NA,NA,NA,NA,0.295452411776,0.159,NA,NA,NA,NA,NA,NA
AC040160.13,0.224155635429,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC046143.5,NA,NA,NA,NA,NA,NA,NA,NA,0.22100935723,0.243,NA,NA
AC068491.1,NA,NA,NA,NA,NA,NA,0.0196717891571,0.157,NA,NA,NA,NA
AC069513.3,0.0530928531749,0.199,0.345163088741,0.22,0.348499498812,0.176,0.324453625674,-0.215,0.113593404057,0.216,NA,NA
AC073346.2,NA,NA,NA,NA,0.28303392826559,0.0588655486404837,NA,NA,NA,NA,NA,NA
AC084018.1,0.139525993449,-0.123,NA,NA,0.422064646278109,0.195191950972838,NA,NA,NA,NA,NA,NA
AC093415.2,0.00399149251942,-0.199,0.310835295033,-0.238,NA,NA,0.436277161138,-0.259,NA,NA,NA,NA
AC093726.6,NA,NA,NA,NA,NA,NA,0.394545019582,-0.117,NA,NA,NA,NA
AC093734.11,0.43053383002,-0.318,0.182544689794,-0.315,NA,NA,NA,NA,0.0532486168775,-0.404,0.0631342126065,-0.43
AC093838.4,NA,NA,0.415677930184,0.051,NA,NA,NA,NA,NA,NA,NA,NA
AC116366.7,NA,NA,NA,NA,0.0796097878693248,0.0414087490408275,NA,NA,NA,NA,0.299196750242494,0.118164575082883
AC123788.3,4.14538846805e-05,0.421,NA,NA,NA,NA,0.249087656084,0.276,0.0182590538742,0.306,NA,NA
AC126544.4,0.0252394786054,0.351,2.31920708087e-05,0.749,6.90587703981e-12,0.873,NA,NA,NA,NA,NA,NA
AC136007.2,0.200982563068,-0.148,0.084034470637,-0.242,0.104080144433,-0.239,1.74697276391e-05,-0.376,NA,NA,1.18365322071e-06,-0.531
ACAA1,0.272158992254,-0.023,0.123780204799,-0.025,0.0422610047996,-0.029,NA,NA,NA,NA,0.30773576959,0.055
ACACA,NA,NA,0.0370677708778553,0.0648227150263916,NA,NA,NA,NA,NA,NA,0.423571151979093,0.0619017607886591
ACAD10,0.415568942681103,0.0738564644703165,NA,NA,NA,NA,0.243854009044,-0.131,NA,NA,NA,NA
ACAD11,NA,NA,0.333180198392797,0.0383573979857833,NA,NA,NA,NA,NA,NA,NA,NA
ACAD8,NA,NA,0.20520527335,-0.121,NA,NA,NA,NA,NA,NA,NA,NA
ACADM,0.248399985412,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACADVL,NA,NA,0.00628529910348,-0.088,0.00308393861977,-0.092,NA,NA,NA,NA,NA,NA
ACAP2,NA,NA,0.485294286801755,0.0251821864069278,NA,NA,NA,NA,NA,NA,NA,NA
ACAP3,0.177434200220943,0.0590360082506164,0.252467944364943,0.023898662999058,0.344492806086088,0.0177128695698378,NA,NA,NA,NA,NA,NA
ACBD4,0.415040186693663,0.209072703796247,NA,NA,NA,NA,0.435426528627,0.048,0.466552053219,0.041,0.344050706262,-0.219
ACBD5,NA,NA,NA,NA,0.317136808682923,0.146879818607747,NA,NA,NA,NA,NA,NA
ACCS,3.86235146016e-05,-0.365,NA,NA,0.257629386598,-0.21,NA,NA,NA,NA,NA,NA
ACIN1,NA,NA,NA,NA,0.349301427476443,0.0793002832191463,NA,NA,NA,NA,NA,NA
ACO1,0.125647388482,-0.051,0.105245540041,-0.05,0.119346126021,-0.05,NA,NA,NA,NA,NA,NA
ACOT8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0785884167583,0.115
ACOT9,NA,NA,NA,NA,0.434310057666614,0.0588775662354178,NA,NA,NA,NA,NA,NA
ACOX1,0.358509190745,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACP1,NA,NA,0.270371864730788,0.0660700115681646,NA,NA,NA,NA,NA,NA,NA,NA
ACP6,NA,NA,0.396541635373,-0.175,0.0583998955351,-0.194,NA,NA,NA,NA,NA,NA
ACSF2,0.106744913336,0.108,0.156474112932,0.097,NA,NA,NA,NA,NA,NA,NA,NA
ACSF3,0.15629025913,0.096,NA,NA,NA,NA,NA,NA,NA,NA,0.222779640313914,0.274387181233117
ACSL3,0.103802290454,-0.105,0.0214279295159,-0.129,NA,NA,NA,NA,NA,NA,NA,NA
ACSL4,NA,NA,0.336271887964,0.072,0.304771310582,0.073,NA,NA,NA,NA,NA,NA
ACSS2,NA,NA,0.329403788093543,0.0272887977286559,NA,NA,NA,NA,NA,NA,NA,NA
ACTG1,NA,NA,NA,NA,NA,NA,0.123637677748,0.057,NA,NA,NA,NA
ACTL6A,0.379349281792,0.024,0.000956671490217,0.044,NA,NA,NA,NA,0.238898018491,-0.119,NA,NA
ACTN1,NA,NA,0.114503735865793,0.057917799642197,0.345610913151256,0.0443353211024129,NA,NA,NA,NA,0.406364667296311,0.0453234645307762
ACTR1A,NA,NA,NA,NA,0.146888201582,-0.029,NA,NA,NA,NA,NA,NA
ACTR1B,NA,NA,0.00137112832558552,0.0773242582377697,0.00628550855222173,0.0555033829621941,NA,NA,NA,NA,NA,NA
ACTR8,NA,NA,0.311820034745407,0.0366859671743716,NA,NA,NA,NA,NA,NA,NA,NA
ACVR1,NA,NA,NA,NA,NA,NA,NA,NA,0.0162663454412,-0.398,NA,NA
ACVR1B,NA,NA,0.0380307865764,0.074,0.404593599907,0.044,NA,NA,0.00253312045168,0.099,8.00798838928e-05,0.135
ACYP2,NA,NA,0.400925500375,0.178,NA,NA,NA,NA,NA,NA,NA,NA
ADA,0.207035999196,0.012,0.0321011917274,0.017,0.0757524189269,-0.053,NA,NA,NA,NA,0.0355846047821,0.022
ADAM10,0.00221887448867,0.033,0.000139546166057,0.038,0.000375938612813,0.037,NA,NA,0.000414427000875,0.038,0.00229662085366,0.035
ADAM12,NA,NA,1.94389338452591e-06,0.492625049878904,2.26902748130077e-09,0.402061261516746,NA,NA,NA,NA,NA,NA
ADAM15,NA,NA,NA,NA,0.496736887814,-0.016,0.441272263242,-0.1,NA,NA,NA,NA
ADAM17,0.331546096156471,0.0483399097119492,3.44483620638471e-05,0.196578546920615,0.0895748787705491,0.193453346128106,NA,NA,0.680176927846044,0.156248947515405,NA,NA
ADAM23,NA,NA,0.001771005745,0.191,0.261022446818,0.134,NA,NA,NA,NA,NA,NA
ADAM32,NA,NA,NA,NA,0.141072542982,-0.416,NA,NA,NA,NA,0.228453998651,-0.421
ADAM33,NA,NA,NA,NA,0.136638644065564,0.0738823293513878,NA,NA,NA,NA,NA,NA
ADAMTS1,NA,NA,0.0137117362411,-0.02,0.0314051391613,-0.017,NA,NA,NA,NA,NA,NA
ADAMTS10,0.87946686983535,-0.206127266461874,0.0540988715075,0.226,0.0413687416233,0.256,NA,NA,0.00266032541005,0.344,0.0682720501880254,0.109692972619515
ADAMTS13,0.394882688797,0.201,0.181411818224,-0.155,0.000255244518251,-0.238,NA,NA,0.21257803213,-0.202,NA,NA
ADAMTS14,0.102796582341,0.161,NA,NA,0.0623030968229,0.179,0.0581575976913,0.216,0.0475742413685,0.216,0.0356710407311,0.216
ADAMTS2,NA,NA,NA,NA,0.128423700968212,0.102328137474477,NA,NA,NA,NA,NA,NA
ADAMTS6,NA,NA,NA,NA,NA,NA,NA,NA,0.372444379021,0.113,NA,NA
ADAMTS7,NA,NA,NA,NA,NA,NA,0.136012715008,-0.176,0.052482071824,-0.28,NA,NA
ADAMTSL1,NA,NA,0.000382052729026101,0.0868683524494296,0.0816201766065562,0.0351426508233841,NA,NA,NA,NA,NA,NA
ADAR,NA,NA,0.0201102451258925,0.180785425135867,NA,NA,NA,NA,NA,NA,NA,NA
ADARB1,0.495334684593,0.184,0.0051075397913,0.305,0.0261161695127,0.088,0.0158211630556,0.163,0.08837882164,0.119,NA,NA
ADCK3,NA,NA,0.152015796582,-0.025,NA,NA,NA,NA,NA,NA,NA,NA
ADCK4,NA,NA,NA,NA,0.138616536355,-0.107,NA,NA,NA,NA,NA,NA
ADCK5,0.168388350615,-0.064,0.0581225280659,-0.066,NA,NA,NA,NA,NA,NA,0.113000858332,-0.067
ADCY3,NA,NA,0.239029796585,-0.053,0.348280554955,-0.05,0.117506799126,-0.061,1.90780822403e-05,-0.135,0.011669902249,-0.094
ADCY4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0692343802904,-0.186
ADCY6,NA,NA,0.00512199936739,-0.064,0.00391972792171,-0.116,0.0128480346326,-0.132,NA,NA,NA,NA
ADCY7,NA,NA,NA,NA,0.492637546639061,0.0446063891104602,NA,NA,NA,NA,NA,NA
ADCY9,0.333080443083,-0.045,NA,NA,0.363360252226123,0.144863531033906,NA,NA,NA,NA,NA,NA
ADD1,NA,NA,0.463088641046,-0.084,NA,NA,NA,NA,NA,NA,NA,NA
ADGRA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.203626011912,0.023
ADGRA3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0164572710343517,0.151860884755922
ADGRB2,NA,NA,NA,NA,0.229972433698,-0.114,NA,NA,NA,NA,NA,NA
ADGRD1,0.181170491684865,0.126905803155825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADGRE5,NA,NA,0.00197756985874,0.177,0.0407099159265,0.122,NA,NA,NA,NA,NA,NA
ADGRL2,NA,NA,NA,NA,0.289789368551,0.142,NA,NA,NA,NA,NA,NA
ADH1B,NA,NA,0.253167092852,-0.015,NA,NA,NA,NA,NA,NA,0.199417792153,-0.017
ADHFE1,NA,NA,0.0430716685272987,0.102868210572169,0.0966377736892,-0.04,NA,NA,NA,NA,NA,NA
ADI1,0.269531562946346,0.0172123460607623,NA,NA,0.460485542398801,0.0139682101741516,NA,NA,NA,NA,NA,NA
ADIPOR1,NA,NA,0.0368627802485,-0.035,NA,NA,NA,NA,NA,NA,NA,NA
ADNP,NA,NA,0.00992950977049,0.196,NA,NA,NA,NA,NA,NA,NA,NA
ADPRHL2,NA,NA,0.00670083049192833,0.12125235537409,0.00682717663772416,0.0958153617427385,NA,NA,NA,NA,NA,NA
ADRBK1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103716181787,0.069
ADSL,NA,NA,0.0210227291391209,0.194326256238189,NA,NA,NA,NA,NA,NA,NA,NA
AEBP2,NA,NA,NA,NA,0.525480077432077,0.099318915795655,NA,NA,NA,NA,NA,NA
AEN,NA,NA,NA,NA,0.459318996894232,0.0198215690517964,NA,NA,NA,NA,NA,NA
AF011889.4,NA,NA,0.222803214703,0.297,0.000204546057755,0.412,0.356548440735,-0.183,0.279627685787,-0.177,NA,NA
AF011889.5,NA,NA,NA,NA,NA,NA,0.0758889045506,0.301,NA,NA,NA,NA
AFF2,NA,NA,NA,NA,NA,NA,0.453587903314,-0.181,NA,NA,NA,NA
AFG3L1P,NA,NA,0.460941148061,-0.127,NA,NA,NA,NA,NA,NA,NA,NA
AFMID,NA,NA,0.00278770673267,0.152,0.174881102283,0.103,NA,NA,NA,NA,NA,NA
AFTPH,NA,NA,NA,NA,0.0678888116505,-0.102,NA,NA,NA,NA,NA,NA
AGAP3,NA,NA,NA,NA,0.257269538004994,0.0337170019016154,NA,NA,NA,NA,NA,NA
AGFG1,NA,NA,0.410715292353421,0.0340546879189281,NA,NA,NA,NA,NA,NA,NA,NA
AGGF1,NA,NA,0.0853214962866559,0.0351540685428051,NA,NA,NA,NA,NA,NA,NA,NA
AGO3,NA,NA,NA,NA,NA,NA,NA,NA,0.0783330742152,-0.257,NA,NA
AGO4,NA,NA,NA,NA,0.390732072400119,0.10380314993791,NA,NA,NA,NA,NA,NA
AGPAT2,NA,NA,NA,NA,0.380270067957853,0.0566825734196803,NA,NA,NA,NA,NA,NA
AGPAT3,NA,NA,0.470219349674695,0.0243208815927431,0.460658445124671,0.024320129578834,NA,NA,NA,NA,NA,NA
AGRN,NA,NA,NA,NA,0.465711400249896,0.0282973596134543,NA,NA,NA,NA,NA,NA
AGTPBP1,NA,NA,0.194595204232,-0.116,NA,NA,0.280385489729,-0.127,0.297333513835,-0.106,0.180710478245,-0.106
AHCTF1,NA,NA,0.0944614439958,0.057,NA,NA,NA,NA,NA,NA,NA,NA
AHCYL1,0.0689527843961079,0.0571005274186118,1.31686787611316e-06,0.181067101189288,0.000242522261397684,0.214159878241866,NA,NA,NA,NA,NA,NA
AHI1,NA,NA,NA,NA,0.405272010359106,0.100370261930892,NA,NA,NA,NA,NA,NA
AHRR,NA,NA,0.401238196017777,0.0204151657045372,0.077089587447,0.049,NA,NA,NA,NA,NA,NA
AIDA,NA,NA,NA,NA,0.019864432895599,0.0309292276349287,NA,NA,NA,NA,NA,NA
AIG1,NA,NA,NA,NA,0.2848799190351,0.0661092307172289,NA,NA,0.357985280585355,0.070951601901991,NA,NA
AK2,NA,NA,0.415166309050332,0.0553277846357562,0.145338380977,-0.109,0.0665391059373,-0.151,0.141735532365,-0.12,NA,NA
AK4,NA,NA,0.3627414087,-0.118,NA,NA,NA,NA,NA,NA,NA,NA
AKAP10,NA,NA,0.237753111668,0.083,0.074154196685,-0.176,NA,NA,NA,NA,NA,NA
AKAP11,NA,NA,0.499089108019053,0.118954349973834,NA,NA,NA,NA,NA,NA,NA,NA
AKAP2,NA,NA,6.89929134127e-07,0.156,1.5566531703e-06,0.151,NA,NA,NA,NA,NA,NA
AKAP8L,0.023619165612852,0.0405782574333027,0.00055385979861014,0.161328248431488,3.60078602179725e-05,0.0686849814386145,NA,NA,NA,NA,0.45773773484,0.014
AKIRIN1,0.0621573420403,-0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AKR1A1,NA,NA,NA,NA,0.389697021230545,0.0279642143032759,NA,NA,NA,NA,NA,NA
AKR1B1,0.16432310657,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AKR1E2,NA,NA,NA,NA,0.00743161226263,-0.109,NA,NA,NA,NA,NA,NA
AKR7A2,0.416496660412155,0.0743186215984392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AKT1,0.0122636166526,0.275,0.460874440388,0.131,0.00565049326785,0.215,NA,NA,NA,NA,NA,NA
AKT2,0.00222817832517246,0.0164670398085996,0.479844320007,0.011,0.21639410126,0.023,0.424768635922,-0.165,0.457759358617,0.052,0.0397123312443,0.02
ALDH16A1,0.2110175193,-0.087,0.477903214229488,0.0319487138249827,NA,NA,NA,NA,NA,NA,NA,NA
ALDH18A1,NA,NA,NA,NA,0.44077976343,-0.063,NA,NA,NA,NA,NA,NA
ALDH1A3,NA,NA,0.475443890269271,0.0283420553421784,NA,NA,NA,NA,NA,NA,NA,NA
ALDH3A1,NA,NA,0.456386499055842,0.0802765909732015,NA,NA,NA,NA,NA,NA,NA,NA
ALDH3A2,NA,NA,0.202013281047,-0.043,NA,NA,NA,NA,0.253196469936,-0.048,NA,NA
ALDH4A1,NA,NA,0.138147182514863,0.0861054434678466,NA,NA,NA,NA,NA,NA,NA,NA
ALDOA,0.0795705150683201,0.0368387674857693,0.0239508002309692,0.0383165745502789,0.0423140814498,-0.059,NA,NA,0.178802670963162,0.0350018210168825,0.352896317168222,0.0258498013149448
ALDOC,NA,NA,0.00191519960719,0.178,NA,NA,NA,NA,NA,NA,NA,NA
ALG12,0.399953343359,0.063,NA,NA,NA,NA,0.40278505495,0.046,NA,NA,NA,NA
ALG13,0.275312734564,-0.079,NA,NA,NA,NA,0.0324903707112,0.144,NA,NA,0.00445433692343,-0.117
ALG2,NA,NA,NA,NA,NA,NA,0.632289203730553,0.11738424353487,0.584678745481378,-0.107475143614617,NA,NA
ALG5,NA,NA,NA,NA,0.0445164335736413,0.165694696600874,NA,NA,NA,NA,NA,NA
ALG8,NA,NA,NA,NA,0.0835925929989,0.046,NA,NA,0.445133556782,0.063,NA,NA
ALKBH3,NA,NA,NA,NA,NA,NA,NA,NA,0.43451963527,0.071,NA,NA
ALKBH6,NA,NA,0.32050864114,-0.027,NA,NA,NA,NA,NA,NA,NA,NA
ALMS1,NA,NA,NA,NA,0.246444492274,0.062,0.425502038946,0.098,NA,NA,NA,NA
ALS2,NA,NA,NA,NA,0.264250060065686,0.151227990296954,NA,NA,NA,NA,NA,NA
ALS2CL,0.372551378535,0.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALYREF,0.1023708046369,0.0307995049454321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMBRA1,NA,NA,NA,NA,0.4310180155,-0.127,0.157131945257,-0.176,0.00316506408159,-0.253,NA,NA
AMD1,0.175547349869,-0.041,NA,NA,0.237654071587,-0.034,NA,NA,NA,NA,NA,NA
AMDHD2,NA,NA,0.107936089559,-0.143,0.190291037075,-0.111,0.453085760005,-0.131,NA,NA,NA,NA
AMMECR1,NA,NA,NA,NA,0.164848782595,-0.121,NA,NA,NA,NA,NA,NA
AMN1,0.254361700248,-0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMPD2,NA,NA,0.0556907018223,0.084,0.154861968464169,0.0959744597268302,NA,NA,NA,NA,0.366186113929,0.05
AMPH,NA,NA,0.291407190377,0.046,NA,NA,NA,NA,NA,NA,7.76666815435e-05,0.508
AMT,0.0847100426267,-0.124,0,0.355,2.38000915272e-11,0.254,0.196045085068,-0.108,0.243744488323,0.06,0.00536210165862,-0.226
ANAPC1,NA,NA,0.999999999999447,-0.702599730402537,NA,NA,NA,NA,NA,NA,NA,NA
ANAPC10,NA,NA,NA,NA,0.104963876255,-0.1,NA,NA,NA,NA,NA,NA
ANAPC15,NA,NA,0.238672614395392,0.0212591241029328,0.33529179419622,0.024561477662314,NA,NA,NA,NA,NA,NA
ANAPC2,NA,NA,0.458408271159245,0.0280310376140028,NA,NA,NA,NA,NA,NA,0.481929495660826,0.021820535711463
ANAPC4,NA,NA,0.308116266756058,0.0478407784034619,NA,NA,NA,NA,NA,NA,0.476477386685954,0.0478402916930724
ANAPC5,0.0931543573628,0.039,NA,NA,0.0261161695127,-0.046,NA,NA,NA,NA,0.0397123312443,-0.045
ANGEL2,NA,NA,0.288962292202788,0.103494408565596,0.136638644065564,0.0377049535695125,NA,NA,NA,NA,NA,NA
ANKAR,NA,NA,0.405381440234,-0.251,NA,NA,NA,NA,NA,NA,NA,NA
ANKDD1A,0.431940679053,0.126,NA,NA,0.441933166998,-0.292,0.0164415012492,0.183,NA,NA,NA,NA
ANKFY1,NA,NA,0.44594884311,0.071,NA,NA,NA,NA,NA,NA,NA,NA
ANKHD1,0.29391786662125,0.20790290119608,NA,NA,0.136575875201818,0.0469851503720305,NA,NA,NA,NA,NA,NA
ANKIB1,NA,NA,0.312186191945514,0.020685622203468,NA,NA,NA,NA,NA,NA,NA,NA
ANKRA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0274022574919273,0.169592298257907
ANKRD12,0.491983308381,-0.058,0.307365318397,-0.124,NA,NA,0.0658085548079,-0.086,NA,NA,0.169511850001,0.079
ANKRD13A,NA,NA,0.261356558744,-0.012,0.157479577044,-0.013,NA,NA,NA,NA,NA,NA
ANKRD13B,NA,NA,0.107947268165,0.141,NA,NA,NA,NA,NA,NA,NA,NA
ANKRD13C,NA,NA,0.0358245517942705,0.167465412515938,0.00011750175242456,0.115848745956566,NA,NA,NA,NA,NA,NA
ANKRD13D,1.22343357349e-06,0.214,3.53526907748e-10,0.465,3.84966781685e-09,0.444,NA,NA,NA,NA,NA,NA
ANKRD17,NA,NA,0.270371864730788,0.108406915229592,0.127732727433877,0.123120636954342,NA,NA,0.487359059632,-0.066,NA,NA
ANKRD27,0.443668910297168,0.122393839119478,0.144380596019083,0.151121844244765,0.402361486074599,0.0854197494461922,NA,NA,NA,NA,0.224173113698566,0.156380075279125
ANKRD28,NA,NA,0.475834318221651,0.068939482929664,NA,NA,NA,NA,NA,NA,NA,NA
ANKRD33B,NA,NA,NA,NA,NA,NA,0.332504348788,-0.149,NA,NA,NA,NA
ANKRD42,NA,NA,0.0574915620994,0.235,0.473295771108,0.101,0.0412602662075,-0.195,NA,NA,NA,NA
ANKRD54,NA,NA,NA,NA,0.452663230514767,0.114531506577641,NA,NA,NA,NA,NA,NA
ANKS3,7.3061741531135e-05,0.128278685697112,3.21221112434976e-09,0.326607437231169,2.03991453019e-08,0.351,NA,NA,NA,NA,NA,NA
ANKS6,NA,NA,NA,NA,0.386449512031466,0.0879493874188042,NA,NA,NA,NA,0.228288145824,-0.178
ANKZF1,0.146190705445,-0.134,0.159148119068,-0.063,0.12851467268,-0.125,NA,NA,NA,NA,0.248675819231,0.029
ANLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.361490678604,0.102
ANO6,NA,NA,0.019320640227,0.134,NA,NA,NA,NA,NA,NA,NA,NA
ANP32A,NA,NA,NA,NA,0.411385884651,-0.033,NA,NA,NA,NA,NA,NA
ANP32B,NA,NA,NA,NA,0.354485310271504,0.0126208162590266,NA,NA,NA,NA,NA,NA
ANPEP,NA,NA,0.377246188373,-0.013,NA,NA,NA,NA,NA,NA,0.135259483029479,0.0180262390001287
ANXA11,0,0.12,0,0.4,0,0.411,NA,NA,NA,NA,1.1247032472e-10,0.023
ANXA2,0.0471528215075,0.154,NA,NA,0.493519435906,-0.013,NA,NA,NA,NA,0.495966501776,-0.048
ANXA4,0.278196506269,-0.03,0.120845500295,-0.033,NA,NA,NA,NA,NA,NA,NA,NA
AP000295.9,NA,NA,NA,NA,NA,NA,0.263904985265,0.169,NA,NA,NA,NA
AP006621.5,NA,NA,NA,NA,NA,NA,0.0766324754893,0.186,NA,NA,NA,NA
AP1AR,NA,NA,0.392849408922435,0.080226476569119,NA,NA,NA,NA,NA,NA,NA,NA
AP1B1,NA,NA,NA,NA,0.257498417833,-0.061,NA,NA,NA,NA,NA,NA
AP1G1,NA,NA,NA,NA,0.133501923911,-0.037,0.112143985837,-0.122,NA,NA,0.253032059153,-0.033
AP1G2,0.440905469175,-0.192,0.428753100596,-0.224,0.0224723641637,-0.31,NA,NA,0.414859986891,0.173,0.263224586364,-0.229
AP1M1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.323220531432,-0.036
