"","dPSI_iPSC_2136770.1000nM"
"TJP2",0.348639140710919
"PLCH1",0.348119208033637
"TSPAN2",0.348
"RARS2",0.346752265221664
"DARS1",0.346497507900957
"ANKRD18CP",0.346
"CMSS1",0.343684060067603
"STRN4",0.343156380211294
"PRUNE1",0.343
"SCO1",0.339
"SPDL1",0.339
"LARP7",0.337
"SNHG14",0.337
"BICD1",0.333150116832728
"CPT2",0.332489092745966
"ARMCX6",0.331
"SCLT1",0.329
"ZNF43",0.328881890669428
"UBAP2L",0.328208315531015
"CHEK2",0.328
"TTC23",0.327
"DLG5",0.326902743647809
"RPGR",0.326
"CACNA2D1",0.325869392378425
"AC010522.1",0.325
"MED13L",0.322357042399109
"DNAJC27",0.320792964725976
"CD47",0.32
"HMGA2",0.319860888712307
"DYRK1A",0.319
"RCC1",0.319
"SUPT20H",0.318509650296388
"CEP170",0.318
"PIEZO2",0.318
"DDX50",0.317842895172338
"SELENBP1",0.316
"VPS13A",0.313378593707259
"TXLNGY",0.313
"FAAP20",0.312
"FAM149B1",0.312
"TMEM50B",0.311093641528582
"CROCCP2",0.31043443191784
"BICRA",0.307714738445818
"PMS1",0.306
"RBBP8",0.306
"SUN1",0.306
"TMEM18",0.305628855830853
"PYCR1",0.305153437741995
"GGCT",0.305
"NCOA6",0.305
"PFDN5",0.303
"SLC44A2",0.299763163215081
"DNAAF4",0.282182778098045
"PRKG1",0.28069393394632
"MMS19",0.278327416409299
"TNK2",0.275401924194597
"ZCCHC8",0.273984513391855
"SMC6",0.273528826722694
"KIF21A",0.272259567392769
"SPIRE1",0.271361550195602
"SETDB2",0.270112513371585
"WNK3",0.269381852533279
"KCNN2",0.268448201071376
"LUC7L3",0.268027226577414
"NR1H3",0.265994322842912
"PCBD2",0.264642896426624
"SNX4",0.262337661707184
"ZNF836",0.262095722851286
"CCDC18",0.258463369686683
"PFKFB3",0.257629197334469
"TRDN",0.257557049756781
"PELI1",0.257196690138047
"LARS2",0.255448625684957
"ACAP2",0.25434723982963
"RAB28",0.254094415938106
"MRPL39",0.252223873355903
"HSD17B12",0.25160657898352
"AC068587.4",0.251039116948707
"AKAP7",0.250390333946382
