"","dPSI_iPSC_2070692.5600nM"
"DDX58",0.723229741851132
"FOXM1",0.72
"ZNF680",0.719163034243525
"CCT7",0.716
"PDXDC1",0.715692629693742
"OR2A20P",0.715
"INO80",0.71430444024404
"APIP",0.713204563208577
"C14orf132",0.708071641837906
"C1orf94",0.703632755730349
"GCFC2",0.701813814391893
"EXOSC9",0.697
"TAF2",0.695
"ZNF730",0.694299340512871
"PPIP5K2",0.693739406524766
"FES",0.685710208592779
"IL6ST",0.68116096573885
"ENAH",0.676802686891957
"ODR4",0.673574690203423
"SNAI3",0.672845424481134
"SLC12A2",0.665075610080724
"CACNB1",0.662209829341779
"TPTEP2",0.661680991767343
"TTTY14",0.659391144259721
"NUP58",0.658
"PRPF31",0.654336978902155
"RAP1A",0.647
"RASGRP2",0.643351286293709
"TIAM1",0.633166989933131
"USP9Y",0.632595831767188
"ABHD10",0.629
"MTMR3",0.627822478160489
"GLCE",0.627299012207962
"KCND2",0.619662601388459
"APLP2",0.616
"MDM4",0.616
"SPPL2B",0.613817410770207
"ARHGAP5",0.613662913771528
"FAM174A",0.611
"CDC40",0.610590225469334
"ZNF585B",0.608352857412873
"UBAP2L",0.608202554779925
"CLK4",0.606
"DLGAP4",0.604
"CEP164",0.603819911133893
"PRKACB",0.602886297187621
"KRBA1",0.600066082517066
"JPT2",0.598040542378413
"RAPGEF1",0.598
"LINC00678",0.597756490436983
"L3MBTL2",0.59634216520816
"ATG2B",0.595057812384929
"CTNS",0.594371257858576
"CHROMR",0.587
"TMEM50B",0.586
"SETDB2",0.585682748194293
"CEP162",0.581875552015785
"MTG1",0.573
"UBP1",0.573
"ZKSCAN3",0.569
"VCAN",0.566
"BTBD10",0.565932644147482
"ADGRL1",0.565336626806714
"NPEPPS",0.565
"SH3YL1",0.565
"CD47",0.564
"UBN2",0.564
"HIKESHI",0.563
"CLASP2",0.561508468852574
"VAV2",0.559303724999494
"ZNF138",0.559132798832696
"FAM193A",0.557549695243702
"CEP44",0.555
"SNHG5",0.552
"OGT",0.551
"RERE",0.549776917534055
"TIMM23B-AGAP6",0.547284213883204
"SSBP1",0.546466928207632
"MARCHF6",0.544
"ZMYM2",0.543
"DNM1L",0.542
"ERCC6L2",0.54
"DDX42",0.537788988291962
"RICTOR",0.536641188600392
"JAKMIP2-AS1",0.535932018152228
"EGLN1",0.53
"TRIM27",0.53
"SUN1",0.529
"CMTM8",0.528887606714853
"IVD",0.528541954615516
"GRAMD2B",0.527
"MTIF2",0.52217436549856
"GPSM2",0.521405373282229
"ZNF26",0.521
"RARS1",0.519902067908822
"TAB3",0.514
"MYCBP2",0.513
"SUPT20H",0.511767422615222
"TOP3A",0.511
"ZNF764",0.51089827142665
"LRP8",0.508
"AFMID",0.507
"YTHDF3",0.507
"EIF4A1",0.506
"ZNF66",0.502
"WDR91",0.500076712746361
"VPS13C",0.499597352518869
"GK5",0.497
"IMPA1",0.495
"MYLK",0.494547061575017
"RNF144A",0.494244522536538
"AC068205.2",0.49
"WDR90",0.489
"GNAQ",0.486869591606064
"CEP170",0.486
"MADD",0.485
"UBN1",0.484
"MRPL39",0.48
"ADAL",0.479275178591848
"URGCP",0.477023028577585
"CCDC130",0.475762812740769
"PELI1",0.474461165816486
"BICD1",0.473324392213816
"WNK1",0.473
"PHB2",0.472479856132608
"ARHGAP1",0.471703186990137
"ARHGEF5",0.468045619089122
"ZNF510",0.466153559522983
"CD46",0.466
"TXLNGY",0.465
"ZNF708",0.464
"LHFPL2",0.462231335393034
"DENND1A",0.462205949107687
"KIAA0753",0.462018276711938
"POLDIP3",0.462
"RPS10",0.461463750747943
"ZMYM5",0.461
"ULK1",0.460895340188439
"HARS2",0.46
"TSC1",0.46
"ADCY5",0.458
"STOX2",0.457939489345366
"LRIG2",0.45619075727637
"FAM161A",0.45591624502186
"PROSER1",0.455
"EXTL2",0.454411795678654
"CLN3",0.454
"SENP6",0.451
"DCAF17",0.449
"SLC25A17",0.449
"ZNF10",0.448609701644307
"FGD4",0.448
"GTPBP2",0.448
"AC092718.3",0.447835154173601
"IQCC",0.447356603596003
"PTPRZ1",0.447
"KIF21A",0.446502932550546
"BCL2",0.44636898427047
"SHISA9",0.446183195578232
"TASOR2",0.446
"CARD8",0.445
"MARK3",0.444
"NPIPA1",0.443141507644249
"AC020915.3",0.44003727841644
"CNOT1",0.439
"AC138932.1",0.438215962809176
"MGAT4B",0.438
"EML1",0.436883372430217
"UBE2D3",0.436847056723396
"ZC3H10",0.436487946339239
"ZNF350",0.435222811066938
"NCOA6",0.435
"RPGR",0.435
"ZNF747",0.43474008354399
"CTTNBP2",0.434381075297039
"FBXO10",0.434094256596541
"TAF5L",0.433233743053001
"NOP16",0.433
"RRP8",0.433
"WDR37",0.430520096419119
"TIA1",0.43
"GRASP",0.429338226044583
"XPO1",0.429
"PMS1",0.428
"STRIP1",0.428
"KCNT2",0.426797219733922
"MGA",0.426
"AC009053.2",0.424986096109645
"AL390728.4",0.424437410341275
"PPIL3",0.424
"SLX4",0.423930630194748
"GZF1",0.423
"POM121",0.423
"ADAT1",0.422
"RCOR3",0.421753061246884
"ADAM17",0.421355208904743
"TET1",0.420965675579651
"ERRFI1",0.420096388573104
"APTX",0.42
"TARBP1",0.419
"CCDC84",0.418
"ATAD2B",0.416384658347353
"DENND5A",0.416
"FBXO38",0.416
"TJP2",0.414312912231947
"COP1",0.414118250678873
"L3MBTL3",0.414
"PUS1",0.414
"NSUN4",0.41279491378274
"ARID1A",0.411017768894728
"ANKRD9",0.41
"CBARP",0.409
"AC118549.1",0.408
"PEAK1",0.408
"SLC7A6",0.408
"ZNF202",0.408
"EHHADH",0.407736232776067
"PKD1",0.40624994086934
"CDK5RAP1",0.406
"NOD1",0.406
"TC2N",0.405893214394652
"FBXO31",0.405391504105529
"TRIM4",0.404798574477643
"AL358113.1",0.403697270259077
"GRID2",0.403324754755606
"KDM1B",0.403
"MDN1",0.402634376715322
"SAP30BP",0.402
"TRIM16",0.402
"ANK2",0.401670336312261
"PANK1",0.401640751450937
"LSM14B",0.401
"BCOR",0.4
"MACF1",0.4
"SUZ12P1",0.399084616482174
"RAN",0.398
"RUFY3",0.397417014728628
"DLG1",0.397
"GULP1",0.397
"SKP1",0.396439082255394
"HERPUD1",0.396
"CDON",0.395106002332951
"PAQR3",0.395
"NELFA",0.394810226386771
"CENPK",0.394
"LPCAT4",0.394
"RABGAP1L",0.393542401593881
"UNC13A",0.393370587592251
"AVL9",0.393197314968474
"ADAM23",0.393
"DHX57",0.393
"OCLNP1",0.391953833100268
"PHIP",0.390532405559845
"CPT2",0.390042585802021
"BAZ2B",0.39
"CPSF7",0.39
"PCNT",0.39
"SYNGAP1",0.39
"ZDHHC11",0.39
"VPS37B",0.389937840209098
"LINC00630",0.389837832898942
"CABLES1",0.389
"PRDM15",0.389
"ZFAND1",0.389
"RCC1",0.388401288594015
"KDSR",0.387985344565096
"ABCD4",0.387
"SLC25A36",0.387
"WNK3",0.38677355949207
"RAB3IP",0.386263240353485
"AC010522.1",0.386
"EWSR1",0.386
"PLCH1",0.385442111533949
"MIB2",0.385
"PRPF39",0.384713761369943
"FIGNL1",0.384412616441064
"CCDC88A",0.384
"SGCE",0.384
"AC010642.2",0.383369023422089
"RSRC2",0.383
"PPP1R37",0.382190289117218
"PLEKHM1",0.382
"PXMP2",0.382
"ZNF317",0.382
"RPF2",0.381554034557066
"MAN2A1",0.381026042459525
"HARS1",0.381
"KAT6B",0.381
"MEMO1",0.38098348311746
"PPP4R4",0.38075396623789
"SNX14",0.379
"CAPNS1",0.377845024028474
"CCDC93",0.377455481203515
"DPY30",0.377377465056672
"HACL1",0.377131389689689
"VEZT",0.376
"ABCC5",0.375
"FOXP1",0.375
"LUC7L",0.375
"PARP6",0.375
"TSPAN2",0.375
"OCLN",0.373760756675918
"TNRC6A",0.373
"SETD9",0.372
"SPDL1",0.372
"AC046185.1",0.371
"ADCY3",0.371
"CCNT2",0.370875785537857
"SCLT1",0.37013201448869
"NIPA1",0.369
"ASAP2",0.36898837982616
"CEP72",0.368739983915337
"PRELID3A",0.367828122514265
"SERP2",0.367693772423329
"TCF4",0.367396729011021
"HUWE1",0.367
"SCHIP1",0.367
"AL360181.3",0.366
"NEURL4",0.365
"SNHG14",0.365
"ANKRD18CP",0.364
"CAP2",0.364
"DYRK4",0.364
"EXD2",0.364
"ZNF618",0.364
"RARS2",0.363654777941429
"ARMCX6",0.363
"CENPO",0.362
"PABPC1",0.362
"ZFYVE26",0.361
"ZXDC",0.361
"IL17RB",0.36097043707666
"GAS2L3",0.360838526522136
"BRD2",0.36
"RBM23",0.36
"SH3D21",0.359655520886704
"KCNN2",0.359419511009726
"NLN",0.359355911496252
"PARGP1",0.359
"ODF2L",0.35893367338318
"PPRC1",0.358
"TLE1",0.358
"ZNF788P",0.358
"CREBZF",0.356
"SF3B3",0.355827250593876
"BOLA2-SMG1P6",0.355
"DPM1",0.355
"WASHC4",0.354649503381195
"EXOSC2",0.354
"SNHG1",0.354
"AC013717.1",0.353851395055979
"CMSS1",0.353
"GPD1L",0.353
"KIAA1549L",0.353
"NPHP3",0.353
"SLC44A2",0.353
"VDAC2",0.351843997219269
"SNX7",0.351629984449693
"CD44",0.351
"STRADA",0.351
"WDR62",0.351
"BSCL2",0.35
"CENPA",0.35
"ZNF529-AS1",0.349755452479037
"DDX18",0.349
"BIRC6",0.348
"GRB10",0.348
"NUBP2",0.348
"ZNF215",0.348
"TMEM231",0.347830343739321
"NBPF12",0.347280799081441
"SF3B1",0.347
"TRAFD1",0.346923018615103
"ANK3",0.34662898455803
"RNF24",0.346394517023088
"CTC1",0.346
"DZIP1",0.346
"FIRRE",0.346
"RBBP4",0.346
"TENT2",0.346
"ANKRD13D",0.345
"BCL11A",0.345
"TOE1",0.344
"TTC23",0.344
"SNHG11",0.343
"MLH3",0.342
"PMS2CL",0.342
"POGZ",0.342
"BECN1",0.341
"MMS19",0.34
"SGO1",0.339
"SRGAP2C",0.338852347579244
"RNF111",0.338662970807114
"RSPRY1",0.338617076972368
"HMGA2",0.338419505914033
"AHSA2P",0.338
"PRUNE1",0.338
"TMEM263",0.338
"AC132008.2",0.337
"SETD5",0.336
"CHD2",0.335764371683767
"ATXN2L",0.335
"ENTR1",0.335
"IL17RA",0.335
"NSUN5P1",0.335
"ZNF415",0.335
"MICALL1",0.334277398209599
"PSMD13",0.334
"XYLT2",0.334
"ZNF197",0.334
"CDK5RAP2",0.333
"C11orf95",0.332951374758193
"LRRC8D",0.332700887786502
"GATD1",0.332
"CBWD5",0.331324184487965
"EPB41L2",0.331
"EXOSC8",0.331
"ZNF135",0.331
"HMGN1",0.33
"NASP",0.33
"PRDM11",0.33
"RAB5IF",0.33
"CLCN3",0.329834059225985
"ZNF227",0.329
"ATPSCKMT",0.328
"EME1",0.328
"CHST6",0.327
"FAAP20",0.327
"FNIP2",0.327
"METTL22",0.327
"SNX24",0.327
"ZCCHC10",0.327
"FAM168B",0.326307623562737
"CALM2",0.326
"MARCHF8",0.326
"NPHP4",0.326
"PRKAB2",0.326
"ZNF143",0.326
"P2RX5",0.325
"SLC25A22",0.325
"AKR1A1",0.324
"PACRGL",0.324
"BCLAF3",0.323803820265314
"KIAA1191",0.323
"MARF1",0.323
"ELMO2",0.322
"CEP41",0.321453061933347
"EXO1",0.321
"GSTCD",0.321
"SPG7",0.321
"TRAF4",0.321
"ZNF384",0.321
"BANP",0.320987069311341
"B3GNTL1",0.320416479885727
"RPP30",0.32
"SH3BP1",0.32
"STK16",0.32
"HMGXB4",0.319938377396591
"AKAP8L",0.319356185790761
"MARK2",0.319
"PXN-AS1",0.319
"ARL15",0.31895629753807
"TANGO2",0.318041531119121
"CSNK1D",0.318
"TBRG1",0.317
"MBD5",0.316715029196447
"ARMC10",0.316
"CCNYL1",0.316
"GABPB1",0.316
"ZNF263",0.316
"KATNA1",0.315
"RNH1",0.315
"ZMIZ2",0.315
"TERT",0.314
"YDJC",0.314
"ZNF268",0.314
"ZNF644",0.314
"ASCC3",0.313724488054918
"RRN3P2",0.31303666071209
"CAPRIN2",0.313
"FAM135A",0.313
"TMEM116",0.313
"TPT1-AS1",0.312833089260794
"LRRC8B",0.312469552744004
"SKP2",0.312380685471255
"THRAP3",0.312
"RPS9",0.311722561564981
"CNOT2",0.311
"FRYL",0.311
"STRN4",0.311
"FAM86EP",0.31063920658893
"MRTFB",0.31
"RSRP1",0.31
"KIF1A",0.309522967342084
"FAIM",0.309204051005643
"ALDH3A2",0.309
"KMT5C",0.309
"MAP4K4",0.309
"NAB2",0.309
"NOP56",0.309
"POLL",0.309
"PPHLN1",0.309
"SNHG16",0.309
"STRN3",0.309
"ZNF827",0.308591593265331
"CANT1",0.308
"LETMD1",0.308
"MAN1B1",0.308
"PAXBP1",0.307697284560015
"AXIN2",0.307
"PTPRS",0.307
"SPATS2",0.306494156690851
"ARHGAP12",0.306
"TACC2",0.306
"UBQLN1",0.306
"SYT14",0.305870602805373
"COPS7B",0.305
"GGCT",0.305
"MTMR1",0.304879278870517
"AKAP9",0.304
"CDK10",0.304
"FAM193B",0.304
"TBC1D22A",0.304
"NME4",0.303
"RPAP3",0.303
"SLC30A6",0.303
"GGA1",0.3028437263803
"AL157778.1",0.302687122730907
"FGF7P3",0.302525502052143
"CEP70",0.302
"CMC2",0.302
"DDX39B",0.302
"MAP4",0.302
"SALL4",0.302
"TRAPPC2",0.301979142909818
"AOPEP",0.301
"BRD1",0.301
"CCT6P1",0.301
"LINC00667",0.301
"MPDZ",0.301
"TNRC6C",0.301
"PHF21B",0.300884168014125
"DNMBP",0.300698027610355
"FAM219B",0.3
"SEC16A",0.3
"ZKSCAN7",0.3
"ZSCAN30",0.3
"DELE1",0.29913278449781
"NSD3",0.29869836873874
"AGO3",0.29734194687384
"CBWD3",0.295542612824957
"CLASP1",0.295037995486849
"BAZ2A",0.294573124093378
"EP300",0.292990764179874
"ZNF212",0.292810669504779
"SELENOO",0.291997755469704
"ADARB1",0.291177529660342
"EFEMP1",0.290007250173956
"NR1H3",0.289995006025706
"BBX",0.289944427172115
"MANEA",0.289700880048481
"FAM91A1",0.287858053227686
"ERG",0.287009134256114
"RIF1",0.286927658848444
"SPEG",0.286649076712302
"GNB1L",0.286150700626806
"ATXN7L1",0.285376135298693
"PYCR1",0.283987429980706
"DEPDC5",0.282262585355238
"PRKDC",0.2815911511275
"PIP5K1B",0.281339383014962
"OSBPL1A",0.281108025629586
"DYRK1A",0.281107350141113
"ZNF567",0.280622055283986
"EPN1",0.280289395258601
"CACNA1H",0.279262156378969
"STRADB",0.278777968630164
"SH3D19",0.277353696767675
"IFFO1",0.277222026148486
"TRAPPC11",0.276584112050551
"ACVR1B",0.276365626999805
"C9orf78",0.276121151011292
"ESPL1",0.274989490686134
"AC138409.2",0.274845940596837
"KANSL3",0.274660737088089
"PVT1",0.274453084205834
"ZNF211",0.27445110536835
"TOX3",0.273499884504534
"KIDINS220",0.273053602092835
"SRGAP2B",0.272694471320728
"CBWD6",0.271485185386468
"PCM1",0.271004043665534
"PEX5",0.270827045116217
"MKNK1",0.270629551419591
"RRM2",0.270625614768212
"ZNF181",0.269516145782132
"SRRM1",0.268681701556629
"MAPK7",0.268307851247142
"RFESD",0.26825082639138
"POLB",0.266947322747
"MKI67",0.266396152573725
"ZNF552",0.265318253416837
"PPP3CA",0.265234640896422
"RPA1",0.265121654259065
"ZNF43",0.264511506566938
"RBM27",0.264066471512199
"AGPS",0.262974496953577
"ATF6",0.262839113899991
"CDK13",0.262758907859924
"MSANTD2",0.261966914704843
"CASP2",0.261400231094279
"ZNF585A",0.260872573538884
"KIF3A",0.26014201559501
"SMAD7",0.259546481999341
"PMS2P10",0.259341742001031
"PPP1R12A",0.258925611045414
"PCID2",0.258439155693323
"ZNF35",0.258307646802159
"LGALS8",0.257862355472469
"AKR1C3",0.25784599532522
"PFKFB3",0.257524620471834
"TMEM39B",0.257437191111122
"RNF157",0.257022597896918
"GLI2",0.256550082575369
"SPIRE1",0.255944576262593
"ADD1",0.255682343186508
"AC245060.4",0.255611479901667
"CLINT1",0.254689521107605
"SRGAP2",0.254495152144341
"YPEL5",0.254222351972672
"ZNF45",0.252830870091712
"AC138969.1",0.252547350747762
"ARNTL",0.252545833666784
"SAFB",0.252529753933796
"TRDN",0.252515933757039
"KRT8",0.251693186508711
"RPL23AP7",0.251496956771052
"BEND5",0.251309479101995
"NTM",0.25103626654401
"ASXL1",0.250776343999515
"APBB2",0.250656134809503
"SSH2",0.250538595609481
"SPINT1",0.250355190786337
"AL392172.1",0.250274669857742
"MRPL45",0.250103020425322
