"","dPSI_iPSC_2135644.1uM"
"TRDN",0.384819520035578
"SGCE",0.384
"SSH1",0.381927004284327
"NPEPPS",0.38
"JAKMIP2-AS1",0.378820787126357
"ASAP2",0.376
"ACVR1B",0.37491861569986
"FGD4",0.374
"ARHGAP1",0.373804529005031
"WDR27",0.37333014656934
"SPATS2",0.372295465257392
"MEMO1",0.37148469285733
"FIGNL1",0.369
"SLC44A2",0.36817668931211
"STRN",0.367089693874221
"INO80",0.366233129126912
"CACNA1H",0.365748145882627
"FAM161A",0.36545918965901
"PPHLN1",0.365
"ANKRD18CP",0.364
"MKNK1",0.36281979979257
"EML1",0.362092680182648
"RPGR",0.362
"SCLY",0.361
"STRN3",0.361
"ZNF26",0.361
"RPF2",0.360165895488035
"BICD1",0.360021696078813
"HLTF",0.358026395795588
"EEF1D",0.356
"EWSR1",0.355
"EXOC3",0.355
"ARMCX6",0.354
"CD47",0.354
"TOE1",0.354
"AKAP9",0.352
"FGFR1",0.352
"NEDD4",0.349690461452204
"TRIM4",0.347299696950296
"CARD8",0.347
"GAS2L3",0.346413253249202
"ELMO2",0.346
"KIF21A",0.341300833325372
"ERRFI1",0.341001006407569
"SNHG14",0.341
"THRAP3",0.339
"PMS1",0.33783062625905
"SSBP1",0.337378861290153
"CCDC88A",0.334
"SLC7A6",0.334
"ZNF202",0.334
"FAM91A1",0.332609687213589
"SLC12A4",0.332
"UBAP2L",0.331213134911824
"FAAP20",0.331
"PHB2",0.327320018281446
"MAN1B1",0.327
"AVL9",0.326879383906908
"HMGA2",0.326688591657156
"CHD4",0.32601856165463
"LSM14B",0.326
"PIGT",0.324
"SNHG5",0.323
"ADCY5",0.322
"LINC02210",0.322
"CAP2",0.321
"MFGE8",0.321
"PLPP5",0.321
"ERCC6L2",0.320236138159399
"HEPH",0.32
"L3MBTL3",0.32
"NPHP3",0.32
"SCLT1",0.319
"SLC25A36",0.319
"MARCHF8",0.318654027522271
"TAF5L",0.318429625022159
"PPP4R4",0.316772854674729
"TEPSIN",0.316
"CCDC15",0.315
"TSPAN2",0.314
"RIPOR2",0.312379161770022
"COPS7B",0.311
"OXSM",0.311
"TBC1D22A",0.31
"CHEK2",0.309
"ZNF417",0.30899436185531
"ZKSCAN3",0.308
"ZMIZ2",0.308
"RHBDD1",0.307707791428466
"CENPA",0.306
"LINC00667",0.305
"RCC1",0.305
"GRID2",0.304720423646525
"CLEC16A",0.304
"DYRK1A",0.304
"TARBP1",0.303
"CEP170",0.302
"PTPRZ1",0.302
"ZNF43",0.301305436049985
"GGCT",0.301
"TC2N",0.297659400703846
"FBXO10",0.296600826817108
"SETDB2",0.295793257547685
"PELI1",0.2947287179792
"AGO3",0.290818820302658
"TNK2",0.289347934242962
"NR1H3",0.289298549603979
"VPS13A",0.285247534009291
"TNRC6A",0.283849501444097
"PRPF39",0.283745611876216
"ODF2L",0.280371756722095
"PIP5K1B",0.279162516635017
"ADAM23",0.279097077759351
"VWDE",0.277809542683226
"PHIP",0.274968269545195
"BRWD3",0.274188240039646
"LHFPL2",0.272658509475722
"SPIRE1",0.271196770089777
"DHRS1",0.26986052518467
"RPA1",0.269245515355689
"NBPF9",0.267724743220935
"ARMCX3",0.267614593171119
"RARS2",0.265432433275196
"FAM124A",0.265044364122678
"TANGO2",0.26494430428774
"DELE1",0.263733405617499
"CNOT1",0.261618717181477
"TMLHE",0.26073497125702
"FRG1CP",0.260721571251748
"SNX24",0.258537707759635
"WNK3",0.258501999263118
"XRRA1",0.257033215183433
"CLTC",0.256949407295691
"CEP72",0.255939631620853
"EP300",0.25522684825788
"GRB10",0.254831693822522
"OSBPL1A",0.252092953532594
"LRRC28",0.251685587603147
"TPT1-AS1",0.251390907314708
"CTNS",0.250774363285699
"SNX4",0.250586258583332
"HACL1",0.250584577871364
"KCTD20",0.250499269756442
