"","x","dPSI_iPSC_1755497_3x","x","dPSI_iPSC_1949634_3x","x","dPSI_iPSC_2006152_3x","x","dPSI_iPSC_2059811_3x","x","dPSI_iPSC_2060573_3x","x","dPSI_iPSC_2060884_3x","x","dPSI_iPSC_2070692_3x","x","dPSI_iPSC_2135644_3x","x","dPSI_iPSC_2136770_3x","x","dPSI_NGN2_1755497_3x","x","dPSI_NGN2_1949634_3x","x","dPSI_NGN2_2006152_3x","x","dPSI_NGN2_2059811_3xM","x","dPSI_NGN2_2060573_3x","x","dPSI_NGN2_2060884_3x","x","dPSI_NGN2_2070692_3x","x","dPSI_NGN2_2135644_3x","x","dPSI_NGN2_2136770_3x"
"389",NA,NA,"MTG1",0.423,NA,NA,NA,NA,NA,NA,"CLINT1",0.32,NA,NA,NA,NA,NA,NA,NA,NA,"TMEM39A",0.445220376586043,NA,NA,NA,NA,NA,NA,"AL157871.6",0.404701559122779,"HDAC2-AS2",0.308511765649767,NA,NA,NA,NA
"390",NA,NA,"PROSER3",0.423,NA,NA,NA,NA,NA,NA,"CRYBG2",0.32,NA,NA,NA,NA,NA,NA,NA,NA,"CUL7",0.445118575290397,NA,NA,NA,NA,NA,NA,"HPS5",0.404606334828402,"GGCT",0.308,NA,NA,NA,NA
"391",NA,NA,"RAB23",0.422023910588659,NA,NA,NA,NA,NA,NA,"NCOA1",0.32,NA,NA,NA,NA,NA,NA,NA,NA,"AKAP9",0.442727250255812,NA,NA,NA,NA,NA,NA,"KIF1A",0.402616003004384,"NPEPPS",0.307,NA,NA,NA,NA
"392",NA,NA,"INO80",0.421317883523268,NA,NA,NA,NA,NA,NA,"DYRK1A",0.319,NA,NA,NA,NA,NA,NA,NA,NA,"APAF1",0.439863600016504,NA,NA,NA,NA,NA,NA,"BIN3",0.401750249691106,"SPEG",0.307,NA,NA,NA,NA
"393",NA,NA,"TNRC6C",0.421,NA,NA,NA,NA,NA,NA,"CSNK1D",0.318,NA,NA,NA,NA,NA,NA,NA,NA,"CNOT7",0.439581450934309,NA,NA,NA,NA,NA,NA,"ARFGEF3",0.40143247489135,"ASNS",0.306025828381056,NA,NA,NA,NA
"394",NA,NA,"CDK5RAP2",0.42,NA,NA,NA,NA,NA,NA,"DNMT3B",0.318,NA,NA,NA,NA,NA,NA,NA,NA,"TNIP1",0.438107177956579,NA,NA,NA,NA,NA,NA,"CSMD3",0.400377871266394,"CEP170",0.306,NA,NA,NA,NA
"395",NA,NA,"SERGEF",0.418497673442333,NA,NA,NA,NA,NA,NA,"FLOT1",0.318,NA,NA,NA,NA,NA,NA,NA,NA,"C19orf47",0.437775450034603,NA,NA,NA,NA,NA,NA,"ZNF426",0.399142817887272,"C9orf78",0.305612082430378,NA,NA,NA,NA
"396",NA,NA,"PARP4",0.418296169834966,NA,NA,NA,NA,NA,NA,"TNRC6C",0.318,NA,NA,NA,NA,NA,NA,NA,NA,"EIF2D",0.437,NA,NA,NA,NA,NA,NA,"ANKRD13D",0.398192160038779,"JAZF1",0.30472117331634,NA,NA,NA,NA
"397",NA,NA,"AP2M1",0.418118030364276,NA,NA,NA,NA,NA,NA,"CIRBP",0.317,NA,NA,NA,NA,NA,NA,NA,NA,"IL6ST",0.436666400794478,NA,NA,NA,NA,NA,NA,"PCLO",0.396391890287312,"SLC25A19",0.303296474508452,NA,NA,NA,NA
"398",NA,NA,"POLDIP3",0.418,NA,NA,NA,NA,NA,NA,"KIAA0753",0.317,NA,NA,NA,NA,NA,NA,NA,NA,"TTN-AS1",0.435604442993806,NA,NA,NA,NA,NA,NA,"SERINC3",0.396327440240999,"CLK4",0.301,NA,NA,NA,NA
"399",NA,NA,"ZNF777",0.417882609042391,NA,NA,NA,NA,NA,NA,"NPEPPS",0.317,NA,NA,NA,NA,NA,NA,NA,NA,"EIF4G2",0.435257389515206,NA,NA,NA,NA,NA,NA,"ATF6",0.396054135589293,"PTPRZ1",0.301,NA,NA,NA,NA
"400",NA,NA,"NSUN4",0.417790234035827,NA,NA,NA,NA,NA,NA,"RCE1",0.317,NA,NA,NA,NA,NA,NA,NA,NA,"HAUS3",0.435185693386036,NA,NA,NA,NA,NA,NA,"VCAN",0.396,"AC104009.1",0.300738498891097,NA,NA,NA,NA
"401",NA,NA,"HSPA4L",0.417,NA,NA,NA,NA,NA,NA,"INO80",0.316,NA,NA,NA,NA,NA,NA,NA,NA,"KIRREL1",0.434592218628576,NA,NA,NA,NA,NA,NA,"TAF1",0.395394699841026,"NME4",0.3,NA,NA,NA,NA
"402",NA,NA,"MGA",0.417,NA,NA,NA,NA,NA,NA,"SH3BP2",0.316,NA,NA,NA,NA,NA,NA,NA,NA,"NBL1",0.433696412150409,NA,NA,NA,NA,NA,NA,"LINC01881",0.39520451218586,"PIK3R1",0.2964215652205,NA,NA,NA,NA
"403",NA,NA,"PGAP6",0.416461864538698,NA,NA,NA,NA,NA,NA,"PMS1",0.315712765470464,NA,NA,NA,NA,NA,NA,NA,NA,"CHD1L",0.433511554397758,NA,NA,NA,NA,NA,NA,"C19orf47",0.39363993463657,"AVL9",0.294930791405268,NA,NA,NA,NA
"404",NA,NA,"M6PR",0.416160917593376,NA,NA,NA,NA,NA,NA,"TJAP1",0.315,NA,NA,NA,NA,NA,NA,NA,NA,"SPRYD7",0.433180960219767,NA,NA,NA,NA,NA,NA,"ATXN7L2",0.393554037702506,"ZNF10",0.294726619352992,NA,NA,NA,NA
"405",NA,NA,"ARHGEF7",0.416077298649492,NA,NA,NA,NA,NA,NA,"TRAF4",0.315,NA,NA,NA,NA,NA,NA,NA,NA,"PGS1",0.433151791089989,NA,NA,NA,NA,NA,NA,"SOCS6",0.391057489128744,"EPM2A",0.294645834883773,NA,NA,NA,NA
"406",NA,NA,"CLN3",0.416,NA,NA,NA,NA,NA,NA,"RMND5B",0.314714336627614,NA,NA,NA,NA,NA,NA,NA,NA,"ARID1A",0.432786092403297,NA,NA,NA,NA,NA,NA,"KIF26B",0.391024345237657,"UBAP2L",0.294357552505023,NA,NA,NA,NA
"407",NA,NA,"DAZL",0.415633747796751,NA,NA,NA,NA,NA,NA,"ZBTB8OS",0.314,NA,NA,NA,NA,NA,NA,NA,NA,"AC020915.3",0.43205485503019,NA,NA,NA,NA,NA,NA,"CBWD4P",0.39073893956915,"GPR155",0.292154261282081,NA,NA,NA,NA
"408",NA,NA,"ZNF185",0.415211638897225,NA,NA,NA,NA,NA,NA,"ZNF202",0.314,NA,NA,NA,NA,NA,NA,NA,NA,"CLEC16A",0.432,NA,NA,NA,NA,NA,NA,"ERC2",0.390335839166428,"CNTN1",0.29154503965781,NA,NA,NA,NA
"409",NA,NA,"CR2",0.415,NA,NA,NA,NA,NA,NA,"TRAFD1",0.313877184670731,NA,NA,NA,NA,NA,NA,NA,NA,"CPLX2",0.43114936895075,NA,NA,NA,NA,NA,NA,"HECW2",0.390141863537707,"RPF2",0.291211212848104,NA,NA,NA,NA
"410",NA,NA,"GPHN",0.414989788442255,NA,NA,NA,NA,NA,NA,"SRRM1",0.313,NA,NA,NA,NA,NA,NA,NA,NA,"RMST",0.431,NA,NA,NA,NA,NA,NA,"VPS13C",0.389103018635806,"WNK3",0.290456969056893,NA,NA,NA,NA
"411",NA,NA,"ANGEL2",0.414968918892645,NA,NA,NA,NA,NA,NA,"AL392172.1",0.312,NA,NA,NA,NA,NA,NA,NA,NA,"PCID2",0.43041542207065,NA,NA,NA,NA,NA,NA,"LINC00963",0.389,"PIGU",0.290090884134918,NA,NA,NA,NA
"412",NA,NA,"TULP1",0.41450699566653,NA,NA,NA,NA,NA,NA,"ARHGAP32",0.311072671179211,NA,NA,NA,NA,NA,NA,NA,NA,"MAN1A2",0.429178120167521,NA,NA,NA,NA,NA,NA,"TRAF3",0.387,"DUS4L-BCAP29",0.287566373808908,NA,NA,NA,NA
"413",NA,NA,"ELP6",0.414,NA,NA,NA,NA,NA,NA,"CLASP1",0.311,NA,NA,NA,NA,NA,NA,NA,NA,"TP53INP1",0.429,NA,NA,NA,NA,NA,NA,"AHI1",0.386611556873331,"CEP41",0.283945585742482,NA,NA,NA,NA
"414",NA,NA,"TAB2",0.412227199435379,NA,NA,NA,NA,NA,NA,"HARS2",0.311,NA,NA,NA,NA,NA,NA,NA,NA,"RPS10-NUDT3",0.42808670916514,NA,NA,NA,NA,NA,NA,"DIAPH1",0.384950210677233,"SBF2",0.283261723963671,NA,NA,NA,NA
"415",NA,NA,"DAB1",0.412179714742487,NA,NA,NA,NA,NA,NA,"ZSCAN26",0.31,NA,NA,NA,NA,NA,NA,NA,NA,"NELFA",0.428,NA,NA,NA,NA,NA,NA,"HHLA3",0.38415763874554,"PTPRO",0.280275424825458,NA,NA,NA,NA
"416",NA,NA,"ZNF317",0.411250045225771,NA,NA,NA,NA,NA,NA,"TPT1-AS1",0.309057062464831,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF548",0.425543458059546,NA,NA,NA,NA,NA,NA,"KANSL3",0.384,"TMEM214",0.276845196308515,NA,NA,NA,NA
"417",NA,NA,"BORCS8-MEF2B",0.410933892622079,NA,NA,NA,NA,NA,NA,"FASTK",0.309,NA,NA,NA,NA,NA,NA,NA,NA,"LDAH",0.425475045850071,NA,NA,NA,NA,NA,NA,"ANKRD36",0.383815564723453,"SNX4",0.272811701901971,NA,NA,NA,NA
"418",NA,NA,"AC118553.2",0.408386607300027,NA,NA,NA,NA,NA,NA,"LIPG",0.309,NA,NA,NA,NA,NA,NA,NA,NA,"CLN3",0.425,NA,NA,NA,NA,NA,NA,"TP53INP1",0.383,"CD47",0.268027262565706,NA,NA,NA,NA
"419",NA,NA,"DDX58",0.408127857264234,NA,NA,NA,NA,NA,NA,"NTM",0.309,NA,NA,NA,NA,NA,NA,NA,NA,"FAM161A",0.425,NA,NA,NA,NA,NA,NA,"PRICKLE1",0.382208170017731,"VPS41",0.267283151263624,NA,NA,NA,NA
"420",NA,NA,"GPR176",0.408,NA,NA,NA,NA,NA,NA,"POGZ",0.309,NA,NA,NA,NA,NA,NA,NA,NA,"LAMA5",0.425,NA,NA,NA,NA,NA,NA,"FAM168B",0.381847919771223,"ANK2",0.266953044567224,NA,NA,NA,NA
"421",NA,NA,"BORCS8",0.407,NA,NA,NA,NA,NA,NA,"RAPGEF1",0.30860737033244,NA,NA,NA,NA,NA,NA,NA,NA,"PRKACB",0.424711771127491,NA,NA,NA,NA,NA,NA,"MAST4",0.3804136940805,"APAF1",0.265799914065935,NA,NA,NA,NA
"422",NA,NA,"SNX24",0.406030110968377,NA,NA,NA,NA,NA,NA,"TMEM218",0.308,NA,NA,NA,NA,NA,NA,NA,NA,"C10orf82",0.424,NA,NA,NA,NA,NA,NA,"CLASP2",0.38,"CHPT1",0.26516510052704,NA,NA,NA,NA
"423",NA,NA,"CCDC88A",0.406,NA,NA,NA,NA,NA,NA,"ASCC3",0.307759214575127,NA,NA,NA,NA,NA,NA,NA,NA,"AC138894.1",0.423,NA,NA,NA,NA,NA,NA,"FUCA1",0.378138975112627,"UPF3A",0.264643377710764,NA,NA,NA,NA
"424",NA,NA,"YPEL5",0.406,NA,NA,NA,NA,NA,NA,"EFHC1",0.307,NA,NA,NA,NA,NA,NA,NA,NA,"HTT",0.421,NA,NA,NA,NA,NA,NA,"HDAC5",0.377884167408042,"MTMR3",0.264485875693503,NA,NA,NA,NA
"425",NA,NA,"ZSCAN31",0.406,NA,NA,NA,NA,NA,NA,"LINC00667",0.306646720213831,NA,NA,NA,NA,NA,NA,NA,NA,"SOX5",0.420783758595152,NA,NA,NA,NA,NA,NA,"PIK3R1",0.377463795696008,"ATF6",0.263780368173598,NA,NA,NA,NA
"426",NA,NA,"ARHGAP5",0.40593337426589,NA,NA,NA,NA,NA,NA,"SERGEF",0.306478396245974,NA,NA,NA,NA,NA,NA,NA,NA,"SUPT20H",0.419,NA,NA,NA,NA,NA,NA,"CBWD2",0.37704661811258,"SRGAP1",0.260909564338533,NA,NA,NA,NA
"427",NA,NA,"LINC02387",0.405836004309021,NA,NA,NA,NA,NA,NA,"MGAT4B",0.306,NA,NA,NA,NA,NA,NA,NA,NA,"RUNDC3B",0.418,NA,NA,NA,NA,NA,NA,"PRKDC",0.377,"AIMP1",0.260866799495942,NA,NA,NA,NA
"428",NA,NA,"MB21D2",0.405591609936254,NA,NA,NA,NA,NA,NA,"ZNF317",0.306,NA,NA,NA,NA,NA,NA,NA,NA,"VPS29",0.418,NA,NA,NA,NA,NA,NA,"PRUNE2",0.377,"MARCHF8",0.259037065112425,NA,NA,NA,NA
"429",NA,NA,"AC138894.1",0.405,NA,NA,NA,NA,NA,NA,"RRM2",0.305706335037251,NA,NA,NA,NA,NA,NA,NA,NA,"TTC28-AS1",0.417483523411458,NA,NA,NA,NA,NA,NA,"IGSF3",0.376092731488273,"ZNF334",0.258977444642971,NA,NA,NA,NA
"430",NA,NA,"EEF1D",0.404,NA,NA,NA,NA,NA,NA,"ADA",0.305,NA,NA,NA,NA,NA,NA,NA,NA,"FBL",0.417311746233201,NA,NA,NA,NA,NA,NA,"MPPE1",0.376,"ZDHHC8P1",0.258703993303717,NA,NA,NA,NA
"431",NA,NA,"NSUN7",0.403100304717511,NA,NA,NA,NA,NA,NA,"GALE",0.305,NA,NA,NA,NA,NA,NA,NA,NA,"AKAP6",0.416139352085125,NA,NA,NA,NA,NA,NA,"TSPAN7",0.375,"CBWD4P",0.256535639101978,NA,NA,NA,NA
"432",NA,NA,"FYCO1",0.402131093102423,NA,NA,NA,NA,NA,NA,"ATAT1",0.304716802415277,NA,NA,NA,NA,NA,NA,NA,NA,"DPM2",0.41608330543538,NA,NA,NA,NA,NA,NA,"SAFB",0.373079699802421,"SAFB",0.254288689096677,NA,NA,NA,NA
"433",NA,NA,"MDM2",0.402,NA,NA,NA,NA,NA,NA,"TANGO2",0.304224029924649,NA,NA,NA,NA,NA,NA,NA,NA,"MARCHF11",0.415621376739497,NA,NA,NA,NA,NA,NA,"MECR",0.371939963915783,"NRXN1",0.251521178614546,NA,NA,NA,NA
"434",NA,NA,"CDCA7",0.40163702281121,NA,NA,NA,NA,NA,NA,"DZANK1",0.303,NA,NA,NA,NA,NA,NA,NA,NA,"FAM207A",0.415,NA,NA,NA,NA,NA,NA,"ANKRD13C",0.37,NA,NA,NA,NA,NA,NA
"435",NA,NA,"HSD17B4",0.400459071925486,NA,NA,NA,NA,NA,NA,"ITGA3",0.303,NA,NA,NA,NA,NA,NA,NA,NA,"DGCR5",0.413531522280157,NA,NA,NA,NA,NA,NA,"FAM3A",0.369363687300035,NA,NA,NA,NA,NA,NA
"436",NA,NA,"CYP2R1",0.40026551362099,NA,NA,NA,NA,NA,NA,"SLC43A3",0.302802168582558,NA,NA,NA,NA,NA,NA,NA,NA,"NUDT22",0.412,NA,NA,NA,NA,NA,NA,"PSMA3-AS1",0.369,NA,NA,NA,NA,NA,NA
"437",NA,NA,"CAPRIN2",0.4,NA,NA,NA,NA,NA,NA,"RRP8",0.302292602226538,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF529-AS1",0.411500709146068,NA,NA,NA,NA,NA,NA,"COPS7B",0.368,NA,NA,NA,NA,NA,NA
"438",NA,NA,"ZNF268",0.4,NA,NA,NA,NA,NA,NA,"GK",0.302,NA,NA,NA,NA,NA,NA,NA,NA,"ELP4",0.41,NA,NA,NA,NA,NA,NA,"MYCBP2",0.368,NA,NA,NA,NA,NA,NA
"439",NA,NA,"TMTC1",0.399,NA,NA,NA,NA,NA,NA,"MAN1B1",0.302,NA,NA,NA,NA,NA,NA,NA,NA,"SPTLC1",0.41,NA,NA,NA,NA,NA,NA,"IMPDH1",0.367,NA,NA,NA,NA,NA,NA
"440",NA,NA,"PHF20L1",0.398,NA,NA,NA,NA,NA,NA,"PPRC1",0.302,NA,NA,NA,NA,NA,NA,NA,NA,"TASOR2",0.41,NA,NA,NA,NA,NA,NA,"NUP85",0.367,NA,NA,NA,NA,NA,NA
"441",NA,NA,"VWDE",0.398,NA,NA,NA,NA,NA,NA,"STRN3",0.302,NA,NA,NA,NA,NA,NA,NA,NA,"TPGS2",0.41,NA,NA,NA,NA,NA,NA,"RARS2",0.366884828168233,NA,NA,NA,NA,NA,NA
"442",NA,NA,"PDLIM5",0.397949277838201,NA,NA,NA,NA,NA,NA,"ZNF542P",0.301941707765956,NA,NA,NA,NA,NA,NA,NA,NA,"TNRC6B",0.409187365384268,NA,NA,NA,NA,NA,NA,"RAPGEF6",0.366,NA,NA,NA,NA,NA,NA
"443",NA,NA,"MAP4K4",0.397,NA,NA,NA,NA,NA,NA,"ZNF185",0.30180679771666,NA,NA,NA,NA,NA,NA,NA,NA,"KAT6B",0.409,NA,NA,NA,NA,NA,NA,"NKAIN2",0.365071338914051,NA,NA,NA,NA,NA,NA
"444",NA,NA,"PRDM4",0.397,NA,NA,NA,NA,NA,NA,"STRADA",0.301045573426522,NA,NA,NA,NA,NA,NA,NA,NA,"UBOX5",0.40879203392872,NA,NA,NA,NA,NA,NA,"PDZRN4",0.365061241291223,NA,NA,NA,NA,NA,NA
"445",NA,NA,"PIGN",0.396,NA,NA,NA,NA,NA,NA,"SGCE",0.301,NA,NA,NA,NA,NA,NA,NA,NA,"RBKS",0.408709749525279,NA,NA,NA,NA,NA,NA,"ADAM17",0.365,NA,NA,NA,NA,NA,NA
"446",NA,NA,"SNHG14",0.396,NA,NA,NA,NA,NA,NA,"POLB",0.300249901452179,NA,NA,NA,NA,NA,NA,NA,NA,"AP4E1",0.406,NA,NA,NA,NA,NA,NA,"MEMO1",0.364,NA,NA,NA,NA,NA,NA
"447",NA,NA,"ZMIZ1",0.396,NA,NA,NA,NA,NA,NA,"DDX27",0.3,NA,NA,NA,NA,NA,NA,NA,NA,"TMEM116",0.406,NA,NA,NA,NA,NA,NA,"CDC42BPA",0.363997815706969,NA,NA,NA,NA,NA,NA
"448",NA,NA,"CEP41",0.394665292365855,NA,NA,NA,NA,NA,NA,"ITGA7",0.3,NA,NA,NA,NA,NA,NA,NA,NA,"MTMR3",0.405400195327885,NA,NA,NA,NA,NA,NA,"HSPA4L",0.363694101296956,NA,NA,NA,NA,NA,NA
"449",NA,NA,"ADCY3",0.394,NA,NA,NA,NA,NA,NA,"ZNF195",0.3,NA,NA,NA,NA,NA,NA,NA,NA,"YWHAB",0.403415822516718,NA,NA,NA,NA,NA,NA,"BICDL1",0.36363621971192,NA,NA,NA,NA,NA,NA
"450",NA,NA,"AOPEP",0.394,NA,NA,NA,NA,NA,NA,"RRNAD1",0.299183067714113,NA,NA,NA,NA,NA,NA,NA,NA,"DGKZ",0.403,NA,NA,NA,NA,NA,NA,"FAM161A",0.362504907859148,NA,NA,NA,NA,NA,NA
"451",NA,NA,"DDB2",0.394,NA,NA,NA,NA,NA,NA,"GGA1",0.298891901333275,NA,NA,NA,NA,NA,NA,NA,NA,"FBXO38",0.403,NA,NA,NA,NA,NA,NA,"UVRAG",0.361082099323358,NA,NA,NA,NA,NA,NA
"452",NA,NA,"MMS19",0.394,NA,NA,NA,NA,NA,NA,"RAB4B",0.298280157834262,NA,NA,NA,NA,NA,NA,NA,NA,"NTRK2",0.402849296064629,NA,NA,NA,NA,NA,NA,"SNTG1",0.360130844885568,NA,NA,NA,NA,NA,NA
"453",NA,NA,"WASHC5",0.394,NA,NA,NA,NA,NA,NA,"CACNB1",0.298105068760594,NA,NA,NA,NA,NA,NA,NA,NA,"COPS5",0.402318088545985,NA,NA,NA,NA,NA,NA,"ATG5",0.36,NA,NA,NA,NA,NA,NA
"454",NA,NA,"SLC43A1",0.393846204806529,NA,NA,NA,NA,NA,NA,"MKNK1",0.297780466495976,NA,NA,NA,NA,NA,NA,NA,NA,"STOX2",0.401196687251624,NA,NA,NA,NA,NA,NA,"SOS2",0.36,NA,NA,NA,NA,NA,NA
"455",NA,NA,"RGS12",0.393083368981978,NA,NA,NA,NA,NA,NA,"EP300",0.297681813929107,NA,NA,NA,NA,NA,NA,NA,NA,"MCCC2",0.399748635986202,NA,NA,NA,NA,NA,NA,"MFSD14C",0.358,NA,NA,NA,NA,NA,NA
"456",NA,NA,"ADAL",0.393,NA,NA,NA,NA,NA,NA,"PRUNE2",0.297375660983784,NA,NA,NA,NA,NA,NA,NA,NA,"ARMCX6",0.399,NA,NA,NA,NA,NA,NA,"MSL3",0.358,NA,NA,NA,NA,NA,NA
"457",NA,NA,"RPP14",0.392,NA,NA,NA,NA,NA,NA,"RRN3P2",0.296549396566123,NA,NA,NA,NA,NA,NA,NA,NA,"EPM2A",0.39882748154835,NA,NA,NA,NA,NA,NA,"DUS4L-BCAP29",0.356630290964175,NA,NA,NA,NA,NA,NA
"458",NA,NA,"STOX2",0.391296299834415,NA,NA,NA,NA,NA,NA,"ZFP90",0.29557463694818,NA,NA,NA,NA,NA,NA,NA,NA,"KLHL1",0.398714835689306,NA,NA,NA,NA,NA,NA,"ZNF7",0.355824005375993,NA,NA,NA,NA,NA,NA
"459",NA,NA,"MRPL39",0.391086864100181,NA,NA,NA,NA,NA,NA,"PIFO",0.294078404699091,NA,NA,NA,NA,NA,NA,NA,NA,"PLEKHA1",0.398257248233246,NA,NA,NA,NA,NA,NA,"CXorf38",0.355,NA,NA,NA,NA,NA,NA
"460",NA,NA,"SNHG16",0.391,NA,NA,NA,NA,NA,NA,"UBAC2",0.293323683308397,NA,NA,NA,NA,NA,NA,NA,NA,"GAB1",0.398167504515504,NA,NA,NA,NA,NA,NA,"HLTF",0.355,NA,NA,NA,NA,NA,NA
"461",NA,NA,"LINC01145",0.390807638183563,NA,NA,NA,NA,NA,NA,"NSD3",0.293187089269437,NA,NA,NA,NA,NA,NA,NA,NA,"COPS7B",0.398,NA,NA,NA,NA,NA,NA,"AL157778.1",0.354,NA,NA,NA,NA,NA,NA
"462",NA,NA,"TC2N",0.390165678497311,NA,NA,NA,NA,NA,NA,"ZMYND8",0.293059452265307,NA,NA,NA,NA,NA,NA,NA,NA,"GPHN",0.397,NA,NA,NA,NA,NA,NA,"SETDB2",0.354,NA,NA,NA,NA,NA,NA
"463",NA,NA,"MFSD11",0.39,NA,NA,NA,NA,NA,NA,"GRB10",0.291450108096725,NA,NA,NA,NA,NA,NA,NA,NA,"UBXN4",0.397,NA,NA,NA,NA,NA,NA,"RBFOX1",0.353798620613088,NA,NA,NA,NA,NA,NA
"464",NA,NA,"OSBPL3",0.389738934086468,NA,NA,NA,NA,NA,NA,"LRRN1",0.290117836267322,NA,NA,NA,NA,NA,NA,NA,NA,"NCOR1",0.396,NA,NA,NA,NA,NA,NA,"PMS1",0.353,NA,NA,NA,NA,NA,NA
"465",NA,NA,"CTTNBP2",0.389,NA,NA,NA,NA,NA,NA,"TCF20",0.289445524418286,NA,NA,NA,NA,NA,NA,NA,NA,"EFHC1",0.395,NA,NA,NA,NA,NA,NA,"MAPK10",0.351,NA,NA,NA,NA,NA,NA
"466",NA,NA,"MINDY2",0.387657516632899,NA,NA,NA,NA,NA,NA,"STRADB",0.288576295471615,NA,NA,NA,NA,NA,NA,NA,NA,"GPATCH2L",0.395,NA,NA,NA,NA,NA,NA,"MAP6",0.350414448133781,NA,NA,NA,NA,NA,NA
"467",NA,NA,"PRUNE1",0.387,NA,NA,NA,NA,NA,NA,"LHFPL2",0.288216681576429,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF777",0.394896169041394,NA,NA,NA,NA,NA,NA,"WASF1",0.349,NA,NA,NA,NA,NA,NA
"468",NA,NA,"SALL4",0.387,NA,NA,NA,NA,NA,NA,"NBEA",0.285617412511171,NA,NA,NA,NA,NA,NA,NA,NA,"HOOK3",0.394627888844285,NA,NA,NA,NA,NA,NA,"SEZ6L",0.348054666179923,NA,NA,NA,NA,NA,NA
"469",NA,NA,"ETNK1",0.386394638724452,NA,NA,NA,NA,NA,NA,"OSBPL1A",0.284355743434195,NA,NA,NA,NA,NA,NA,NA,NA,"MAN1B1",0.394,NA,NA,NA,NA,NA,NA,"ZMYND8",0.348,NA,NA,NA,NA,NA,NA
"470",NA,NA,"ZMYM5",0.385652353203223,NA,NA,NA,NA,NA,NA,"ARID1A",0.283858395867195,NA,NA,NA,NA,NA,NA,NA,NA,"MFSD11",0.394,NA,NA,NA,NA,NA,NA,"AGGF1",0.347,NA,NA,NA,NA,NA,NA
"471",NA,NA,"FGFR1",0.385,NA,NA,NA,NA,NA,NA,"MRPL45",0.283821192495867,NA,NA,NA,NA,NA,NA,NA,NA,"DCAF17",0.393,NA,NA,NA,NA,NA,NA,"AC010642.2",0.346,NA,NA,NA,NA,NA,NA
"472",NA,NA,"LRP8",0.385,NA,NA,NA,NA,NA,NA,"PSTK",0.283183710661099,NA,NA,NA,NA,NA,NA,NA,NA,"TRAF3",0.393,NA,NA,NA,NA,NA,NA,"KIAA0753",0.346,NA,NA,NA,NA,NA,NA
"473",NA,NA,"NIPA1",0.385,NA,NA,NA,NA,NA,NA,"SNX4",0.281214536455558,NA,NA,NA,NA,NA,NA,NA,NA,"MTHFD1L",0.392704900036967,NA,NA,NA,NA,NA,NA,"TNPO3",0.345,NA,NA,NA,NA,NA,NA
"474",NA,NA,"WNK3",0.384407016196781,NA,NA,NA,NA,NA,NA,"PEX5",0.280892164098675,NA,NA,NA,NA,NA,NA,NA,NA,"INO80",0.392634488863467,NA,NA,NA,NA,NA,NA,"LRSAM1",0.344301886993558,NA,NA,NA,NA,NA,NA
"475",NA,NA,"AXIN1",0.384,NA,NA,NA,NA,NA,NA,"ZNF212",0.28065226382507,NA,NA,NA,NA,NA,NA,NA,NA,"KCND2",0.392291162859855,NA,NA,NA,NA,NA,NA,"FAAP20",0.344,NA,NA,NA,NA,NA,NA
"476",NA,NA,"DENND2B",0.383403623447034,NA,NA,NA,NA,NA,NA,"IL17RB",0.280475322299743,NA,NA,NA,NA,NA,NA,NA,NA,"ANXA6",0.392,NA,NA,NA,NA,NA,NA,"FNIP2",0.342976665121674,NA,NA,NA,NA,NA,NA
"477",NA,NA,"KIAA1109",0.383344510370886,NA,NA,NA,NA,NA,NA,"CLIP1",0.279840520919923,NA,NA,NA,NA,NA,NA,NA,NA,"TMEM50B",0.392,NA,NA,NA,NA,NA,NA,"VAV2",0.342949308396418,NA,NA,NA,NA,NA,NA
"478",NA,NA,"PRKAB2",0.383,NA,NA,NA,NA,NA,NA,"MON2",0.278708720251178,NA,NA,NA,NA,NA,NA,NA,NA,"CEP41",0.391062597350507,NA,NA,NA,NA,NA,NA,"KIRREL1",0.342786039078029,NA,NA,NA,NA,NA,NA
"479",NA,NA,"ZKSCAN7",0.383,NA,NA,NA,NA,NA,NA,"SLC44A2",0.277969769244757,NA,NA,NA,NA,NA,NA,NA,NA,"HSD17B4",0.39,NA,NA,NA,NA,NA,NA,"SLC6A9",0.34112219890342,NA,NA,NA,NA,NA,NA
"480",NA,NA,"CD40",0.38181576407525,NA,NA,NA,NA,NA,NA,"MYO5A",0.277744270888149,NA,NA,NA,NA,NA,NA,NA,NA,"TAMM41",0.389355880632505,NA,NA,NA,NA,NA,NA,"RSPH1",0.340618158829145,NA,NA,NA,NA,NA,NA
"481",NA,NA,"ADAMTS19",0.381,NA,NA,NA,NA,NA,NA,"ANO1",0.277180742246662,NA,NA,NA,NA,NA,NA,NA,NA,"TRPC1",0.387,NA,NA,NA,NA,NA,NA,"C9orf78",0.339550777233358,NA,NA,NA,NA,NA,NA
"482",NA,NA,"DHRSX",0.38088242501171,NA,NA,NA,NA,NA,NA,"LRRC8D",0.276871732205618,NA,NA,NA,NA,NA,NA,NA,NA,"ADAM17",0.386,NA,NA,NA,NA,NA,NA,"PCNX4",0.339,NA,NA,NA,NA,NA,NA
