"","x","dPSI_iPSC_1755497_3x","x","dPSI_iPSC_1949634_3x","x","dPSI_iPSC_2006152_3x","x","dPSI_iPSC_2059811_3x","x","dPSI_iPSC_2060573_3x","x","dPSI_iPSC_2060884_3x","x","dPSI_iPSC_2070692_3x","x","dPSI_iPSC_2135644_3x","x","dPSI_iPSC_2136770_3x","x","dPSI_NGN2_1755497_3x","x","dPSI_NGN2_1949634_3x","x","dPSI_NGN2_2006152_3x","x","dPSI_NGN2_2059811_3xM","x","dPSI_NGN2_2060573_3x","x","dPSI_NGN2_2060884_3x","x","dPSI_NGN2_2070692_3x","x","dPSI_NGN2_2135644_3x","x","dPSI_NGN2_2136770_3x"
"301",NA,NA,"TMTC4",0.471404295121632,NA,NA,NA,NA,NA,NA,"HARS1",0.364,NA,NA,NA,NA,NA,NA,NA,NA,"DPY19L2P2",0.522,NA,NA,"SGK1",0.279447098908088,"EPM2A",0.331636422183283,"CHD9",0.479,"RUNDC3B",0.39,NA,NA,NA,NA
"302",NA,NA,"TEPSIN",0.471,NA,NA,NA,NA,NA,NA,"BCOR",0.363,NA,NA,NA,NA,NA,NA,NA,NA,"PABPC1",0.52,NA,NA,"CCNT2",0.27744705535067,"RERE",0.330851886035504,"MRPL39",0.479,"AP004608.1",0.386,NA,NA,NA,NA
"303",NA,NA,"ZNF783",0.470122592620188,NA,NA,NA,NA,NA,NA,"CAP2",0.362,NA,NA,NA,NA,NA,NA,NA,NA,"TENT2",0.51773386686929,NA,NA,"TNRC6A",0.275361891452079,"ERC1",0.327479168902226,"CAB39L",0.475827096316262,"CHORDC1",0.385,NA,NA,NA,NA
"304",NA,NA,"TAF5L",0.46915048312729,NA,NA,NA,NA,NA,NA,"TIA1",0.362,NA,NA,NA,NA,NA,NA,NA,NA,"RCC1",0.51611623067781,NA,NA,"VDAC2",0.273463176250415,"CNOT1",0.322,"DNMBP",0.475386687440928,"STIM2",0.384,NA,NA,NA,NA
"305",NA,NA,"NPHP3",0.468,NA,NA,NA,NA,NA,NA,"LINC00960",0.361071882135685,NA,NA,NA,NA,NA,NA,NA,NA,"SPIN3",0.515984850142784,NA,NA,"TMEM214",0.27094581081405,"YPEL5",0.322,"AC044860.1",0.474509288609243,"NCOR1",0.382,NA,NA,NA,NA
"306",NA,NA,"SAMD12",0.467642423405065,NA,NA,NA,NA,NA,NA,"FAM13B",0.360841060227267,NA,NA,NA,NA,NA,NA,NA,NA,"NFKB1",0.513186920240845,NA,NA,"CD47",0.268786729836708,"JAZF1",0.321071170860611,"PTPRO",0.473581178265059,"MEAK7",0.380351445976708,NA,NA,NA,NA
"307",NA,NA,"MED13",0.467,NA,NA,NA,NA,NA,NA,"SLC25A36",0.36,NA,NA,NA,NA,NA,NA,NA,NA,"TSPAN2",0.51,NA,NA,"FAM174C",0.264287912140216,"ADAM17",0.32,"SBF2",0.471854069158777,"RCOR3",0.379853382244594,NA,NA,NA,NA
"308",NA,NA,"ZKSCAN3",0.466,NA,NA,NA,NA,NA,NA,"MARK2",0.358,NA,NA,NA,NA,NA,NA,NA,NA,"BIRC6",0.509712353985678,NA,NA,"KIF1A",0.262051674197938,"MRPL39",0.319,"WDR91",0.469,"ADCY3",0.379853097408475,NA,NA,NA,NA
"309",NA,NA,"ZMIZ2",0.465,NA,NA,NA,NA,NA,NA,"LINC01224",0.356,NA,NA,NA,NA,NA,NA,NA,NA,"KCTD20",0.509046559178017,NA,NA,"TET1",0.260228492510613,"RPS6KB2",0.319,"KRBA1",0.468457522432974,"PRKDC",0.377111258074216,NA,NA,NA,NA
"310",NA,NA,"GRB10",0.464043208869057,NA,NA,NA,NA,NA,NA,"ZNF26",0.356,NA,NA,NA,NA,NA,NA,NA,NA,"CDC42BPA",0.509,NA,NA,"CEP41",0.259017968714761,"HDAC2-AS2",0.318832924386476,"MTRF1",0.467990153024974,"PRUNE2",0.377,NA,NA,NA,NA
"311",NA,NA,"SH3YL1",0.464,NA,NA,NA,NA,NA,NA,"CDK10",0.355,NA,NA,NA,NA,NA,NA,NA,NA,"BSDC1",0.50815898648371,NA,NA,"FUCA1",0.257418963135962,"TSPAN7",0.318,"PHACTR1",0.467794095253756,"MRPL22",0.376,NA,NA,NA,NA
"312",NA,NA,"LSM14B",0.463,NA,NA,NA,NA,NA,NA,"TMEM41A",0.355,NA,NA,NA,NA,NA,NA,NA,NA,"USP25",0.507996465570764,NA,NA,"FBXL16",0.256897188714422,"ATF6",0.317913313946052,"LARS1",0.467,"CACNA1H",0.375,NA,NA,NA,NA
"313",NA,NA,"USP42",0.462724690893253,NA,NA,NA,NA,NA,NA,"ZNF263",0.354,NA,NA,NA,NA,NA,NA,NA,NA,"RPA1",0.505527493013362,NA,NA,"ARMH3",0.255890300053561,"DLG5",0.314356281795211,"NQO2",0.467,"CCDC88A",0.375,NA,NA,NA,NA
"314",NA,NA,"KRBA1",0.462313147958214,NA,NA,NA,NA,NA,NA,"ANK3",0.35306617564275,NA,NA,NA,NA,NA,NA,NA,NA,"ZDHHC13",0.502,NA,NA,"APBB2",0.255255120376425,"GTPBP8",0.314,"CDKAL1",0.466434467272209,"LINC00963",0.374,NA,NA,NA,NA
"315",NA,NA,"ZNF232",0.461953575700275,NA,NA,NA,NA,NA,NA,"PDXDC1",0.353,NA,NA,NA,NA,NA,NA,NA,NA,"RAB2B",0.500804710207629,NA,NA,"UNC13A",0.250961994503399,"ATP7B",0.313,"KLHL1",0.466406596166606,"AC104452.1",0.373,NA,NA,NA,NA
"316",NA,NA,"CUL7",0.458750559489123,NA,NA,NA,NA,NA,NA,"PPIP5K1",0.352281633901537,NA,NA,NA,NA,NA,NA,NA,NA,"ZFR",0.49938538693505,NA,NA,"PNISR",0.250444037916347,"DLGAP4",0.313,"ZNF253",0.463727499191052,"EFHC1",0.373,NA,NA,NA,NA
"317",NA,NA,"MGRN1",0.458,NA,NA,NA,NA,NA,NA,"DYRK4",0.352,NA,NA,NA,NA,NA,NA,NA,NA,"EHMT1",0.495681219025946,NA,NA,NA,NA,"SLC25A17",0.313,"OSGEPL1",0.461,"FASTKD2",0.369696873170422,NA,NA,NA,NA
"318",NA,NA,"FBXO31",0.457784377168927,NA,NA,NA,NA,NA,NA,"IMMP1L",0.352,NA,NA,NA,NA,NA,NA,NA,NA,"BECN1",0.494397140410738,NA,NA,NA,NA,"CAB39L",0.312041348173445,"MARCHF8",0.46,"CEP57",0.369618487017113,NA,NA,NA,NA
"319",NA,NA,"FSD1",0.457665865911762,NA,NA,NA,NA,NA,NA,"MANBAL",0.352,NA,NA,NA,NA,NA,NA,NA,NA,"MAP7",0.4933038864196,NA,NA,NA,NA,"AKAP9",0.311,"CACNA1H",0.459,"MAN1A2",0.366617821323198,NA,NA,NA,NA
"320",NA,NA,"PMS1",0.455,NA,NA,NA,NA,NA,NA,"TARBP1",0.352,NA,NA,NA,NA,NA,NA,NA,NA,"SNX4",0.493064429114341,NA,NA,NA,NA,"NEGR1",0.310535006017521,"PELI1",0.458088054625049,"C2orf42",0.365704751335014,NA,NA,NA,NA
"321",NA,NA,"PPRC1",0.455,NA,NA,NA,NA,NA,NA,"LRRC8B",0.351862525479165,NA,NA,NA,NA,NA,NA,NA,NA,"NR1H3",0.491083659019197,NA,NA,NA,NA,"PAXX",0.31,"FAM110B",0.455613777696354,"SPRYD7",0.365380011675226,NA,NA,NA,NA
"322",NA,NA,"DIP2A",0.454,NA,NA,NA,NA,NA,NA,"LRP8",0.351,NA,NA,NA,NA,NA,NA,NA,NA,"AIDA",0.48926383480156,NA,NA,NA,NA,"PIGU",0.309175999080343,"GPCPD1",0.455218982032708,"ACADM",0.365,NA,NA,NA,NA
"323",NA,NA,"PALLD",0.454,NA,NA,NA,NA,NA,NA,"SETD5",0.351,NA,NA,NA,NA,NA,NA,NA,NA,"VAMP4",0.487562175429393,NA,NA,NA,NA,"GGCT",0.309,"EP300",0.454004623314136,"TMEM91",0.365,NA,NA,NA,NA
"324",NA,NA,"INF2",0.453603759051442,NA,NA,NA,NA,NA,NA,"TULP1",0.351,NA,NA,NA,NA,NA,NA,NA,NA,"DDX3Y",0.487253586440817,NA,NA,NA,NA,"TBC1D22A",0.309,"PGM2",0.45395319027174,"FAM161A",0.364977212005771,NA,NA,NA,NA
"325",NA,NA,"BAZ1A",0.453,NA,NA,NA,NA,NA,NA,"SH3D21",0.350937401707952,NA,NA,NA,NA,NA,NA,NA,NA,"CD200",0.487071679737503,NA,NA,NA,NA,"RAB23",0.30767973094432,"MAP4",0.453,"FAM110B",0.364,NA,NA,NA,NA
"326",NA,NA,"CPSF7",0.453,NA,NA,NA,NA,NA,NA,"NASP",0.349,NA,NA,NA,NA,NA,NA,NA,NA,"ATXN7L2",0.485535027714798,NA,NA,NA,NA,"MYCBP2",0.306,"PROSER3",0.452702820682161,"NUP85",0.364,NA,NA,NA,NA
"327",NA,NA,"KANSL3",0.453,NA,NA,NA,NA,NA,NA,"SAR1A",0.347836675205619,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF680",0.485099622410413,NA,NA,NA,NA,"CFAP410",0.305,"STRN4",0.452,"CNOT1",0.362,NA,NA,NA,NA
"328",NA,NA,"MTRF1",0.452863792262248,NA,NA,NA,NA,NA,NA,"NAXD",0.347,NA,NA,NA,NA,NA,NA,NA,NA,"SLC2A13",0.484878618178614,NA,NA,NA,NA,"CLK4",0.304,"C1orf21",0.4512407954429,"ERRFI1",0.361349366274983,NA,NA,NA,NA
"329",NA,NA,"TAMM41",0.452503713591853,NA,NA,NA,NA,NA,NA,"ECHDC2",0.346611094457221,NA,NA,NA,NA,NA,NA,NA,NA,"FASTKD2",0.484815573969821,NA,NA,NA,NA,"STIM1",0.304,"TNRC6A",0.451115431087824,"VCAN",0.361,NA,NA,NA,NA
"330",NA,NA,"ZFR",0.452099159476114,NA,NA,NA,NA,NA,NA,"L3MBTL3",0.346,NA,NA,NA,NA,NA,NA,NA,NA,"DAAM1",0.483832515609966,NA,NA,NA,NA,"CFLAR",0.30157684433217,"TNFRSF25",0.451,"ANKDD1A",0.360667820328488,NA,NA,NA,NA
"331",NA,NA,"TPP2",0.452,NA,NA,NA,NA,NA,NA,"HERPUD1",0.345,NA,NA,NA,NA,NA,NA,NA,NA,"AC114316.1",0.482323004456446,NA,NA,NA,NA,"C18orf54",0.301,"BEND6",0.448,"WDR37",0.36,NA,NA,NA,NA
"332",NA,NA,"ZNF346",0.452,NA,NA,NA,NA,NA,NA,"HMGXB4",0.344024953564133,NA,NA,NA,NA,NA,NA,NA,NA,"FAM193B",0.481871328131551,NA,NA,NA,NA,"MARCHF8",0.301,"NELFA",0.446,"ZDHHC13",0.359,NA,NA,NA,NA
"333",NA,NA,"BIRC6",0.45118363013909,NA,NA,NA,NA,NA,NA,"PAK1",0.344,NA,NA,NA,NA,NA,NA,NA,NA,"SSH2",0.481743126326401,NA,NA,NA,NA,"STRN3",0.3,"ZNF266",0.445,"CEP164",0.358,NA,NA,NA,NA
"334",NA,NA,"SUPT5H",0.451,NA,NA,NA,NA,NA,NA,"RNH1",0.344,NA,NA,NA,NA,NA,NA,NA,NA,"AC093752.1",0.481388872371169,NA,NA,NA,NA,"CWC27",0.299881945668806,"MTERF3",0.443230024015824,"MSL3",0.358,NA,NA,NA,NA
"335",NA,NA,"TBL1XR1",0.450018403184872,NA,NA,NA,NA,NA,NA,"ABCD4",0.343,NA,NA,NA,NA,NA,NA,NA,NA,"PCDH9",0.480825400203021,NA,NA,NA,NA,"AVL9",0.299049967306102,"SERGEF",0.442,"HMGN1",0.355,NA,NA,NA,NA
"336",NA,NA,"MARK3",0.45,NA,NA,NA,NA,NA,NA,"ADAM23",0.342,NA,NA,NA,NA,NA,NA,NA,NA,"ARHGAP44",0.480239699155501,NA,NA,NA,NA,"IMPDH1",0.296800831298678,"ETV4",0.440993848489823,"TSPAN7",0.355,NA,NA,NA,NA
"337",NA,NA,"FAM172A",0.449984800804317,NA,NA,NA,NA,NA,NA,"ADARB1",0.342,NA,NA,NA,NA,NA,NA,NA,NA,"MYT1",0.48,NA,NA,NA,NA,"SPATS2",0.293651870737382,"ACADM",0.439,"DENND4A",0.35383459153153,NA,NA,NA,NA
"338",NA,NA,"CSNK2A1",0.448746931129095,NA,NA,NA,NA,NA,NA,"CLCN6",0.342,NA,NA,NA,NA,NA,NA,NA,NA,"CSTF3",0.479008703697995,NA,NA,NA,NA,"GARS1-DT",0.290960889483297,"PEPD",0.439,"CDR2L",0.352396701825601,NA,NA,NA,NA
"339",NA,NA,"BRD8",0.448,NA,NA,NA,NA,NA,NA,"FERMT2",0.341,NA,NA,NA,NA,NA,NA,NA,NA,"STRN4",0.479,NA,NA,NA,NA,"C9orf78",0.288942279806091,"SORCS3",0.438931884242445,"PACRGL",0.351713078868435,NA,NA,NA,NA
"340",NA,NA,"ARID1A",0.447329768863069,NA,NA,NA,NA,NA,NA,"CLEC16A",0.34,NA,NA,NA,NA,NA,NA,NA,NA,"TYW5",0.47843293688362,NA,NA,NA,NA,"CCNT2",0.287083445233453,"SEMA6D",0.438457890611133,"SNX24",0.349380526918326,NA,NA,NA,NA
"341",NA,NA,"PIKFYVE",0.447097301729693,NA,NA,NA,NA,NA,NA,"INTU",0.34,NA,NA,NA,NA,NA,NA,NA,NA,"SMC6",0.478,NA,NA,NA,NA,"VAV2",0.286216368362231,"EBAG9",0.438010047223499,"ABHD10",0.348192173026453,NA,NA,NA,NA
"342",NA,NA,"DOCK1",0.446900881407096,NA,NA,NA,NA,NA,NA,"PRPF39",0.339997344905953,NA,NA,NA,NA,NA,NA,NA,NA,"RBBP4",0.476848582708552,NA,NA,NA,NA,"CCDC74B",0.28129621084612,"ADAM23",0.436444281846703,"KAT6B",0.348,NA,NA,NA,NA
"343",NA,NA,"FAM126A",0.443947183045119,NA,NA,NA,NA,NA,NA,"XRRA1",0.339792363359585,NA,NA,NA,NA,NA,NA,NA,NA,"ADAL",0.47643842035146,NA,NA,NA,NA,"UVRAG",0.281046797650917,"SSR1",0.43623051558763,"RAD21",0.347440899210078,NA,NA,NA,NA
"344",NA,NA,"GAS2L3",0.443636541712136,NA,NA,NA,NA,NA,NA,"VDAC2",0.339627552710945,NA,NA,NA,NA,NA,NA,NA,NA,"ANKHD1-EIF4EBP3",0.475328432479502,NA,NA,NA,NA,"ANKRD36C",0.280596233698185,"QKI",0.436,"DCAF17",0.346,NA,NA,NA,NA
"345",NA,NA,"AL157778.1",0.443,NA,NA,NA,NA,NA,NA,"PRELID3B",0.339,NA,NA,NA,NA,NA,NA,NA,NA,"DPH6",0.475103623771034,NA,NA,NA,NA,"SPIRE2",0.278468291465225,"HDAC7",0.435805479269179,"COPS7B",0.344,NA,NA,NA,NA
"346",NA,NA,"TMEM198B",0.442001730433311,NA,NA,NA,NA,NA,NA,"SNHG14",0.339,NA,NA,NA,NA,NA,NA,NA,NA,"ANKMY1",0.473633086776666,NA,NA,NA,NA,"PIK3R1",0.276393766501204,"P4HA2",0.435088922829615,"GATD1",0.344,NA,NA,NA,NA
"347",NA,NA,"NUP35",0.442,NA,NA,NA,NA,NA,NA,"SYNRG",0.339,NA,NA,NA,NA,NA,NA,NA,NA,"ANKHD1",0.473614104584938,NA,NA,NA,NA,"PCID2",0.275199369459249,"AP2A2",0.434635873216685,"AKAP9",0.343,NA,NA,NA,NA
"348",NA,NA,"AGGF1",0.441553160894912,NA,NA,NA,NA,NA,NA,"TENT2",0.338,NA,NA,NA,NA,NA,NA,NA,NA,"CAMKMT",0.473180799351918,NA,NA,NA,NA,"PARN",0.271647257828293,"GTF2H2C",0.434159610904992,"TP53INP1",0.343,NA,NA,NA,NA
"349",NA,NA,"RAB38",0.44128044905437,NA,NA,NA,NA,NA,NA,"FAM156A",0.337275059859166,NA,NA,NA,NA,NA,NA,NA,NA,"CACNA1H",0.473,NA,NA,NA,NA,"PRRG1",0.271081438127691,"PCID2",0.432649268715165,"ZNF767P",0.343,NA,NA,NA,NA
"350",NA,NA,"FBXO10",0.440583673732295,NA,NA,NA,NA,NA,NA,"EME1",0.337,NA,NA,NA,NA,NA,NA,NA,NA,"CACNB4",0.473,NA,NA,NA,NA,"PLPPR1",0.269409139224816,"CMSS1",0.431,"AKAP8L",0.342939371101525,NA,NA,NA,NA
"351",NA,NA,"CAMKMT",0.440242569376586,NA,NA,NA,NA,NA,NA,"TAZ",0.337,NA,NA,NA,NA,NA,NA,NA,NA,"SKP1",0.473,NA,NA,NA,NA,"AC104009.1",0.267102490249292,"SLK",0.430043499230727,"ARHGAP1",0.341566220790129,NA,NA,NA,NA
"352",NA,NA,"ZNF43",0.440053693547627,NA,NA,NA,NA,NA,NA,"EXOSC2",0.336,NA,NA,NA,NA,NA,NA,NA,NA,"ACVR1B",0.471,NA,NA,NA,NA,"CPLX2",0.266574977775904,"FGF9",0.428642089520605,"SPATS2",0.341319587981844,NA,NA,NA,NA
"353",NA,NA,"FAM149B1",0.44,NA,NA,NA,NA,NA,NA,"HMGN1",0.335,NA,NA,NA,NA,NA,NA,NA,NA,"SERINC3",0.470720369984711,NA,NA,NA,NA,"CEP41",0.264583154665041,"LDAH",0.428072400048406,"TNPO3",0.34,NA,NA,NA,NA
"354",NA,NA,"DGKZ",0.439,NA,NA,NA,NA,NA,NA,"WNK3",0.334520138383956,NA,NA,NA,NA,NA,NA,NA,NA,"MZF1",0.470446384618129,NA,NA,NA,NA,"VPS13A",0.263862025482527,"TRAPPC13",0.428,"IGF2BP3",0.339362659981858,NA,NA,NA,NA
"355",NA,NA,"TMED9",0.4383972894441,NA,NA,NA,NA,NA,NA,"AC026412.1",0.334,NA,NA,NA,NA,NA,NA,NA,NA,"ANK2",0.469453172702066,NA,NA,NA,NA,"DIPK1B",0.263772038895789,"SHISA7",0.426377754364225,"MFF",0.339,NA,NA,NA,NA
"356",NA,NA,"VSIG10",0.437938560443598,NA,NA,NA,NA,NA,NA,"KIAA1191",0.333,NA,NA,NA,NA,NA,NA,NA,NA,"KIF1A",0.469178975216211,NA,NA,NA,NA,"GABRB1",0.260816140846778,"SIK3",0.425578084017603,"MRPL39",0.339,NA,NA,NA,NA
"357",NA,NA,"OSBPL6",0.437159403737221,NA,NA,NA,NA,NA,NA,"UNC13A",0.333,NA,NA,NA,NA,NA,NA,NA,NA,"PPM1B",0.468870075926231,NA,NA,NA,NA,"KIAA1109",0.258593046750391,"MTMR3",0.424139629157511,"AL157778.1",0.338,NA,NA,NA,NA
"358",NA,NA,"MTMR3",0.436841100420993,NA,NA,NA,NA,NA,NA,"HIP1",0.332779864170633,NA,NA,NA,NA,NA,NA,NA,NA,"PLEKHA3",0.466784521281163,NA,NA,NA,NA,"KIF26B",0.254949543644507,"STIM2",0.423,"PRPF31",0.337282929195477,NA,NA,NA,NA
"359",NA,NA,"APOBEC3D",0.436529263155886,NA,NA,NA,NA,NA,NA,"APBB2",0.332026513110502,NA,NA,NA,NA,NA,NA,NA,NA,"AC013717.1",0.466019763700691,NA,NA,NA,NA,"FAM174C",0.254236383508681,"CHN2",0.421047965371782,"THRAP3",0.331,NA,NA,NA,NA
"360",NA,NA,"CD200",0.436405116095354,NA,NA,NA,NA,NA,NA,"ZCCHC10",0.332,NA,NA,NA,NA,NA,NA,NA,NA,"L3MBTL2",0.464290823848902,NA,NA,NA,NA,"MAP6",0.25411726157207,"C14orf93",0.421,"MYO6",0.32966686382769,NA,NA,NA,NA
"361",NA,NA,"PGAP2",0.436,NA,NA,NA,NA,NA,NA,"LUC7L",0.331,NA,NA,NA,NA,NA,NA,NA,NA,"DNM3",0.462012352283648,NA,NA,NA,NA,"CD47",0.253682913361128,"CNOT1",0.421,"EXD2",0.328551120046908,NA,NA,NA,NA
"362",NA,NA,"IL6ST",0.435816826639547,NA,NA,NA,NA,NA,NA,"PPIL3",0.331,NA,NA,NA,NA,NA,NA,NA,NA,"SCARB1",0.462,NA,NA,NA,NA,"PTPRO",0.253357209250703,"GPHN",0.42,"NQO2",0.328114383708523,NA,NA,NA,NA
"363",NA,NA,"AGK",0.435794254002255,NA,NA,NA,NA,NA,NA,"GRID2",0.330189463137575,NA,NA,NA,NA,NA,NA,NA,NA,"RBM41",0.460993852647849,NA,NA,NA,NA,"KIRREL1",0.252632301664449,"TASOR2",0.42,"MARCHF6",0.327,NA,NA,NA,NA
"364",NA,NA,"ZXDC",0.434,NA,NA,NA,NA,NA,NA,"CMSS1",0.33,NA,NA,NA,NA,NA,NA,NA,NA,"AC068547.1",0.46,NA,NA,NA,NA,"DUS4L-BCAP29",0.25184617945852,"VPS29",0.42,"SLC38A1",0.325443550174204,NA,NA,NA,NA
"365",NA,NA,"IDH1",0.433983620666966,NA,NA,NA,NA,NA,NA,"SNHG1",0.33,NA,NA,NA,NA,NA,NA,NA,NA,"ATP7B",0.46,NA,NA,NA,NA,"CDH18",0.251398741800343,"GABRB1",0.419746943118174,"SLC35A5",0.324823275893843,NA,NA,NA,NA
"366",NA,NA,"AL022318.4",0.433951482790566,NA,NA,NA,NA,NA,NA,"CENPA",0.329,NA,NA,NA,NA,NA,NA,NA,NA,"TNRC6A",0.459749901548871,NA,NA,NA,NA,"ITPK1",0.25037109849234,"AC055811.2",0.419477943242272,"TTC7B",0.324732285422076,NA,NA,NA,NA
"367",NA,NA,"LDAH",0.433919600243259,NA,NA,NA,NA,NA,NA,"SKA2",0.329,NA,NA,NA,NA,NA,NA,NA,NA,"NR6A1",0.459635240851813,NA,NA,NA,NA,NA,NA,"MUTYH",0.419,"KIF21A",0.32269496744413,NA,NA,NA,NA
"368",NA,NA,"FAM161A",0.433,NA,NA,NA,NA,NA,NA,"TRIM16",0.329,NA,NA,NA,NA,NA,NA,NA,NA,"MACROD2",0.459,NA,NA,NA,NA,NA,NA,"RFT1",0.418947748462641,"FBL",0.322659529045513,NA,NA,NA,NA
"369",NA,NA,"SAR1A",0.433,NA,NA,NA,NA,NA,NA,"CDAN1",0.328372096161767,NA,NA,NA,NA,NA,NA,NA,NA,"TNFRSF19",0.457836619823505,NA,NA,NA,NA,NA,NA,"LINC00467",0.417167543614733,"FGF9",0.322175735237625,NA,NA,NA,NA
"370",NA,NA,"MED12L",0.432477750465742,NA,NA,NA,NA,NA,NA,"FAAP20",0.327,NA,NA,NA,NA,NA,NA,NA,NA,"ANP32A",0.456860047191747,NA,NA,NA,NA,NA,NA,"ANKRD10",0.417,"RERE",0.320196759052814,NA,NA,NA,NA
"371",NA,NA,"CARD8",0.432,NA,NA,NA,NA,NA,NA,"STARD3",0.327,NA,NA,NA,NA,NA,NA,NA,NA,"ADAM23",0.456530624807698,NA,NA,NA,NA,NA,NA,"ATP7B",0.417,"KLHL4",0.319,NA,NA,NA,NA
"372",NA,NA,"EML4",0.432,NA,NA,NA,NA,NA,NA,"GAPVD1",0.326467736762744,NA,NA,NA,NA,NA,NA,NA,NA,"XRRA1",0.456194830610496,NA,NA,NA,NA,NA,NA,"NBL1",0.415254672553898,"SREK1",0.319,NA,NA,NA,NA
"373",NA,NA,"FBN3",0.432,NA,NA,NA,NA,NA,NA,"CHD2",0.326354472066099,NA,NA,NA,NA,NA,NA,NA,NA,"HMOX2",0.456,NA,NA,NA,NA,NA,NA,"FAM124A",0.41515925917281,"C10orf82",0.318,NA,NA,NA,NA
"374",NA,NA,"PNPLA5",0.431812608690463,NA,NA,NA,NA,NA,NA,"ANKRD13D",0.326,NA,NA,NA,NA,NA,NA,NA,NA,"TMEM18",0.456,NA,NA,NA,NA,NA,NA,"NRXN1",0.413224298855073,"SLC7A6",0.318,NA,NA,NA,NA
"375",NA,NA,"BLACAT1",0.431766568821948,NA,NA,NA,NA,NA,NA,"LSM14B",0.326,NA,NA,NA,NA,NA,NA,NA,NA,"TUT4",0.456,NA,NA,NA,NA,NA,NA,"ANKS3",0.413,"ZNF530",0.318,NA,NA,NA,NA
"376",NA,NA,"EPN1",0.431027527557437,NA,NA,NA,NA,NA,NA,"MARCHF6",0.325,NA,NA,NA,NA,NA,NA,NA,NA,"INVS",0.453815483362305,NA,NA,NA,NA,NA,NA,"CTTNBP2",0.411919411237634,"NELFA",0.317318628152647,NA,NA,NA,NA
"377",NA,NA,"UNC13A",0.429950441508611,NA,NA,NA,NA,NA,NA,"TSPAN17",0.325,NA,NA,NA,NA,NA,NA,NA,NA,"SYN3",0.453420836741595,NA,NA,NA,NA,NA,NA,"ZSCAN25",0.410721690782166,"DCUN1D4",0.317,NA,NA,NA,NA
"378",NA,NA,"SLC12A8",0.4290548380389,NA,NA,NA,NA,NA,NA,"WNK1",0.325,NA,NA,NA,NA,NA,NA,NA,NA,"STX7",0.453210550870986,NA,NA,NA,NA,NA,NA,"CLN3",0.41,"PCID2",0.316417929688861,NA,NA,NA,NA
"379",NA,NA,"KDM8",0.428192080878347,NA,NA,NA,NA,NA,NA,"ADD1",0.324943812599383,NA,NA,NA,NA,NA,NA,NA,NA,"EBAG9",0.453,NA,NA,NA,NA,NA,NA,"ARHGAP1",0.409109854593176,"THADA",0.316,NA,NA,NA,NA
"380",NA,NA,"RIPOR2",0.427965289042118,NA,NA,NA,NA,NA,NA,"CCDC84",0.323,NA,NA,NA,NA,NA,NA,NA,NA,"IGDCC4",0.45281207492849,NA,NA,NA,NA,NA,NA,"KAT6B",0.409,"VDAC2",0.315284135056388,NA,NA,NA,NA
"381",NA,NA,"SLC41A1",0.427754092967926,NA,NA,NA,NA,NA,NA,"SLC37A4",0.323,NA,NA,NA,NA,NA,NA,NA,NA,"OAZ3",0.452195511609142,NA,NA,NA,NA,NA,NA,"SPTLC1",0.409,"PTPRD",0.312308658178014,NA,NA,NA,NA
"382",NA,NA,"NUTM2A-AS1",0.427045428490802,NA,NA,NA,NA,NA,NA,"ERBIN",0.322958492651411,NA,NA,NA,NA,NA,NA,NA,NA,"FBXO10",0.451586374732046,NA,NA,NA,NA,NA,NA,"EIF2D",0.408,"MYCBP2",0.312,NA,NA,NA,NA
"383",NA,NA,"DPAGT1",0.426,NA,NA,NA,NA,NA,NA,"ZNF268",0.322,NA,NA,NA,NA,NA,NA,NA,NA,"RASGRF1",0.45091432488584,NA,NA,NA,NA,NA,NA,"DENND5A",0.407,"KANSL3",0.311314784968271,NA,NA,NA,NA
"384",NA,NA,"TMEM108",0.426,NA,NA,NA,NA,NA,NA,"ARHGAP12",0.321,NA,NA,NA,NA,NA,NA,NA,NA,"URI1",0.450721994198151,NA,NA,NA,NA,NA,NA,"MEAK7",0.406986024112295,"CACNB4",0.311,NA,NA,NA,NA
"385",NA,NA,"EYA3",0.425,NA,NA,NA,NA,NA,NA,"SLC30A6",0.321,NA,NA,NA,NA,NA,NA,NA,NA,"MGRN1",0.45,NA,NA,NA,NA,NA,NA,"AC138894.1",0.406,"GRM1",0.311,NA,NA,NA,NA
"386",NA,NA,"SRCAP",0.425,NA,NA,NA,NA,NA,NA,"ZMYM5",0.321,NA,NA,NA,NA,NA,NA,NA,NA,"CCT6B",0.449542300269125,NA,NA,NA,NA,NA,NA,"STK11IP",0.405937358044637,"KCNC1",0.311,NA,NA,NA,NA
"387",NA,NA,"RFFL",0.424,NA,NA,NA,NA,NA,NA,"THAP8",0.320946216581118,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF433",0.446463655948247,NA,NA,NA,NA,NA,NA,"JARID2",0.405513467065154,"RBCK1",0.310523515811042,NA,NA,NA,NA
"388",NA,NA,"ATAT1",0.423,NA,NA,NA,NA,NA,NA,"NLN",0.320935724057877,NA,NA,NA,NA,NA,NA,NA,NA,"PMS1",0.446,NA,NA,NA,NA,NA,NA,"TBPL1",0.404992272140335,"SH3YL1",0.309,NA,NA,NA,NA
